Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
"Family Nurse Practitioner, Nursing Education",The Master of Science in Nursing program at MTSU has two concentrations. The Family Nurse Practitioner concentration prepares students to provide primary care to individuals across the lifespan in a variety of settings. The Nursing Education concentration prepares students for roles as educators in a variety of settings. The master's program in nursing at Middle Tennessee State University is accredited by the Commission on Collegiate Nursing Education.,https://www.mtsu.edu/programs/nursing-msn/,The master's program in nursing at Middle Tennessee State University is accredited by the Commission on Collegiate Nursing Education.,Master in Nursing,https://www.mtsu.edu/search-program/,
Psychiatric Mental Health Nurse Practitioner (PMHNP),The Master of Science in Nursing (M.S.N.) with a concentration as a Psychiatric Mental Health Nurse Practitioner (PMHNP) prepares registered nurses for advanced practice in a variety of settings across the lifespan. Emphasis is on health promotion and disease prevention as well as the diagnosis and management of acute and chronic mental health problems. Successful graduates of the PMHNP concentration are prepared to sit for the ANCC Psychiatric Mental Health Nurse Practitioner (Across the Lifespan) Certification (PMHNP-BC™) exam. The MTSU School of Nursing's M.S.N. program is an online program.,https://www.mtsu.edu/program/nursing-psychiatric-mental-health-nurse-practitioner-pmhnp-m-s-n/,"The master’s degree program in nursing at Middle Tennessee State University is accredited by the Commission on Collegiate Nursing Education, 655 K Street NW, Suite 750, Washington, DC 20001, (202) 887-6791.","Master in Nursing, Psychiatric Mental Health Nurse Practitioner",https://www.mtsu.edu/program/nursing-psychiatric-mental-health-nurse-practitioner-pmhnp-m-s-n/,M.S.N.
,The Master in Physician Assistant Studies (M.P.A.S.) is designed to provide a comprehensive academic and clinical medical education to prepare physician assistants for their professional roles as healthcare providers. Graduates will be eligible to take the Physician Assistant National Certifying Exam (PANCE).,https://www.mtsu.edu/programs/physician-assistant-studies-mpas/,"The ARC-PA has granted Accreditation-Provisional status to the Middle Tennessee State University Physician Assistant Program sponsored by Middle Tennessee State University.

Accreditation-Provisional is an accreditation status granted when the plans and resource allocation, if fully implemented as planned, of a proposed program that has not yet enrolled students appear to demonstrate the program’s ability to meet the ARC-PA Standards or when a program holding Accreditation-Provisional status appears to demonstrate continued progress in complying with the Standards as it prepares for the graduation of the first class (cohort) of students.

Accreditation-Provisional does not ensure any subsequent accreditation status. It is limited to no more than five years from matriculation of the first class.",Master in Physician Assistant Studies,https://catalog.mtsu.edu/preview_program.php?catoid=33&poid=11675&returnto=7439,Master
"['Elementary School Education', 'Middle Grades Education', 'Secondary School Education']","The Master of Education (M.Ed.) in Curriculum and Instruction is designed to serve the needs of currently licensed teachers seeking an advanced degree. Candidates select one of the following areas of emphasis: elementary school education, middle grades education, or secondary school education. The program consists of a 15-hour core and 15 hours in the area of emphasis. The final course in the program is a capstone experience where candidates complete an action research project in their own classroom or school. The program may lead to a professional teacher's license in states with a tiered licensure system.",https://www.mtsu.edu/programs/curriculum-instruction-med/index.php,MTSU's Educator Preparation Program is accredited by the Council for the Accreditation of Educator Preparation (CAEP). The next accreditation visit is scheduled for Fall 2024.,Master of Education in Curriculum and Instruction,https://www.mtsu.edu/search-program/,
Teaching and Innovation in PK–16,"The Master of Education (M.Ed.) in Curriculum and Instruction with a concentration in Teaching and Innovation in PK-16 is a 30-hour, fully online graduate degree program. Courses are provided online in 8-week formats. The program can be completed in as little as three semesters. The degree program is designed to provide teachers, administrators, and other educators in a variety of learning environments the knowledge, skills, and dispositions to be leaders in PK–16 education. The program focuses on curriculum, instruction, assessment, and innovation across the PK–16 spectrum. A distinctive feature of the program is the opportunity for students to tailor their program of study to fit their needs by selecting from a variety of graduate level elective courses to complete the required 9 hours of electives. Students will also be involved in an authentic, job-embedded action research project to impact student learning in their current professional settings.",https://www.mtsu.edu/program/curriculum-and-instruction-teaching-and-innovation-in-pk-16-concentration-m-ed/,,Master of Education in Digital Teaching and Learning,https://www.mtsu.edu/program/curriculum-and-instruction-teaching-and-innovation-in-pk-16-concentration-m-ed/,
Elementary School Education,The Master of Education (M.Ed.) with a major in Curriculum and Instruction offers concentrations for candidates who currently hold a teaching license and those who are seeking an initial teaching license. The Elementary School Education concentration is for candidates who have a valid Tennessee teaching license or a comparable license from another state. The program is designed for currently practicing elementary education teachers who want to strengthen their content knowledge and pedagogy with the goal of improving their practice. MTSU’s program focuses on developing advanced skills that will allow teachers to become leaders in their schools and school districts. The program will deepen candidates’ understanding of the teaching and learning processes with students from diverse backgrounds and across a range of abilities. All courses are delivered online with a combination of synchronous and asynchronous learning activities.,https://www.mtsu.edu/program/curriculum-and-instruction-elementary-education-concentration-m-ed/,The Educator Preparation Program at MTSU is accredited by the Council for the Accreditation of Educator Preparation (CAEP). The program is also approved by the Tennessee State Department of Education.,Master of Education in Elementary School Education,https://www.mtsu.edu/program/curriculum-and-instruction-elementary-education-concentration-m-ed/,M.Ed.
,"The Master of Education in Higher Education is designed to prepare graduate students for a variety of administrative and leadership roles in postsecondary settings including two- and four-year colleges and universities. The program provides an overview of higher education in the United States, including its history and development, its organization and structure, its functions and missions, its contemporary conditions and challenges, and the issues it will likely face in the future. The program of study covers student affairs, general administration, and academic affairs. Required coursework focuses on American higher education, characteristics of college students, campus diversity, educational research, student development theory, leadership, and legal issues. The curriculum is delivered through a cohort model in a fully online or hybrid format.",https://www.mtsu.edu/programs/higher-education-med/,,Master of Education in Higher Education,https://www.mtsu.edu/search-program/,
,"The Master of Education (M.Ed.) with a major in Literacy is a 33-hour, non-thesis program designed to prepare certified teachers to work as literacy coaches, reading specialists, and literacy leaders in their schools and districts. Students in this program will learn to use a variety of assessment tools to diagnose reading difficulties; design and deliver culturally responsive reading interventions for students in grades K-12; and provide professional development, coaching, and leadership to classroom teachers and other school personnel in support of school-wide literacy initiatives. Successful completion of this program and a passing score on the Praxis exam (5302) leads to licensure as a PreK-12 Reading Specialist in the state of Tennessee. In addition, candidates who complete this program will have the opportunity to participate in a graduate-level practicum experience in the Center for Dyslexia. Graduates will also have met coursework requirements for Wilson Dyslexia Practitioner Level I certification and will be ready to begin the observation year. Admission is for the fall semester only; all classes are offered online.",https://www.mtsu.edu/programs/literacy-med/,The program is accredited by the Council for the Accreditation of Educator Preparation (CAEP). The Reading Specialist program is also nationally recognized by the International Literacy Association (ILA).,Master of Education in Literacy,https://www.mtsu.edu/search-program/,Master's
"['PreK-8 Special Education Interventionist', '6-12 Special Education Interventionist']","The Master of Education (M.Ed.) degree with a major in Special Education is an advanced degree designed for individuals who hold a valid teaching license and who wish to obtain an add-on endorsement in Special Education or who wish to seek a master’s degree in Special Education. The Special Education, M.Ed. can be completed entirely online. The program requires 33-36 semester hours and may be completed within two years. Candidates choose one of two concentrations: the PreK-8 Special Education Interventionist concentration or the 6-12 Special Education Interventionist concentration.",https://www.mtsu.edu/programs/special-education-med/index.php,The special education programs are accredited by the Council for the Accreditation of Educator Preparation (CAEP).,Master of Education in Special Education,https://www.mtsu.edu/search-program/,Masters
Training and Development,"The Master of Professional Studies (M.P.S.) is a 30- or 33-credit hour graduate degree designed for working professionals who wish to develop or enhance specific professional skills and advance in their careers. The M.P.S. in Training and Development is a unique, innovative, and attractive program which integrates the knowledge and skill of leadership development with strategic planning. Students gain a better understanding of how people learn and how to best address leadership issues from an educational and learning perspective. Graduates work in a variety of leadership and training positions in business, industry, government, and non-profit settings.",https://www.mtsu.edu/program/professional-studies-training-and-development-concentration-m-p-s/,,Master of Professional Studies,https://www.mtsu.edu/program/professional-studies-training-and-development-concentration-m-p-s/,
Leadership in Nutrition,The Master of Professional Studies (M.P.S.) is a 30-33-credit hour graduate degree program with a unique interdisciplinary approach designed to equip students with the skills and competencies required by employers in their chosen professional fields. The degree is nationally recognized and respected. The Leadership in Nutrition concentration is a specialized track designed to broaden the knowledge base and skills of individuals working in nutrition-related fields. The required coursework covers current topics in advanced human nutrition and provides a choice of electives tailored to meet the varied professional needs of prospective students. Individuals will develop leadership skills and a thorough knowledge of research methods appropriate for their professional endeavors.,https://www.mtsu.edu/programs/leadership-in-nutrition-mps/,,Concentration in Master of Professional Studies - Leadership in Nutrition,https://www.mtsu.edu/search-program/,Masters
Higher Education,"The Master of Education (M.Ed.) degree in Administration and Supervision is designed to prepare individuals for a wide variety of leadership positions in schools and school districts. The program has three concentrations for students to choose from. Those who already have a Tennessee teaching license can pursue the K-12 Administration concentration, leading to licensure as a school principal. The Agricultural Education Leadership concentration is designed for those who have a B.S. in an agricultural field. The Higher Education concentration is appropriate for those who wish to work in leadership positions at colleges or universities. The program has a 30-hour option, as well as a 33-hour option that includes a thesis. The Higher Education concentration prepares individuals who aspire to work in administrative and leadership positions in postsecondary settings, such as colleges and universities. No teaching license is required for this concentration.",https://www.mtsu.edu/programs/administration-supervision-med/,,"Master of Education in Administration and Supervision, Higher Education Specialization",https://www.mtsu.edu/search-program/,Masters
Clinical Social Work,"The Master of Social Work (M.S.W.) is a professional degree designed to prepare students for advanced social work practice. The M.S.W. program's mission is to prepare social work professionals to enhance the well-being and quality of life for all persons, to promote social and economic justice, and to empower people, organizations, and communities through a generalist perspective and advanced clinical social work practice. The program also seeks to meet the needs of the mid-state region for professional social workers. The program focuses on clinical social work. Social work is a diverse and rewarding profession centered on a commitment to human dignity and social justice. Social workers are found in a variety of settings, such as social service agencies, schools, hospitals, courts, and correctional facilities. Social work involves both direct practice with individuals and families and work that is focused on policy and advocacy. The Department of Social Work offers the Master of Social Work degree.",https://www.mtsu.edu/programs/social-work-msw/index.php,The M.S.W. program at MTSU is accredited by the Council on Social Work Education (CSWE).,Master of Social Work,https://www.mtsu.edu/search-program/,M.S.W.
"Professional Mathematics, Mathematics Education, General Mathematics","The Master of Science in Mathematics offers a broad, in-depth study of mathematics, balancing theory and application. The program offers maximum flexibility for students, with a variety of course offerings and three concentrations: Professional Mathematics, Mathematics Education, and General Mathematics. The M.S. in Mathematics program is intended for a broad audience of students, including those in industry, government, research, community college teaching, and those preparing for Ph.D. work in the mathematical sciences. MTSU faculty are active in research in several areas, including mathematics education, data science and statistics, functional analysis and operator theory, graph theory, knot theory, and others. Faculty have a strong record of publications and grant activity and have won numerous awards for teaching excellence and research. Graduate students can expect individual attention and mentoring as well as opportunities for teaching assistantships with full tuition waivers. M.S. students have opportunities to work on research projects with faculty, often leading to presentations and publications.",https://www.mtsu.edu/programs/mathematics-ms/index.php,,Master of Science in Mathematics,https://www.mtsu.edu/search-program/,Masters
Pure and Applied Mathematics,"The Master of Science in Mathematics offers concentrations in General Mathematics and Pure and Applied Mathematics. Students may pursue this degree on a full- or part-time basis. Research areas of the faculty supporting this program include algebra, analysis, applied mathematics, combinatorics, computational mathematics, differential equations, graph theory, mathematics education, numerical analysis, statistics, and topology.",https://www.mtsu.edu/programs/mathematics-ms/index.php,,Concentration in Mathematics - Pure and Applied Mathematics,https://www.mtsu.edu/search-program/,
,"The Ph.D. in Computational and Data Science (CDS) is an interdisciplinary graduate program designed for students who want to use advanced computational methods to solve complex problems. The program has a strong emphasis on data science, high performance computing, and computational modeling. The objective of the program is to provide a comprehensive education in computational and data sciences that will prepare students for careers in academia, industry, and government. The curriculum is flexible and can be tailored to the individual student’s interests and career goals. Students in the program will have the opportunity to work with faculty from a variety of disciplines, including computer science, mathematics, statistics, biology, chemistry, physics, and engineering.",https://www.mtsu.edu/programs/computational-data-science-phd/,,Doctor of Philosophy in Computational and Data Science,https://www.mtsu.edu/wp-content/uploads/2023/10/PHD-program-overview-v1.5.docx,PhD
"Biological Education, Chemical Education, Interdisciplinary Science Education, Mathematics Education","The Mathematics and Science Education Ph.D. program prepares students for careers as leaders in P-12 mathematics and science education. The program focuses on developing expertise in research methodologies related to teaching and learning in mathematics and science. Coursework also focuses on curriculum development and reform, social and political issues surrounding education, equity and access in education, and the use of technology in mathematics and science education.",https://www.mtsu.edu/programs/mathematics-science-education-phd/,,Doctor of Philosophy in Mathematics and Science Education,https://www.mtsu.edu/search-program/,Doctoral
,,,,Concentration in Mathematics - Actuarial and Financial Mathematics,https://asrm.illinois.edu/admissions/graduate-degrees,
"['Business Intelligence & Analytics (BI)', 'Finance', 'Healthcare Management', 'International Business', 'Management', 'Music Business', 'Supply Chain Management']","The Master of Business Administration (M.B.A.) program provides a broad-based, cross-functional business education for individuals seeking careers in management in both the private and public sectors. The MBA curriculum at MTSU has been developed to include the functional areas of business within a framework that provides for analytical, data-driven decision-making and consideration of the contemporary business, professional, and ethical environment. The MBA program also encourages students to develop their creativity and innovative thinking. The MBA degree requires 36 semester hours of graduate course work, including an integrated, problem-solving capstone course in strategic management. This broad-based curriculum provides for a common body of knowledge while being flexible enough to allow students to choose a concentration from a variety of business fields.",https://www.mtsu.edu/programs/business-administration-mba/,"The Jennings A. Jones College of Business is one of the 1.5% of business schools worldwide that is accredited in both business and accounting by AACSB International–The Association to Advance Collegiate Schools of Business, the premier accrediting agency for business schools.",Master of Business Administration,https://www.mtsu.edu/search-program/,
"Marketing, MBA Concentration","The M.B.A. with a concentration in Marketing provides an opportunity for students to study contemporary marketing theory and practice in depth. Students in this program will learn how to design and deliver effective marketing campaigns, how to conduct and analyze market research, and how to make strategic decisions about pricing, product development, distribution, and promotion. The program is designed for students who want to pursue a career in marketing, as well as for those who are already working in marketing and want to advance their careers.",https://www.mtsu.edu/programs/marketing-mba/,The Jones College of Business is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) and the Association to Advance Collegiate Schools of Business (AACSB) International. AACSB accreditation is the most prestigious and rigorous accreditation a business college can earn.,Concentration in MBA - Marketing,https://marketing.mtsu.edu/,MBA
Healthcare Management,The Healthcare Management concentration in the Jones College of Business M.B.A. program is a 36-hour program designed for individuals currently employed in or seeking employment in the healthcare industry. Courses are structured to explore current management issues and analyze and evaluate healthcare delivery systems. Students gain an understanding of the unique aspects of the healthcare industry and learn specialized business skills to become effective managers and leaders in the field. Admission to the M.B.A. program is required for those choosing this concentration.,https://www.mtsu.edu/programs/business-administration-mba/healthcare-management/,"The Jones College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International, the premier accrediting agency for business schools.",Concentration in MBA - Healthcare Management,https://www.mtsu.edu/search-program/,MBA
Strategic Marketing Analytics,"The strategic marketing analytics concentration prepares students for data-driven careers in marketing. Students in this concentration learn to become both analytical and creative marketing thinkers who can integrate technology with marketing strategy. Students develop skills in areas such as digital marketing, marketing research, and strategic marketing to become knowledgeable managers of information, technology, and marketing strategy. The strategic marketing analytics concentration positions graduates for data-driven careers such as digital marketing analyst, search engine marketing specialist, marketing researcher, social media marketer, and marketing data scientist.",https://mba.mtsu.edu/curriculum/,"The Jones College of Business is accredited by AACSB International, the premier accrediting body for business schools.",Concentration in MBA - Strategic Marketing Analytics,https://mba.mtsu.edu/curriculum/,MBA
Legal and Ethical Governance,"The Master of Business Administration (M.B.A.) degree program is a general, broad-based degree designed to prepare its graduates for a variety of careers in management and leadership in either the private or public sector. The Jennings A. Jones College of Business provides a flexible program that serves both full-time students who have recently completed their undergraduate work as well as part-time students who are currently employed. The curriculum is designed to provide a broad foundation in the various functional areas of business and then allow the student to select an area of concentration in which to obtain more in-depth knowledge.",https://www.mtsu.edu/programs/business-administration-mba/,"The Jones College of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB) International, the premier accrediting agency for business schools in the world.",Concentration in MBA - Legal and Ethical Governance,https://www.mtsu.edu/search-program/,
Risk Management and Insurance,"Students in the Risk Management and Insurance concentration within the Master of Business Administration program gain an understanding of risk management and insurance from the perspective of society, the insurer, and the policyholder. They acquire a basic knowledge of the role of personal and commercial property and liability insurance in risk management, as well as an understanding of the concepts of risk management, insurer operations and regulation, and key aspects of life and health insurance and related employee benefit plans. Students will be prepared for a wide variety of risk management and insurance industry positions.",https://www.mtsu.edu/programs/business-administration-mba/risk-management-insurance,AACSB,Concentration in MBA - Risk Management,https://www.mtsu.edu/search-program/,
Human Resource Management,"This concentration prepares a manager to strategically manage human resources. It examines human resources from the viewpoint of a business partner and is ideal for those who are human resource managers, or who aspire to be, and for those who manage people. It provides the skills to create an environment that will result in a motivated and committed workforce. Required courses include Employment Law, Strategic Staffing, Compensation and Benefits, and an elective. All courses are SHRM-aligned.",https://mba.mtsu.edu/curriculum/concentrations/,AACSB Accredited,Concentration in MBA - Human Resource Management,https://mba.mtsu.edu/curriculum/concentrations/,MBA
Data Analytics,"The Master of Business Administration (M.B.A.) program provides a broad-based graduate business education for students from a variety of academic backgrounds. This professional degree program prepares individuals for responsible managerial positions in business, government, and nonprofit institutions. The program helps students develop and integrate a functional knowledge of marketing, management, finance, accounting, and economics. For those who can benefit from a more specialized program, four concentrations are available: music business, healthcare management, supply chain management, and data analytics. The Data Analytics concentration is an interdisciplinary course of study that combines business analytics, computer information systems, and economics and finance to prepare graduates to manage and utilize big data in a business setting.",https://www.mtsu.edu/programs/business-administration-mba/,AACSB-International,Concentration in MBA - Data Analytics,https://www.mtsu.edu/search-program/,
IT Project Management,"The Master of Business Administration (M.B.A.) program is a broad-based, general management degree designed to prepare students for executive and leadership positions. Leadership and management skills are developed through a core of courses that focus on the functional areas of business and the integration of these areas. Flexibility is provided through a concentration or electives. The Information Technology Project Management concentration focuses on managing and coordinating resources to complete information technology projects on time, within budget, and meeting user specifications. Topics include project integration, project scope management, project time and cost management, quality management, human resource management, communications management, risk management, and procurement management.",https://www.mtsu.edu/programs/business-administration-mba/,"The Jones College is one of the top 1.5% of business schools in the world, having maintained its accreditation by the Association to Advance Collegiate Schools of Business (AACSB) International for over 40 years.",Concentration in MBA - IT Project Management,https://www.mtsu.edu/search-program/,Masters
Music Business,"The Music Business concentration offers specialized training for those desiring to work in the dynamic, international music industry. Students are challenged in a rigorous M.B.A. curriculum while taking advantage of the recording industry major in the College of Media and Entertainment. Classes are taught by full-time faculty and an extensive list of adjunct instructors with wide-ranging experience and accomplishments in all facets of the music business. Students gain hands-on experience by networking with and working for a broad range of music industry enterprises.",https://catalog.mtsu.edu/preview_program.php?catoid=33&poid=11571&returnto=7440,"The Master of Business Administration program is accredited by AACSB International-The Association to Advance Collegiate Schools of Business, the premier accrediting agency for business school programs.",Concentration in MBA - Music Business,https://catalog.mtsu.edu/preview_program.php?catoid=33&poid=11571&returnto=7440,MBA
