Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The Master of Arts in Philosophy program at CSULB is designed for students who seek to advance their knowledge of philosophy and develop the skills of philosophical inquiry. The program is committed to pluralistic and multicultural approaches to philosophy, and features a wide range of courses in different philosophical traditions. The program is ideal for students who want to prepare for a Ph.D. program in philosophy or a related field, as well as those who are interested in pursuing careers that require advanced critical thinking, analytical, and communication skills, such as law, education, public policy, and journalism. Students in our program have opportunities to work closely with our faculty, who are experts in a variety of philosophical fields and are dedicated to helping students achieve their academic and professional goals. Students can also participate in the vibrant intellectual life of the department, which includes a regular colloquium series, a student-run philosophy club, a graduate student reading group, and a student-run journal. We are committed to fostering a supportive and inclusive community of learners and scholars.",https://cla.csulb.edu/departments/philosophy/ma-program/,,,Master of Arts in Philosophy,https://www.csulb.edu/graduate-studies
,"The Master of Arts in Political Science program at California State University, Long Beach is designed to provide students with a comprehensive, advanced education in the discipline of Political Science. The program offers advanced coursework in a variety of fields, including: American Politics; Comparative Politics; International Relations; and Political Theory. Graduate students will achieve mastery of the major literature and theories in their chosen fields of study, develop a sophisticated understanding of research methods in the social sciences, and apply their knowledge in a major research project in the form of a master’s thesis or a comprehensive examination. Students work closely with their faculty advisors in designing a curriculum that best suits their interests and goals. The program has a strong track record of placing its graduates in doctoral programs and in careers in the private sector and government.",https://www.csulb.edu/college-of-liberal-arts/political-science/master-of-arts,,Master of Arts,Master of Arts in Political Science,https://www.csulb.edu/college-of-liberal-arts/political-science/master-of-arts
,"The Master of Arts in Psychological Research (MAPR) program is a two-year program designed for students who are interested in pursuing a doctorate in psychology. Students will develop a sophisticated understanding of graduate-level psychological science, as well as the methodological and statistical skills necessary to become a successful researcher. Students are admitted to work with a specific faculty member as their research mentor. All students complete a master's thesis as part of their training.",https://www.csulb.edu/college-of-liberal-arts/psychology/master-of-arts-in-psychological-research-mapr,,Master of Arts,Master of Arts in Psychological Research,https://www.csulb.edu/graduate-studies
,"The Master of Science in Industrial/Organizational Psychology (MSIO) program at CSULB is one of the very best in the nation. It adheres to the scientist-practitioner model of I-O psychology and is designed to provide students with the knowledge and skills needed to design, implement, and evaluate evidence-based I-O psychology interventions that improve both organizational effectiveness and employee well-being. Our program is a terminal M.S. degree program, and the majority of our graduates are employed as I-O practitioners in a wide variety of public and private organizations. However, the program also provides excellent preparation for students interested in pursuing a doctoral degree in I-O psychology or a related field.",https://www.csulb.edu/academic-catalog/graduate/college-of-liberal-arts/department-of-psychology/psychology-industrialorganizational-ms,,Master of Science,Master of Science in Industrial/Organizational Psychology,https://www.csulb.edu/graduate-studies
,"The M.A. program in Religious Studies offers students an opportunity to study the phenomenon of religion in a variety of global cultures, past and present, from an academic, non-sectarian perspective. It is intended for students who wish to pursue a Ph.D. in religious studies or a related field, as well as students who desire a graduate degree in the humanities or who have a professional interest in religion (e.g., journalists, teachers, counselors).

The faculty represents a variety of disciplinary approaches to the study of religion (anthropology, history, philosophy, and sociology) and a wide variety of religious traditions (e.g., ancient Near Eastern religions, Greco-Roman religions, Judaism, Christianity, Islam, Hinduism, Buddhism, and the religions of ancient Mesoamerica). The graduate seminar classroom provides a lively environment for discussion among students from diverse backgrounds and with different interests and goals. Students in the M.A. program develop advanced critical thinking, research, and writing skills as they pursue their individual interests. Students work closely with the graduate advisor to design a course of study suited to their particular goals.",https://www.csulb.edu/college-of-liberal-arts/religious-studies/master-of-arts-in-religious-studies,,MA,Master of Arts in Religious Studies,https://www.csulb.edu/graduate-studies
"['Hispanic Linguistics', 'Spanish Literature', 'Latin American Literature']","The Master of Arts in Spanish is a 30-unit program with three distinct specializations: Hispanic Linguistics, Spanish Literature and Latin American Literature. Each prepares students for a variety of careers and doctoral work. Through these specializations, students are trained to conduct original and in-depth research to contribute to the current scholarly conversations of each field. Graduate students work with experienced faculty in small seminars to build their academic and professional expertise in these areas. Students in the M.A. in Spanish program have the opportunity to take part in the life of the department and expand their professional contacts through events, conferences, service on committees and a graduate student organization. Qualified M.A. students may be selected to work as Teaching Associates (TAs) in the department’s lower-division language program. These paid positions provide excellent experience for those who wish to pursue a career in teaching.",https://www.csulb.edu/college-of-liberal-arts/romance-germanic-russian-languages-and-literatures/ma-spanish,,,Master of Arts in Spanish,https://www.csulb.edu/graduate-studies
,,,,,Master of Science in Sustainability Management,https://science.gmu.edu/academics/departments-units/environmental-science-policy/graduate-programs
Biostatistics,"The Master of Science in Applied Statistics is designed to provide students with a solid foundation in statistical theory and applications. Graduates of the program will be well-prepared to assume professional positions in government, industry, and the private sector or to pursue a Ph.D. degree in statistics or other related fields. The Master of Science in Applied Statistics offers two options: Applied Statistics and Biostatistics. The Applied Statistics option is a general applied statistics program. The Biostatistics option is a specialized program with an emphasis on applications in health-related and biological sciences. The program also offers a certificate program in applied statistics, which is available to students who are currently enrolled in a graduate program at CSULB.",https://www.csulb.edu/academic-catalog/graduate-program/applied-statistics-ms,,,Master of Science in Applied Statistics with option in Biostatistics,https://www.csulb.edu/graduate-studies
Data Science,"The Master of Science in Applied Statistics program is designed to provide students with a sound background in statistical methodology. Students completing the M.S. degree will be well prepared to assume leadership roles in the professional community as statisticians in industry, government, or the private sector, and to pursue doctoral studies in statistics or a related field. The Option in Data Science is designed to give students a core foundation in statistical methodology with an emphasis in the area of data science. This option is intended for students who want to develop and apply their skills in the exciting and fast growing field of data science. Students in this option will learn how to analyze large datasets using statistical and modern machine learning methods. They will gain practical skills in data management, statistical computing, data visualization, and statistical modeling.",https://www.csulb.edu/academic-senate/ms-applied-statistics-option-data-science,,,Master of Science in Applied Statistics with option in Data Science,https://www.csulb.edu/academic-senate/ms-applied-statistics-option-data-science
,"The Department of Chemistry and Biochemistry offers a Master of Science degree program in Biochemistry. The curriculum is designed to prepare students for a career as a professional biochemist in industry, government service or the non-profit sector. The M.S. program also provides an excellent background for further training at the doctoral level in biochemistry and related fields of molecular life science. Our mission is to provide students with a strong academic foundation in the theory and practice of modern biochemistry and opportunities to engage in exciting laboratory research projects that advance the frontiers of biochemical knowledge.",https://www.csulb.edu/program/biochemistry-ms,,Master of Science,Master of Science in Biochemistry,https://www.csulb.edu/graduate-studies
,"The Master of Science in Biology program provides advanced training in a broad range of biological specializations. It is a thesis-based degree that culminates in the public defense of an original research project. Graduates are well prepared to pursue further graduate study, work in academic or research institutions, and for a variety of careers in the private and public sectors.",https://www.csulb.edu/college-of-natural-sciences-and-mathematics/biological-sciences/ms-in-biology,,,Master of Science in Biology,https://www.csulb.edu/graduate-studies
,"The Master of Science in Chemistry program at CSULB offers students opportunities to work on exciting, cutting-edge research projects that span the breadth of chemistry: analytical, physical, organic, inorganic, and materials chemistry. In addition, there are many opportunities for interdisciplinary research with faculty in biochemistry, biology, physics, geology, and engineering. Most M.S. students receive financial support to attend CSULB in the form of teaching assistantships. Research faculty receive financial support for their research programs through various federal, state, and private funding agencies.",https://www.csulb.edu/college-of-natural-sciences-and-mathematics/chemistry-and-biochemistry/chemistry-ms,,,Master of Science in Chemistry,https://www.csulb.edu/graduate-studies
,"The Master of Science degree in Geology is designed to prepare students for careers as professional geologists in industry and government, for teaching careers at the secondary or community college levels, or for Ph.D. work at another institution. Students build upon the general background of their undergraduate major through advanced courses and independent research. Students are expected to demonstrate a professional mastery of geologic concepts and to show an ability to conduct independent research in their thesis work.",https://www.csulb.edu/university-catalog/graduate-degrees/college-of-natural-sciences-and-mathematics/geological-sciences/geology-ms,,,Master of Science in Geology,https://www.csulb.edu/graduate-studies
Applied Math,"The Master of Science in Mathematics prepares students for careers in business, industry, government, and teaching at the secondary and community college levels. The program also provides a strong foundation for students who wish to pursue a doctoral degree in mathematics, mathematics education, or a related field. Students in the MS Math program choose one of four options: Applied Math Option, Math Education Option, Pure Math Option, Statistics Option. Each option has a separate set of course requirements, culminating in a written thesis or a comprehensive exam. Our graduate students benefit from small class sizes and close interaction with our dedicated faculty, who are all active researchers in their fields. Graduate students who demonstrate strong academic performance and teaching potential can apply for a teaching associateship (TA). Teaching associates receive a stipend for teaching one or two courses per semester. More information can be found on our TA Program page.",https://www.csulb.edu/mathematics-statistics/graduate-programs,,Master of Science,Master of Science in Mathematics with option in Applied Math,https://www.csulb.edu/mathematics-statistics/graduate-programs
,The Master of Science in Mathematics for Educators is a 30-unit program designed for individuals with a single subject credential in mathematics or with a major in mathematics or a related field. The program provides an opportunity for in-depth study of mathematics with connections to the secondary curriculum. The curriculum emphasizes pure and applied mathematics and provides students with skills and knowledge to serve in leadership positions. This degree does not lead to a teaching credential.,https://www.csulb.edu/academic-catalog/graduate/cnsm/mathematics-statistics/mathematics-educators-ms,,Master of Science,Master of Science in Mathematics for Educators,https://www.csulb.edu/graduate-studies
,"The Master of Science in Microbiology program is a research-based program designed to prepare students for careers in microbiology. The curriculum is broad-based, providing students with a solid foundation in the core areas of microbiology: physiology, genetics, and pathogenic microbiology as well as specialized knowledge in an area of concentration. Students can choose to pursue thesis or non-thesis options. The thesis option involves an original research project that is carried out in the laboratory of one of the microbiology faculty members. The non-thesis option culminates in a comprehensive exam. Both options require satisfactory completion of a formal oral presentation. Students who are considering future graduate studies at the doctoral level or a career in research are strongly advised to select the thesis option.",https://www.csulb.edu/academic-affairs/graduate-studies/program/microbiology-master-science-ms,,Master of Science,Master of Science in Microbiology,https://www.csulb.edu/graduate-studies
Applied Physics,The Master of Science (M.S.) in Physics program is designed to provide students with advanced training in physics. The program has two options: a general physics option and an applied physics option. The applied physics option is designed to bridge the gap between basic physics and applied engineering and is suitable for students who wish to pursue careers in industry. Both options are research-oriented and prepare students for careers in industry or for further studies in Ph.D. programs.,https://www.csulb.edu/college-of-natural-sciences-and-mathematics/physics-and-astronomy/master-of-science-in-physics,,Master of Science,Master of Science in Physics with option in Applied Physics,https://www.csulb.edu/graduate-studies
Computational Physics,"The Master of Science in Physics, Option in Computational Physics program is designed to provide students with a strong background in physics and training in computer-based techniques for collecting, analyzing, and modeling physical data and phenomena. The curriculum is intended to provide the graduate with the skills needed to pursue further graduate work or to obtain a position in research or industry. Upon graduation, a student will have experience in collecting and analyzing data, in using a variety of computational tools, and in communicating the results of their research to the scientific community. To be eligible for this option, the student must have sufficient preparation in undergraduate physics. At least a 2.7 grade point average in the last 60 semester units (90 quarter units) attempted and at least a 3.0 grade point average in all upper-division physics courses is required. GRE subject test is not required.",https://www.csulb.edu/physics-astronomy/graduate-programs,,Master of Science,Master of Science in Physics with option in Computational Physics,https://www.csulb.edu/physics-astronomy/graduate-programs
Elementary & Middle School,"The Master of Science in Science Education, option in Elementary and Middle School Science is designed for elementary and middle school teachers who wish to increase their content knowledge in all areas of science and enhance their pedagogical skills in a technology-rich environment. This is a cohort-based program consisting of a maximum of 25 students who complete the degree program in two years including summers. Participants take courses specifically designed for them in a sequence that ensures a coherent and integrated experience. Courses are offered on weekday evenings and on several Saturdays each semester to accommodate the schedules of working teachers.",https://www.csulb.edu/science-education/graduate-programs,,Master of Science,Master of Science in Science Education with option in Elementary & Middle School,https://www.csulb.edu/science-education/graduate-programs
Informal Science Education,"The Master of Science in Science Education program is designed to meet the needs of those who want to improve their content knowledge and pedagogical skills in science. This degree will serve certificated teachers at all levels (K-16), as well as educators in informal settings (e.g., museums, science centers, outdoor education), and those interested in pursuing further graduate studies in science education.",https://www.csulb.edu/academic-catalog/graduate/college-of-natural-sciences-and-mathematics/science-education/science-education-ms,,Master of Science,Master of Science in Science Education with option in Informal Science Education,https://www.csulb.edu/graduate-studies
,The Master of Science in Science Education offers two options: the Elementary/Middle School Science Education Option and the Secondary Science Education Option. The program is specifically designed to meet the needs of working teachers. Courses are generally offered in the late afternoons or evenings. The program focuses on deepening teachers’ science content knowledge and developing their pedagogical content knowledge - the knowledge needed to teach specific science concepts to specific learners. The program is aligned with the Next Generation Science Standards (NGSS) and emphasizes engaging students in the practices of science. Courses model the instructional approaches that teachers are encouraged to use in their own classrooms. Courses are taught by science education faculty and faculty from the various science disciplines. Students who complete the program will have the skills needed to be leaders in science education in their schools and districts.,https://www.csulb.edu/academic-catalog/college-of-natural-sciences-and-mathematics/science-education/science-education-ms/,,,Master of Science in Science Education with option in Science Education,https://www.youtube.com/watch?v=pEQFT37L5zk
Secondary Science Education,"The Master of Science degree in Science Education provides opportunities for K-12 teachers and other science educators to study recent developments in science and to develop as leaders in the field of science education. The program is specifically designed to allow students to pursue in-depth study in a chosen science discipline while also examining issues related to the teaching and learning of that discipline. Students in the program develop the knowledge and skills to become leaders in science education, prepared to assume roles as department chairs, science specialists, and mentors to new teachers, and to become advocates for high quality science education in their schools and districts. In addition, the program provides a strong foundation for students who wish to pursue a doctoral degree.",https://www.csulb.edu/college-of-natural-sciences-and-mathematics/science-education/ms-in-science-education,,Master of Science,Master of Science in Science Education with option in Secondary Science Education,https://www.csulb.edu/graduate-studies
Dual Language Development,"The Master of Arts in Education with an option in Dual Language Development is designed to prepare teachers and other professionals to work with emergent bilingual students (English Learners) in a variety of school settings. This program is specifically designed to address the needs of general education teachers in K-12 whose classes include emergent bilingual students, as well as bilingual and dual language immersion teachers who want to strengthen their pedagogical practices and/or become leaders at their school sites. Coursework addresses theories and practices for working with emergent bilinguals, including first and second language acquisition, culturally and linguistically responsive pedagogies for literacy and content area instruction, and program and assessment models. The final capstone experience will be a research project or thesis based on an educational issue relevant to emergent bilingual students.",https://www.csulb.edu/college-of-education/master-of-arts-in-education-option-in-dual-language-development,,,Master of Arts in Education with option in Dual Language Development,https://www.csulb.edu/graduate-studies
Early Childhood Education,"The Master of Arts in Education with an option in Early Childhood Education (ECE) is designed to provide students with an in-depth understanding of the developmental needs of young children (birth to age 8) and their families. Students will study curriculum, program development, pedagogy, and research in ECE. The program prepares graduates to become leaders in various roles: directors of preschools and other early care and education programs, community college instructors, child care coordinators, parent educators, consultants, and policy analysts.",https://www.csulb.edu/sites/default/files/document/document_ced_ece_ma-education-option-early-childhood-education-f18-aim.pdf,,,Master of Arts in Education with option in Early Childhood Education,https://www.csulb.edu/sites/default/files/document/document_ced_ece_ma-education-option-early-childhood-education-f18-aim.pdf
Educational Administration,"The Master of Arts in Education with an option in Educational Administration is a 30-unit program that combines classroom learning and fieldwork to provide a strong theoretical and practical foundation in educational leadership. Students develop knowledge and skills in the areas of leadership, management, communication, curriculum and instruction, assessment, and the legal and financial aspects of school administration. Students who successfully complete the required program of study are eligible to apply for the Preliminary Administrative Services Credential.",https://www.csulb.edu/college-of-education/educational-administration-ma,The Educational Administration program at CSULB is accredited by the California Commission on Teacher Credentialing (CTC). This accreditation certifies that the program has met the state standards of quality and effectiveness.,,Master of Arts in Education with option in Educational Administration,https://www.csulb.edu/graduate-studies
Mathematics Education,"The Master of Arts in Education with an option in Mathematics Education program is designed for K-12 teachers of mathematics, mathematics specialists, department chairs, and individuals interested in mathematics education at the school or district level. The program is specifically designed to expand and deepen teachers’ knowledge of mathematics and mathematics education. In particular, the program provides a background in curriculum, instruction, assessment, technology, and research in mathematics education. The program is also designed for K-12 teachers who do not hold a credential to teach mathematics but are interested in doing so. This program may be completed on a part-time basis by working teachers. Candidates must satisfy all university requirements for the master’s degree.",https://www.csulb.edu/academic-catalog/graduate-program/education-ma-option-mathematics-education,,Master of Arts,Master of Arts in Education with option in Mathematics Education,https://www.csulb.edu/graduate-studies
School Psychology,"The School Psychology program at CSULB is a 69-unit program that results in a Master of Arts (M.A.) in Education and a Pupil Personnel Services (PPS) Credential in School Psychology. The program is designed to prepare you to be a leader in the field of school psychology, with the knowledge and skills necessary to provide effective academic, behavioral, and mental health services to a diverse student population in a school setting. Our mission is to prepare school psychologists who will advocate for social justice, equity, and systems change. The program is founded on the principles of Multi-Tiered Systems of Support (MTSS) as a framework for service delivery and the National Association of School Psychologists (NASP) Domains of Practice. Our training philosophy is based on a problem-solving model that uses data-based decision-making. We emphasize primary prevention, early intervention, and the promotion of mental health and wellness for all students. We also integrate a multicultural and social justice lens in all aspects of our training, research, and practice.",https://www.csulb.edu/college-of-education/advanced-studies-in-education-and-counseling/school-psychology-program,The School Psychology program is approved by the California Commission on Teacher Credentialing (CTC) and the National Association of School Psychologists (NASP).,Master's,Master of Arts in Education with option in School Psychology,https://www.csulb.edu/graduate-studies
Counseling Psychology,"The Counseling Psychology (CP) Program is a 60-unit program designed to prepare students for careers in the mental health field. The program provides the academic preparation for the State of California Marriage and Family Therapist (MFT) license and the Professional Clinical Counselor (PCC) license. Our students are trained in counseling theories and techniques to provide quality mental health services to a diverse population. Our program places a strong emphasis on multiculturalism and the development of multiculturally competent counselors. The program has a strong social justice and anti-racism focus. Our faculty is comprised of dedicated and accomplished instructors, who represent a variety of theoretical orientations and interests. Please note that at this time, the CP program is not a CACREP-accredited program and does not prepare graduates to seek licensure in other states.",https://catalog.csulb.edu/preview_program.php?catoid=8&poid=3937,The CP program is not a CACREP-accredited program.,,Master of Science in Counseling with option in Counseling Psychology,https://www.csulb.edu/graduate-studies
Student Development in Higher Education,"The Master of Science in Counseling, option in Student Development in Higher Education (SDHE) is a 48-unit, three-year, part-time program designed for individuals who seek a career in student affairs. The program provides an overview of the foundations, functions, and skills necessary to work with today's diverse college student populations. The program is designed to develop practitioner-scholars who are skilled in applying theory and research to their professional practice. The program also adheres to a philosophy of social justice and multicultural competence that is reflected throughout the curriculum. This philosophy includes a commitment to developing student affairs professionals who can identify and address issues of equity and access for all student populations. Throughout the program, an emphasis is placed on leadership development and service to the campus and broader community. With a comprehensive and rigorous course of study, relevant fieldwork experiences, and personalized mentorship from an experienced and dedicated faculty, graduates who enter the field of student affairs as new professionals are empowered to do so with confidence, competence, and a commitment to serving students.",https://www.csulb.edu/college-of-education/student-development-higher-education/program-description,"The Council for the Accreditation of Counseling and Related Educational Programs (CACREP), a specialized accrediting body recognized by the Council for Higher Education Accreditation (CHEA), has granted accreditation to the Student Development in Higher Education (M.S.) program in the Department of Advanced Studies in Education and Counseling at California State University, Long Beach.",Master of Science,Master of Science in Counseling with option in Student Development in Higher Education,https://www.csulb.edu/college-of-education/student-development-higher-education/program-description
School Counseling,"The School Counseling option in the Master of Science in Counseling degree is a 60-unit program. The program is based on the national model of the American School Counseling Association, which emphasizes counseling, consultation, and coordination. The option prepares culturally competent school counselors to be leaders, advocates, and systemic change agents in schools. The School Counseling option is accredited by the Council for the Accreditation of Counseling and Related Education Programs (CACREP) and approved by the California Commission on Teacher Credentialing (CCTC).",https://www.csulb.edu/college-of-education/advanced-studies-in-education-and-counseling/ms-in-counseling-school-counseling-option,The School Counseling option is accredited by the Council for the Accreditation of Counseling and Related Education Programs (CACREP) and approved by the California Commission on Teacher Credentialing (CCTC).,,Master of Science in Counseling with option in School Counseling,https://www.csulb.edu/graduate-studies
,"The Education Specialist (Ed.S.) in School Psychology & Pupil Personnel Services (PPS) Credential in School Psychology program is a 69-unit program designed to prepare students for a career as a school psychologist in public schools. The program emphasizes the application of psychological and educational principles to the educational and mental health needs of children and adolescents. The curriculum is based on the standards of the National Association of School Psychologists (NASP), and the program is approved by both NASP and the California Commission on Teacher Credentialing (CTC). The program is organized as a three-year, full-time program. The first year consists of full-time coursework on campus. The second year consists of part-time fieldwork (practicum) in local schools, concurrent with full-time coursework on campus. The third year consists of a full-time, 1200-hour internship in a local school district. A thesis is also required. Students who successfully complete the program will earn the Master of Science (M.S.) in Educational Psychology degree, the Education Specialist (Ed.S.) in School Psychology degree, and will be recommended for the Pupil Personnel Services (PPS) Credential with a specialization in School Psychology.",https://www.csulb.edu/college-of-education/educational-psychology-and-administration/school-psychology-ms-eds-pps,The program is approved by both NASP [National Association of School Psychologists] and the California Commission on Teacher Credentialing (CTC).,Education Specialist (Ed.S.),Education Specialist in School Psychology,https://www.csulb.edu/sites/default/files/document/eds_school_psychology_pps_application_packet_2020wm.pdf
"Aerodynamics and Computational Fluid Dynamics, Aerospace Structures and Materials, Guidance, Dynamics, and Control","The Master of Science in Aerospace Engineering (MSAE) program at CSULB is an interdisciplinary program that draws upon the disciplines of mechanical, aerospace, and electrical engineering. The MSAE program is designed for students with an interest in a career in the field of aerospace engineering and for working professionals who want to enhance their skills. The program is flexible and can be customized to individual needs and interests. Students may select a general course of study or choose a specialization in Aerodynamics and Computational Fluid Dynamics, Aerospace Structures and Materials, or Guidance, Dynamics, and Control. Students may also pursue a 4+1 blended program that allows them to earn their bachelor's and master's degrees in five years. The program offers two MSAE options: a Thesis Option and a Project Option. Both require 30 units of graduate coursework.",https://www.csulb.edu/college-of-engineering/mae/ms-in-aerospace-engineering,,Master of Science,Master of Science in Aerospace Engineering,https://www.csulb.edu/graduate-studies
,"The Master of Science in Chemical Engineering program prepares students for careers in chemical engineering through advanced training in the fundamentals of chemical engineering: transport phenomena, thermodynamics, kinetics and reactor design, and process control. Students must complete a common core of courses that ensures a breadth of knowledge in these areas. Students also select technical elective courses to attain a depth of knowledge in one or more specialized areas. The program can be completed with a thesis or a comprehensive exam.",https://www.csulb.edu/college-of-engineering/chemical-engineering-graduate-programs,,Master,Master of Science in Chemical Engineering,https://www.csulb.edu/graduate-studies
Construction Management,"This program offers a Master of Science in Civil Engineering with an option in Construction Management, designed to meet the need for broadly trained civil engineers capable of supervising interdisciplinary teams. Courses are offered entirely online and scheduled to accommodate the working professional. The curriculum includes courses on construction methods, management, and law. It emphasizes practical applications in the broad area of construction.",https://www.csulb.edu/college-of-engineering/master-of-science-civil-engineering-0,,,Master of Science in Civil Engineering with option in Construction Management,https://www.csulb.edu/college-of-engineering/master-of-science-civil-engineering-0
Environmental/Water Resources Engineering,"The Master of Science in Civil Engineering (MSCE) program is designed to provide students with the technical skills and knowledge necessary to have a successful career in civil engineering. The program provides advanced study in the fields of structural engineering, geotechnical engineering, transportation engineering, construction engineering, water resources engineering, and environmental engineering. The graduate may find employment in industry, government, or in private practice. The program can also serve as a basis for further study toward a doctoral degree.",https://www.csulb.edu/academic-catalog/graduate-studies/college-of-engineering/civil-engineering-and-construction-engineering/civil-engineering-ms,,Master of Science,Master of Science in Civil Engineering with option in Environmental/Water Resources,https://www.csulb.edu/graduate-studies
Structural,"The Master of Science in Civil Engineering (MSCE) is a 30-unit program that provides advanced instruction and state-of-the-art training in several areas of specialization within civil engineering. The program may be completed in two years of full-time study. Students choose from one of the following specializations: Construction Engineering, Environmental Engineering, Geotechnical Engineering, Structural Engineering, Transportation Engineering, and Water Resources Engineering. The Master of Science in Civil Engineering program provides students with the opportunity to acquire an advanced body of knowledge in a specialized area of civil engineering and to apply that knowledge to the solution of practical problems. The primary objectives are to develop the student’s ability to think and work independently and to provide advanced instruction in a specialized field of study. The civil engineering graduate faculty are highly dedicated, experienced, and student-oriented. Many are registered professional engineers and are active in consulting and research. Each MSCE program of study is designed by the student in consultation with a faculty advisor to ensure that academic and professional objectives are met. Through the proper selection of courses and the master’s thesis or a comprehensive examination, each student’s program is designed to be a challenging and rewarding experience. We take pride in the preparation of our graduates who will contribute to the advancement of the civil engineering profession.",https://www.csulb.edu/college-of-engineering/master-of-science-civil-engineering-0,,Master of Science,Master of Science in Civil Engineering with option in Structural,https://www.csulb.edu/college-of-engineering/master-of-science-civil-engineering-0
"Transportation Engineering, Geotechnical Engineering","The Master of Science in Civil Engineering (MSCE) is a 31-unit program designed to provide students with the technical skills required for a career in civil engineering practice or for advanced studies leading to a Ph.D. The MSCE program has the following areas of emphasis (options): Structural Engineering, Geotechnical Engineering, Environmental Engineering, Water Resources Engineering, and Transportation Engineering. The MSCE program is also available through the College of Professional and International Education (CPIE).",https://www.csulb.edu/college-of-engineering/civil-engineering-and-construction-engineering-management/ms-in-civil-engineering,,,Master of Science in Civil Engineering with option in Transportation/Geotechnical,https://www.csulb.edu/graduate-studies
,"The Master of Science in Computer Science (MSCS) is a rigorous program that provides students with a broad foundation in computer science, and an in-depth specialization in an area of their interest. The program balances theory and practice to prepare students for a successful career as a computer scientist in industry or to pursue a Ph.D. degree.",https://www.csulb.edu/college-of-engineering/computer-engineering-and-computer-science-ms,,Master,Master of Science in Computer Science,https://www.csulb.edu/graduate-studies
,"The Master of Science in Construction Management (MSCM) degree is a practice-oriented, advanced graduate degree that provides a mixture of construction management and business-related courses. This program is designed for professionals with work experience in the construction industry and students with an undergraduate degree in construction management, construction engineering, civil engineering, architecture or business. The program’s mission is to provide an advanced construction management education that prepares students for careers as industry leaders.",https://www.csulb.edu/academic-catalog/course-catalog/master-of-science-in-construction-management,,,Master of Science in Construction Management,https://www.csulb.edu/college-of-engineering/civil-engineering-construction-engineering-management
"['Biomedical Engineering', 'Communications and Signal Processing', 'Control Systems', 'Digital and Computer Systems', 'Electronics and Solid-State Devices', 'Power Systems']","The Master of Science in Electrical Engineering (MSEE) is a 30-unit program designed for both full- and part-time students. Graduate courses are offered primarily in the evenings to accommodate working professionals. The program offers a broad-based curriculum, which may be customized to meet individual needs with faculty advisor consultation. MSEE students develop a coherent program of study with the help of a graduate advisor. Options include a traditional thesis track and a non-thesis track featuring a final comprehensive exam. Courses cover theoretical, experimental, and design concepts, while encouraging research and creative problem-solving skills to prepare graduates for leadership positions.",https://www.csulb.edu/college-of-engineering/electrical-engineering-department/ms-electrical-engineering,,,Master of Science in Electrical Engineering,https://www.csulb.edu/graduate-studies
,"The Master of Science in Engineering (MSE) is a unique, innovative, interdisciplinary, and professionally-focused engineering master's degree program developed in partnership with the local industry and offered by the College of Engineering (COE). It is a program to educate engineering and computer science professionals for leadership roles in industry, research, and public service. The program builds depth in a student-chosen engineering specialization area and complements it with breadth in systems engineering, and engineering management and leadership. The program provides the opportunity for students to choose engineering and computer science courses across different departments within the college of engineering, and it culminates in a one-year, two-semester, industry-sponsored capstone project. Students learn from world-class faculty experts, industry leaders and senior management professionals.",https://www.csulb.edu/college-of-engineering/master-of-science-in-engineering-interdisciplinary,,Masters,Master of Science in Engineering (Interdisciplinary),https://www.csulb.edu/graduate-studies
,"The Master of Science in Mechanical Engineering (MSME) program provides students with an opportunity to receive advanced instruction and to perform independent research in a variety of areas of specialization. The degree is awarded upon the satisfactory completion of a coherent program of study that includes a minimum of 30 units of graduate and upper-division coursework. The department requires that at least 21 of these units be in the 500/600 series in mechanical engineering courses. The remaining units must be approved by the student’s faculty advisor. Students have the option of pursuing a thesis (6 units of MAE 698) or a comprehensive exam (1 unit of MAE 697 and a 3-unit MAE elective). The MSME program is designed to develop a professional engineer with advanced abilities to solve complex problems in mechanical engineering. Emphasis is placed on the development of independent judgment, a creative approach to engineering problems, and the utilization of modern and advanced computational methods.",https://www.csulb.edu/college-of-engineering/mae/master-of-science-in-mechanical-engineering,,,Master of Science in Mechanical Engineering,https://www.csulb.edu/graduate-studies
Art History,"The Master of Arts degree program in Art with an option in Art History prepares students for careers in art history and for further study at the doctoral level. Graduate students in the Art History program work closely with a faculty of specialists who hold Ph.D.s in a wide range of fields, including contemporary art, modern art, early modern art, medieval art, Roman art, and the arts of Asia. The M.A. program curriculum is designed to provide a strong foundation in art historical method and research practices as well as flexibility in the choice of specialized topics. Students in the program take a series of seminars on critical theory and methodology and pursue their own specialized research interests in a series of further seminars and independent study courses, culminating in a Master’s Thesis on a topic of their choice. Many of our students present their research at professional conferences and in scholarly publications, and have gone on to doctoral study at R1 research universities, as well as to careers in museums, galleries, and other arts institutions and businesses. The Art History program is part of the CSULB School of Art, which is the largest and one of the most comprehensive public university art schools in the United States.",https://www.csulb.edu/college-of-the-arts/art/art-ma-option-in-art-history,"The School of Art at California State University, Long Beach is an accredited institutional member of the National Association of Schools of Art and Design (NASAD).",,Master of Arts in Art with option in Art History,https://www.csulb.edu/graduate-studies
