Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url
,"The Bachelor of Science in biodiversity and conservation prepares students for careers in which they can understand, protect and sustain the diversity of life on Earth. The degree provides an interdisciplinary approach to the science of biodiversity and the practice of conservation. Students in this program benefit from the strengths of two ASU units: the School of Life Sciences in The College of Liberal Arts and Sciences and the College of Integrative Sciences and Arts' School of Applied Sciences and Arts. Students on the Tempe campus enroll in The College of Liberal Arts and Sciences and are taught by faculty from the School of Life Sciences. Students at the Polytechnic campus enroll in the College of Integrative Sciences and Arts and are taught by faculty from the School of Applied Sciences and Arts. The curriculum requires a combination of classroom, laboratory and field experiences. Students are also encouraged to develop an independent research project and to obtain real-world experience through an internship. This program provides students with a solid foundation in the principles of ecology, evolution, genetics and organismal biology, which are central to understanding biodiversity and its conservation. Students learn about the patterns of biological diversity, the processes that create and maintain it, and the strategies and policies that can be employed to conserve it. Students gain skills in data analysis, scientific communication and critical thinking. They are well-prepared for a variety of careers in government agencies, nongovernmental organizations and the private sector as well as for graduate studies in conservation biology, environmental science, and related fields. ASU's location in the Sonoran Desert provides a unique opportunity for students to study biodiversity and conservation in a region with high levels of endemism and a long history of human-environment interactions. The university's strong ties to local, national and international conservation organizations also provide students with a wealth of opportunities for hands-on learning and professional development.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABDCBS,,BS,"Biodiversity and Conservation, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"['Biomedical Devices', 'Imaging and Sensing', 'Molecular, Cellular and Tissue Engineering']","The bachelor's degree program in bioengineering, also known as biomedical engineering, is based on a solid foundation in mathematics, physics, chemistry and the engineering sciences. The curriculum provides a broad education in the fundamentals of bioengineering while allowing students to select a particular area of emphasis through the choice of track electives.

The required courses cover key areas of biomedical engineering, including:

biomechanics (the study of the mechanical properties of biological systems)
biomaterials (the study of materials used in biomedical applications)
biosignals and systems (the study of biological signals and the systems that process them)
biotransport (the study of the transport of molecules in biological systems)
instrumentation (the design of devices for diagnosis, treatment and exploration of physiological systems)
Students learn to apply engineering principles to understand, modify or control biological systems; design and develop devices to monitor and measure physiological parameters; and develop new therapeutic procedures, such as the design and development of artificial organs and other implants. Students also become familiar with the ethical issues that biomedical engineers face.

The biomedical engineering curriculum provides excellent preparation for graduate study in biomedical engineering, medicine or other health-related disciplines. Graduates are also well prepared for employment in industries focused on medicine and health care, including pharmaceutical development, medical device manufacturing, health care delivery and biotechnology.",https://degrees.apps.asu.edu/bachelors/major/ASU00/ESBSEBSE/bioengineering,"The bioengineering BSE program at the Tempe campus is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,"Bioengineering, BSE",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
,"The BS program in bioinformatics combines foundational knowledge in life sciences with computational skills and data science methods. The curriculum provides an excellent background for students who are interested in research careers in academia or industry, or in professional careers in health care or biotechnology.

The study of bioinformatics applies computer technology to the management and analysis of biological data. The result is that vast and complex data sets can be deciphered and used for discovering new knowledge in medicine and biology. Rapid advances in science and technology mean there is a high demand for professionals who are trained in this interdisciplinary field.

Students learn to:
* access and use major public domain biological and biomedical databases for research and development
* formulate and test biological and biomedical hypotheses by analyzing large-scale datasets, including those from genomics, proteomics and transcriptomics
* retrieve, analyze and synthesize complex information from a variety of sources as part of a research or development project
* use basic programming and scripting tools to automate data processing and analytical tasks
* use state-of-the-art computational and data science software to analyze and interpret data",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABINFBS,,BS,"Bioinformatics, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Biology and Society,"The BS program in biological sciences with a concentration in biology and society is focused on the life sciences and their interaction with society. The concentration in biology and society offers students an opportunity to join faculty in a cross-disciplinary exploration of the role of biology in society and of the social, political and ethical issues that these studies of biology raise. Graduates of the program are well prepared for careers in a wide range of fields, including health care and health policy, biological research and education, conservation and environmental policy, law and science journalism.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABSCBS/biological-sciences-biology-and-society,,BS,"Biological Sciences (Biology and Society), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Biomedical Sciences,"The BS program in biological sciences with a concentration in biomedical sciences is designed for students interested in careers in medicine and other health-related professions. The curriculum provides a strong foundation in biological principles and processes, ranging from the molecular and cellular levels to the organismal and population levels. The concentration in biomedical sciences also incorporates a solid foundation in chemistry, physics and mathematics.

Students gain skills in scientific methodology, critical thinking, written and oral communication, collaboration, and quantitative and data analysis.

This concentration fulfills all requirements for application to medical, dental and other health professional schools.

The diverse research interests of the faculty in the School of Life Sciences offer a wide selection of research opportunities for undergraduate students, and faculty members actively encourage student participation in research.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABSCBS/biological-sciences-biomedical-sciences?init=false&nopassive=true,,,"Biological Sciences (Biomedical Sciences), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Conservation Biology and Ecology,"The BS program in biological sciences with a concentration in conservation biology and ecology is an opportunity for students to learn about the diversity of life on Earth and the science of conserving it for generations to come. Students explore the principles of ecology, evolution, genetics and physiology to learn how to apply them to solving conservation problems.

Students learn the basic components of biological diversity, from genes to species to ecosystems, and about the patterns and processes of life on Earth. Through an exploration of the causes and consequences of biodiversity loss, students learn techniques for restoring and managing populations, communities and ecosystems and for managing human activities to promote biodiversity conservation and sustainability.

The program emphasizes hands-on learning through laboratory courses and field experiences. Students can work directly with faculty on research projects in the field or in the lab.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABSCCBEBS,,,"Biological Sciences (Conservation Biology and Ecology), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"Genetics, Cell and Developmental Biology","The BS program in biological sciences with a concentration in genetics, cell and developmental biology is focused on the study of the molecular basis of life. This concentration provides a strong foundation in genetics, cell biology, developmental biology and molecular biology. Students learn the structure and function of cells, the genetic and molecular processes that control the growth and development of organisms, and the molecular basis of human disease.

Students in this concentration learn valuable research skills through innovative, inquiry-based laboratory courses.

Graduates are well prepared for careers in the biotechnology and health care industries, academic research and for entry into graduate schools and a variety of professional schools, including medical, dental, optometry and pharmacy school.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LASOLBS/biological-sciences-genetics-cell-and-developmental-biology,,,"Biological Sciences (Genetics, Cell and Developmental Biology), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"Neurobiology, Physiology and Behavior","The BS program in biological sciences with a concentration in neurobiology, physiology and behavior is an interdisciplinary program that leads to a deep understanding of the structure and function of the nervous system, from molecules to the complex behaviors of organisms. The program is specifically designed to meet the growing need for neuroscientists in the clinical, academic and industrial workforce. The study of neuroscience includes many fields, from molecular biology to psychology, and represents a unique combination of traditional disciplines. This program offers extensive and exceptional research opportunities that train students in the conduct and communication of scientific research. Graduates of the program are well prepared for medical school and graduate school as well as for careers in biomedical research, for positions in the biotechnology and pharmaceutical industries and in science-related fields such as science writing, policy and patent law.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABSCNPBBS,,BS,"Biological Sciences (Neurobiology, Physiology and Behavior), BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"['Biological Sciences (Animal Behavior), BS', 'Biological Sciences (Biomedical Sciences), BS', 'Biological Sciences (Conservation Biology and Ecology), BS', 'Biological Sciences (Genetics, Cell and Developmental Biology), BS', 'Biological Sciences (Neurobiology, Physiology and Behavior), BS']","The BS program in biological sciences provides a comprehensive background in biology. The curriculum offers an extensive selection of courses in all areas of biology, allowing students to tailor their education to their specific interests.

From molecules to ecosystems, biology is a broad and diverse science. The biological sciences program provides students with skills essential for a variety of careers. The curriculum provides a strong foundation for further study in graduate or professional school.

Students participate in hands-on learning in laboratory and field courses. They are encouraged to become involved in research with faculty in the School of Life Sciences. These research experiences can be life-changing for students, who often go on to publish their work in peer-reviewed journals. Students gain research skills, critical thinking skills and technical experience that improve their marketability for jobs and make them competitive applicants for graduate school and professional programs.

The School of Life Sciences also hosts a number of study abroad opportunities, including programs in Australia, the Galapagos Islands and Ecuador, and Panama.

Many students who graduate with a BS in biological sciences are prepared to enter medical school, dental school, veterinary medicine programs and other allied health programs.

Students in this program may also be interested in the 4+1 accelerated BS/MS program in biology, which allows them to earn a bachelor's and a master's degree in just five years.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABSCBS,,,"Biological Sciences, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"Biological Devices, Biological Signals and Systems, Biomaterials and Tissue Engineering, Biomechanics","The Bachelor of Science in Engineering program in biomedical engineering is an interdisciplinary program that integrates engineering and the life sciences. Students receive rigorous training in engineering fundamentals (e.g., mathematics, physics, chemistry and engineering) while becoming well-versed in the life sciences (e.g., biology, biochemistry, physiology) so that they can apply engineering principles to solve problems in medicine and biology.

Graduates of the biomedical engineering program have a broad knowledge of traditional engineering disciplines, allowing them to work and communicate effectively with engineers in all fields. Additionally, they have a strong understanding of the chemical, electrical and mechanical properties of biological systems.

Biomedical engineers apply their expertise in many ways, including:

* designing instruments, devices and software to diagnose and treat medical problems
* developing new procedures using knowledge from many technical sources
* creating artificial organs
* making biomaterials
* developing pharmaceuticals",https://degrees.apps.asu.edu/bachelors/major/ASU00/ESBMEBSE,"The biomedical engineering, BSE program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and the Bioengineering and Biomedical and Similarly Named Engineering Programs Program Criteria.",BSE,"Biomedical Engineering, BSE",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Bioinformatics,"The BS program in biomedical informatics focuses on the development of methods to better use data, information and knowledge in all areas of the biomedical sciences.

Students in the program learn to apply and create computational tools to manage and analyze biomedical data. They learn about the latest trends in the field and have opportunities to conduct cutting-edge research with renowned faculty in ASU's Department of Biomedical Informatics. Students gain skills in data mining, software engineering, systems biology, machine learning, clinical informatics, public health informatics and imaging informatics.

The degree program is unique as it's offered through the College of Health Solutions. This allows students to receive hands-on experience and training with faculty at the forefront of biomedical informatics research, a factor that sets this program apart from other undergraduate bioinformatics or computational biology degrees. Students are also afforded the opportunity to interact directly with clinicians and researchers from the program's many partner institutions, such as the Mayo Clinic, Banner Health, the Translational Genomics Research Institute, the Phoenix Children's Hospital and the Barrow Neurological Institute. These opportunities enhance and enrich their academic experience as well as provide an excellent base for future career opportunities in all areas of the biomedical sciences.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABMIBS/biomedical-informatics,,,"Biomedical Informatics, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
,"The BS program in biophysics provides an interdisciplinary education in physics, biology and chemistry, preparing students for careers in biotechnology and medicine as well as for graduate studies in biophysics, medical physics, physics, biology and medicine.

Biophysics lies at the intersection of the physical and life sciences. The methods of physics, and the related sciences of chemistry, mathematics and computer science, are used to study biological systems at the molecular, cellular and systems levels.

Graduates are equipped with the critical thinking skills of a physicist and a fundamental knowledge of biology at the molecular and cellular levels. With this training, graduates are able to identify and solve complex problems across a broad range of biological systems using an interdisciplinary approach that applies quantitative reasoning to biological problems.",https://degrees.apps.asu.edu/bachelors/major/ASU00/LABPHYSBS,,BS,"Biophysics, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
"Biomanufacturing and Bioprocessing, Molecular Biotechnology for Health","Biotechnology is a field of applied biology that involves the use of living organisms and bioprocesses to create or modify products for a specific use. For thousands of years, humankind has used biotechnology in agriculture, food production and medicine. Today, modern biotechnology is a cutting-edge field with a wide range of applications, including the development of disease-resistant crops, new biofuels and life-saving treatments for human diseases.

The Bachelor of Science program in biotechnology prepares students for careers at the forefront of this dynamic field.

The curriculum provides a strong foundation in the basic sciences, an understanding of the underlying life sciences and an in-depth knowledge of a variety of biotechnologies and their real-world applications. Students gain hands-on training using state-of-the-art laboratory instrumentation, and they conduct research side-by-side with world-class faculty.

To better prepare students for the full range of career opportunities in biotechnology, the program offers two concentrations that allow students to align their degree with their specific interests:

The concentration in biomanufacturing and bioprocessing focuses on the production of biological products, from biofuels to therapeutics.

The concentration in molecular biotechnology for health focuses on the applications of biotechnology for improving human health, including diagnostics, therapeutics and forensics.",https://degrees.apps.asu.edu/bachelors/major/ASU00/ESPSBBS,,,"Biotechnology, BS",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Accountancy,"The BA program in business with a concentration in accountancy is a non-professional degree program offered by the W. P. Carey School of Business. It does not contain enough accounting credits for CPA licensure and is designed for students who are interested in careers in the business world but are not seeking to become professional accountants. Students who want to pursue a career in accounting should apply to the BS program in accountancy.

Students develop a strong foundation in business anas well as leadership, critical thinking and communication skills. Coursework in the concentration provides a general introduction to the theories and practices of financial and managerial accounting, taxation and auditing.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSACCTBA,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business.",,"Business (Accountancy), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Business Administration,"The BA program in business with a concentration in business administration provides a broad and general business education designed to prepare students for a wide variety of careers on the business side of any industry. The program provides students a solid grounding in business knowledge with courses in accounting, economics, finance, information systems, management, marketing and supply chain management. The business administration curriculum is designed for students who want a broad background in business with the flexibility to work in a variety of industries and functions. Business administration students receive a rich educational experience that allows them to interact with peers from a variety of backgrounds and experiences. Students learn how all business functions work together and become well-rounded and well-educated managers. Graduates of this program are skilled at leading teams, thinking critically and strategically, and effectively managing resources to meet organizational goals in both domestic and global contexts.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSADMINBA,"The W. P. Carey School of Business at Arizona State University is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. All of our business and accounting degree programs are included in this accreditation.",,"Business (Business Administration), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Communication,"The Bachelor of Arts in business with a concentration in communication is an innovative, interdisciplinary program offered by the highly ranked W. P. Carey School of Business and The College of Liberal Arts and Sciences' Hugh Downs School of Human Communication. The program, with classes offered at ASU's Tempe campus, provides students with a strong foundation in business and an extensive understanding of the role of communication in the business environment.

Communication is essential for success in business. Students in this program will study a variety of communication topics, including persuasion and social influence, intercultural communication and public speaking, in conjunction with business courses in accounting, economics, finance, management, marketing and supply chain management. The business communication program gives students the skills and knowledge necessary to develop effective communication strategies for a variety of business-related situations and contexts.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSCOMMBA,The W. P. Carey School is accredited by the Association to Advance Collegiate Schools of Business.,BA,"Business (Communication), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Computer Information Systems,"The Bachelor of Arts in business with a concentration in computer information systems provides students with a strong foundation in information technology and business. The curriculum is designed to provide students with broad knowledge of business, together with the specific tools needed to design and develop modern information systems. The program helps prepare students for roles such as a systems analyst, business applications developer, and information technology consultant. 

The program teaches students the principles of business information systems, systems analysis and design, database management, and business analytics. Computer information systems professionals are in demand by businesses of all sizes in all sectors of the economy. 

Students who enjoy technology and want a career that allows them to solve problems will find this program a good fit. This program allows students to combine their interest in business with a solid technical foundation that provides them with the background to analyze, design and manage information systems.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSCISBA,All programs in the W. P. Carey School of Business are accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Computer Information Systems), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Corporate Accounting,"The Bachelor of Arts in business with a concentration in corporate accounting provides knowledge of the functional areas of business with an emphasis on the accounting concepts and practices used in corporations.

The curriculum is designed to help prepare students for a successful career in a corporate setting in accounting. This program does not meet the requirements for students to sit for the CPA exam in Arizona.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSACCT,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. AACSB International is the world's largest and longest-serving accrediting body for business schools, and its accreditation is the hallmark of excellence in business education.",BA,"Business (Corporate Accounting), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Data Analytics,"The Bachelor of Arts in business with a concentration in data analytics prepares students with the skills needed to succeed in a world where data is the most valuable asset. The ability to extract, interpret and communicate meaningful information from large, complex data sets is one of the most in-demand skills in the modern business world.

This program combines a strong business core curriculum with the advanced data analytics coursework required for success in the rapidly expanding data science and analytics fields. Students learn cutting-edge data mining and modeling techniques using industry-standard software and programming languages such as Python, R and SQL. Graduates are prepared for careers in fields such as business and market intelligence, financial and risk analysis, and operations and supply chain management.

This program is offered by the W. P. Carey School of Business, which is one of the top-ranked business schools in the country. W. P. Carey School of Business is a community of scholars, researchers and expert faculty focused on transforming the future of business. With smaller class sizes and a supportive learning environment, students get the individual attention they need to thrive.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSDATA,All undergraduate programs offered by the W. P. Carey School of Business are accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Data Analytics), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Financial Planning,"The Bachelor of Arts in business with a concentration in financial planning helps students develop the qualitative and quantitative skills necessary to provide professional financial planning services to individuals and families.

The curriculum addresses the major areas of financial planning:
- employee benefits
- estate planning
- income tax planning
- insurance
- investments
- retirement planning

The W. P. Carey School of Business financial planning program is registered with the Certified Financial Planner Board of Standards. Graduates of the program are eligible to take the CFP® certification examination, one of the premier certifications in the financial planning profession. The program is designed so that students will have satisfied the educational coursework requirements to sit for the CFP exam upon graduation.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSFPBA,The W. P. Carey School of Business financial planning program is registered with the Certified Financial Planner Board of Standards.,BA,"Business (Financial Planning), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Food Industry Management,"The BA program in business with a concentration in food industry management is designed to develop business leaders for the nation's food industry.

Agribusiness is the study of the business of agricultural production. It includes the manufacturing and distribution of farm supplies; production and processing on farms and ranches; and the storage, processing and distribution of farm commodities and items made from them.

Food industry management is a specialized area of agribusiness that deals with the management of the food supply chain, from producer to consumer.

The program integrates the study of food systems with a solid foundation in business management. The curriculum covers a wide variety of topics, including agricultural finance, economics, food advertising and promotion, and food supply networks, and it provides an understanding of how food companies and farms operate.

Graduates are prepared for a variety of careers in the food industry, including food distribution, food marketing and food processing.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSFIMBA,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. This is the oldest and most prestigious international accrediting agency for business and accounting degree programs.",BA,"Business (Food Industry Management), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Global Agribusiness,"The BA program in business with a concentration in global agribusiness prepares students for management careers in the food and agriculture sector. The agribusiness industry is a large and complex global system, with opportunities for students in all business disciplines.

ASU's global agribusiness program is one of very few undergraduate agribusiness programs in the nation that is housed in a business school. The W. P. Carey School of Business provides a solid business core curriculum for students to be successful in this diverse industry.

Students learn about the entire agribusiness value chain, from the farm to the consumer's plate, while mastering business concepts and principles in accounting, finance, marketing and management, as well as supply chain management. Experiential learning in the form of internships, research and consulting projects is an important component of the program.

Students gain an understanding of the challenges and opportunities of the rapidly changing global food system. They acquire knowledge of business disciplines applied to agribusiness and develop an appreciation of the social, cultural and economic diversity of the global food business.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSGAB,The undergraduate and graduate programs and the School of Accountancy are all accredited by AACSB International.,BA,"Business (Global Agribusiness), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Global Leadership,"The BA program in business with a concentration in global leadership provides students with a broad business background applicable to for-profit, nonprofit and public sector organizations. Students learn from a curriculum with an emphasis on global business, and they choose a required area of study in a specific international region. The program requires intermediate-level proficiency in a non-English language.

In this program, students develop an understanding of the complexities of the global economy as well as global and regional business practices. In-depth study in a specific region of the world helps students develop an understanding of a specific area and business practices for that area.

Students acquire knowledge and skills for effective intercultural communication, including language skills, which are essential for success in the business world's multicultural context.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSGLBBA,The W. P. Carey School of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Global Leadership), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Global Logistics Management,"The BA program in business with a concentration in global logistics management prepares students for a career in logistics and supply chain management. This program is a transdisciplinary program that leverages the expertise of faculty in the W. P. Carey School of Business and the College of Global Futures. The curriculum offers an integrated perspective on global logistics, with courses in sustainability, business and global supply chains. Topics of study include: accounting, computer information systems, economics, finance, management, marketing, sustainability. In their final year of study, students have the opportunity to participate in a senior project that allows them to apply their knowledge and skills in logistics and supply chain management to a real-world project with a local company.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSGLM,The W. P. Carey School of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,,"Business (Global Logistics Management), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Global Politics,"The Bachelor of Arts in business with a concentration in global politics offers students foundational business knowledge and skills as well as a specific focus on global politics. This program is a collaboration between the W. P. Carey School of Business and the Thunderbird School of Global Management.
Students develop an understanding of the global political landscape and a strong skill set in business functional areas. They also gain a general understanding of business concepts and practices and a deeper understanding of the global political context in which businesses operate. The curriculum includes courses in accounting, economics, finance, management, marketing and supply chain management as well as courses in international relations, global political economy and international security.
Graduates with this business degree are prepared for positions in a variety of industries, including consulting, finance and international business, as well as in government and nonprofit organizations. This program is an excellent choice for those interested in careers that require a deep understanding of both business and global affairs.
The curriculum is rigorous, and the program is highly competitive. Students who are successful in this program are typically well-rounded, with strong analytical and communication skills. They also are often globally minded and have a passion for learning about other cultures.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSGLPBA,"The business degrees offered by the W. P. Carey School of Business are accredited by AACSB International, the Association to Advance Collegiate Schools of Business.",BA,"Business (Global Politics), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Human Resources,"The business (human resources) program combines a broad-based business curriculum with a specialization in the human resource function. Students learn about business fundamentals, and in their concentration courses, they study topics such as:

compensation and benefits
employee and labor relations
employment law
performance management
staffing
training and development
This program provides students with the critical skills and knowledge they need to pursue a career in human resource management in business, government and nonprofit organizations. Human resource specialists are vital to an organization's success and are in high demand across a range of industries. Graduates often go on to careers as human resources managers, labor relations specialists and compensation managers.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSHRBA,"The W. P. Carey School of Business is accredited by AACSB International, the Association to Advance Collegiate Schools of Business. The W. P. Carey School of Business is one of the top-ranked business schools in the country, with undergraduate and graduate programs, as well as a wide variety of nondegree programs, for students and executives.",BA,"Business (Human Resources), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Law,"The Bachelor of Arts program in business with a concentration in law provides a strong business foundation in accounting, economics, finance, management, marketing and supply chain management. This liberal arts degree also emphasizes the interrelationships between law, business and society and allows for significant flexibility to explore nonbusiness coursework. The law concentration provides prelaw students with a significant competitive advantage when applying to law school and other graduate programs. This program is offered by the W. P. Carey School of Business, which has a worldwide reputation for excellence and is accredited by the Association to Advance Collegiate Schools of Business.",https://degrees.apps.asu.edu/programs/business-law-ba/10931,W. P. Carey School of Business ... is accredited by the Association to Advance Collegiate Schools of Business.,BA,"Business (Law), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Marketing,"The BA program in business with a concentration in marketing teaches students the skills and knowledge they need to be successful in the fast-paced world of marketing. The curriculum covers a wide range of topics, including:
- consumer behavior
- marketing research
- product management
- promotion
Students also have the opportunity to gain hands-on experience through internships and other experiential learning opportunities.
The W. P. Carey School ofBusiness marketing program is consistently ranked among the top in the nation. It provides students with a solid foundation in the principles of marketing and prepares them for a variety of careers in the field. Graduates are prepared for marketing-related careers in a variety of industries, including advertising, brand management, market research and sales.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSMKTG,All W. P. Carey School of Business programs are accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Marketing), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Public Service and Public Policy,"The Bachelor of Arts program in business with a concentration in public service and public policy provides students with a broad business background and a strong foundation in public administration and policy. The program introduces students to the challenges and opportunities of working in or with federal, state and local government. The program prepares students for careers in which business and government intersect, in areas such as public finance, urban economics, real estate and regulation. Students are well-prepared for law school and graduate programs in business, public administration and public policy.

The public service and public policy concentration combines the development of general business knowledge with a specific focus on the public sector. The program provides a strong curriculum that develops the skills valued by employers in both the private and public sectors. The curriculum is designed to help students understand how organizations in different sectors --- public, private and nonprofit --- can work together to address some of the most challenging issues in society.

This is a transdisciplinary program that requires coursework from the School of Public Affairs and the W. P. Carey School of Business. It provides the skills and knowledge to analyze social, economic and political issues, to develop creative, evidence-based solutions, and to lead with integrity, all in preparation for careers aimed at producing graduates who create public value.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSPSPPBA,The W. P. Carey School of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB).,BA,"Business (Public Service and Public Policy), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Retail Management,"The Bachelor of Arts in business with a concentration in retail management provides a solid business core, which includes accounting, economics, finance, management, marketing and statistics. The concentration courses offer students in-depth knowledge of retailing principles and practices, including buying and planning, leadership, retail strategy and operations.

Students who enjoy working with people in an exciting and constantly changing environment may enjoy a career in retailing. Opportunities for advancement are greater in this field than in most others and can include management positions with department stores, specialty stores and mass merchandisers or buying and planning positions with company corporate offices.

Students pursuing this program are required to complete a concurrent degree in a nonbusiness field. Examples include but are not limited to:

*   communication
*   fashion
*   film
*   food and nutrition
*   graphic information technology
*   interior design
*   journalism and mass communication
*   tourism

For more information, students should visit the W. P. Carey School of Business website.",https://degrees.apps.asu.edu/bachelors/major/ASU00/BABUSRMBA,W. P. Carey School of Business is accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Retail Management), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
Spanish Language and Culture,"The Bachelor of Arts in business with a concentration in Spanish language and culture provides a strong foundation in business and liberal arts and a functional knowledge of Spanish language and culture, allowing students to integrate their language skills and cultural knowledge with an understanding of global business practices. The program is specifically designed to provide students with the business and cross-cultural skills to successfully engage with a Spanish-speaking global audience.
The language classes in this program focus on the functional use of Spanish for the business professional. The classes combine face-to-face instruction, cutting-edge language learning technology and professional development opportunities. In addition, the program encourages students to complete an internship or to study abroad in a Spanish-speaking country.
Students learn the fundamentals of business, including accounting, economics, finance, management, marketing and supply chain management. In addition to the functional knowledge, students learn about international business and the global business environment.
Students may be able to accelerate their degree program.",https://degrees.apps.asu.edu/bachelors/major/ASBUSBACLBA,All programs in the W. P. Carey School of Business are accredited by the Association to Advance Collegiate Schools of Business (AACSB International).,BA,"Business (Spanish Language and Culture), BA",https://degrees.apps.asu.edu/bachelors/major-list/letter/all?init=false&nopassive=true
