Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
"['Autonomous Systems and Robotics', 'Bio-systems', 'Communications and Signal Processing', 'Computer Architecture', 'Control Systems', 'Embedded Systems', 'MEMS and Microsystems', 'Optics and Photonics', 'Power and Energy', 'Software', 'Solid-State Devices and Nanotechnology', 'VLSI']","As a computer engineer, you can design and build the systems that are changing the world. Computer engineering (CE) at Michigan is a perfect marriage of electrical engineering and computer science, reaching into hardware and software. It’s a field that has enabled the ongoing revolution in information technology, from supercomputers to smartphones, and that will continue to play a critical role as we design the cyber-physical systems of the future. The computer engineering bachelor's degree program is a challenging and rewarding one, offered jointly by the Electrical and Computer Engineering (ECE) and Computer Science and Engineering (CSE) divisions. It will teach you how to analyze, design, and evaluate computer systems of all shapes and sizes. You can study robotics and artificial intelligence, or data and information systems. You can work with some of the most advanced technology on campus and choose from 10 different technical concentrations. You’ll be prepared for careers in all sectors of the economy: automotive, consumer electronics, medical systems, defense, aerospace, and more.",https://ece.engin.umich.edu/academics/undergraduate/computer-engineering-major/,"The Computer Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Computer Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Computer engineering is the common ground between electrical engineering and computer science. It is concerned with all aspects of computing, from the basic design of a computer to the development of large-scale systems that use computers to control processes and to sense and interact with their physical environment. As a computer engineering student, you will be prepared to create the future of this field, with broad expertise that encompasses computer architecture, embedded systems, networks, and mobile computing.",https://ece.engin.umich.edu/academics/undergraduate/computer-engineering-major/,"The Computer Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,"Computer Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Computer Science (CS) program is for students whose primary interest is in the design of computers and computational processes. The CS program provides a foundation in the science of computing and prepares students for a career in the computing field as well as for graduate study. Students will learn about the theoretical and practical aspects of computer science, including algorithms, data structures, programming languages, operating systems, computer architecture, and software engineering. In addition, students will learn how to apply their knowledge to solve real-world problems. The program emphasizes the importance of teamwork, communication, and ethical responsibility in the field of computing. A grade of C or better is required in each course that is a prerequisite for a subsequent Computer Science course.",https://cse.engin.umich.edu/academics/undergraduate/computer-science-bse/,"The Computer Science program (B.S.E.) is accredited by the Computing Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and the Computer Science Program Criteria.",,Computer Science,https://admissions.umich.edu/academics-majors/majors-degrees,
"AI, databases, graphics, HCI, robotics, security, systems, theory","Computer science is the scientific and practical study of computation and its many applications. As a computer science student at U-M, you’ll learn the fundamental concepts of the field as well as how to apply them to real-world problems. You’ll become proficient in several programming languages and familiar with planning, designing, and implementing large software systems. Michigan’s computer science program emphasizes the intellectual substance of the field, and will prepare you for a career in a rapidly changing field or to pursue graduate study in the discipline. You’ll have the opportunity to take courses in topics such as theory of computation, artificial intelligence, databases, computer graphics, computer architecture, operating systems, and software engineering. Offered through the College of Engineering.",https://cse.engin.umich.edu/academics/undergraduate/computer-science-bse/,"The Bachelor of Science in Engineering degree program in Computer Science is accredited by the Computing Accreditation Commission of ABET, https://www.abet.org.",,"Computer Science, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Creative Writing and Literature major offers students the opportunity to develop their writing in the context of an intensive liberal arts curriculum. Students learn to analyze and respond to a wide range of literary works, while also creating their own. The major supports students’ development in four genres: poetry, fiction, creative nonfiction, and drama, while allowing them to focus in one of these genres and produce a substantial thesis. Courses are taught by award-winning faculty with extensive publication and performance experience, and who excel in providing a supportive atmosphere for this intimate and intensive work.",https://lsa.umich.edu/rc/current-students/academics/majors-and-minors/creative-writing-and-literature-major.html,,BA,Creative Writing and Literature,https://admissions.umich.edu/academics-majors/majors-degrees,
Criminology and Criminal Justice,"This concentration examines the distribution, causes, and consequences of criminal and deviant behavior and the social responses to it. Students study the criminal justice system, legal institutions, juvenile delinquency, deviance, violence, and criminal careers. This area of specialization is well-suited for students who are interested in law, social work, public policy, corrections, and various other professions concerned with the problem of crime in our society.",https://lsa.umich.edu/lsa/academics/majors-minors/sociology-major.html,,,"Criminology and Criminal Justice, AB",https://lsa.umich.edu/lsa/academics/majors-minors/sociology-major.html,
,"The Cybersecurity and Information Assurance (CIA) degree is an interdisciplinary program, with the College of Education, Health, and Human Services and the College of Engineering and Computer Science, that focuses on network and information security, secure software engineering, and information assurance. The CIA program provides students with the deep technical skills and knowledge necessary to protect and defend computer systems and networks. In the final two semesters of the program, students participate in a two-semester capstone design experience that brings together teams of students to design and implement a solution to a real-world problem.",https://umdearborn.edu/cecs/departments/computer-and-information-science/undergraduate-programs/cybersecurity-and-information-assurance-bs,,BS,"Cybersecurity and Information Assurance, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Fine Arts (BFA) in Dance is a rigorous 128-credit-hour professional degree program. Dance majors take a core curriculum of courses in ballet, modern/contemporary dance, and hip hop dance techniques and creative practices, with additional courses in dance production, music, history, somatics, career development, and pedagogy. Students are given a broad-based liberal arts education through the College of Literature, Science, and the Arts (LSA) and an immersive experience within the dance discipline. The program’s mission is to be on the leading edge of dance in the 21st century by providing a rich environment for students to become exceptional and multifaceted artists, thinkers, and leaders.",https://smtd.umich.edu/academics/departments/dance/,"The School of Music, Theatre & Dance is also an accredited institutional member of the National Association of Schools of Dance (NASD).","BFA, Minor",Dance,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Data science is an interdisciplinary field that uses mathematics, statistics, and computer science to gain knowledge and insights from data in all forms. Students will build a strong foundational understanding of the underlying theory behind data science, as well as the practical skills to apply that knowledge to real-world problems. The program integrates statistical, mathematical, and computational thinking, with an emphasis on how data is used in various disciplines and industries, and the ethical issues surrounding data science.",https://lsa.umich.edu/stats/undergraduate-students/data-science-major-and-minor.html,,BS,Data Science,https://admissions.umich.edu/academics-majors/majors-degrees,
"The program requires students to choose an upper-level track from the following: Computer Science Track, Statistics Track, Quantitative Social Science Track, Bioinformatics Track. Students must also complete an area of application, known as a 'concentration', chosen from a different discipline.","Data science is the science of learning from data. It involves collecting, managing, processing, analyzing, visualizing, and interpreting data with the goal of extracting knowledge, discovering new insights, making predictions, and supporting decision-making. The major in Data Science at the University of Michigan is jointly offered by the Statistics Department in the College of Literature, Science, and the Arts, and the Electrical Engineering and Computer Science Department in the College of Engineering. All students take a common core of seven courses, plus four more advanced courses called the ""upper level track."" Data science majors also are required to choose and complete the requirements of a concentration of at least three courses chosen from a different discipline. This allows students to apply data science methods and techniques in an area of their interest.",https://lsa.umich.edu/stats/undergraduate-students/data-science-major.html,,,"Data Science, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The U-M School of Dentistry offers two highly regarded programs in dental hygiene: an entry-level Bachelor of Science degree program and a degree completion program for licensed dental hygienists who have an associate’s degree or certificate and wish to complete their bachelor’s degree. There is also an online Master of Science in Dental Hygiene degree program. Our comprehensive and challenging curriculum, our diverse patient care experiences, and our supportive community of faculty, staff, and students prepares our graduates to become leaders in the field.",https://dent.umich.edu/education/dental-hygiene,The University of Michigan School of Dentistry dental hygiene program is accredited by the Commission on Dental Accreditation (CODA).,BS,Dental Hygiene,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Arts in Drama: A Program in Playwriting, Literature, and Dramaturgy is a liberal arts program for students who are passionate about the scholarly study of theatre as a humanistic discipline. The BA in Drama emphasizes critical and creative thinking about theatre and performance, and the development of analytical and communication skills in writing and speaking. The program features a carefully designed sequence of courses in dramatic literature, theatre history, and dramaturgy, with a strong commitment to artistic practice in the form of studio courses in design, directing, playwriting, and performance. In addition to a core curriculum of seven required courses, drama majors enroll in four elective courses that focus on specific areas of interest. This flexible curriculum allows students to explore the ways in which theatre and performance respond to specific cultural, social, and political contexts, both historically and in the present moment. Students learn about the role of theatre in different cultures and communities, including Broadway, regional, and experimental venues. The program encourages students to take advantage of the extraordinary range of academic opportunities and resources that the university as a whole has to offer, including the LSA Course Catalog and study abroad programs. BA in Drama majors are critical and creative thinkers who possess the knowledge and skills necessary for a wide range of academic and professional careers in the arts and beyond.",https://smtd.umich.edu/academics-programs/departments/theatre-drama/drama-ba/,,BA,Drama,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Climate and Surface Processes', 'Earth Science Education', 'Environmental Geology', 'Geology', 'Oceanography', 'Paleontology']","The Earth and Environmental Sciences major is the most flexible of the degree programs offered by the department. It is designed for students who want a strong multidisciplinary background in the Earth and environmental sciences, which they may complement with courses from other fields. Students who complete the major receive a Bachelor of Science (B.S.) degree from the College of Literature, Science, and the Arts.",https://lsa.umich.edu/earth/undergraduates/majors-and-minors/earth-and-environmental-sciences-major.html,,B.S.,Earth and Environmental Sciences,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The major in Ecology, Evolution, and Biodiversity (EEB) is designed for students with an interest in the biological disciplines that focus on the origins, diversity, and history of life, and the dynamic relationships of living organisms with their environments. Majors receive a Bachelor of Science degree. The major is one of the most flexible in the biological sciences, with only a few specific required courses. Students choose from a wide variety of courses spanning the breadth of ecology and evolutionary biology, including such topics as animal behavior, conservation biology, population genetics, systematics, tropical biology, and quantitative ecology. Students are exposed to both field and laboratory approaches to research and are strongly encouraged to become directly involved in research at U-M or at one of the university's biological stations. After graduation, EEB majors are well prepared for careers or graduate studies in a number of areas, including ecology, evolutionary biology, conservation biology and environmental science, medicine, dentistry, and other health sciences, natural resources management, education, museum studies, and many others.",https://lsa.umich.edu/eeb,,BS,"Ecology, Evolution, and Biodiversity",https://admissions.umich.edu/academics-majors/majors-degrees,
Mathematical Economics and Econometrics,"Economics is a social science that analyzes how choices are made by individuals, firms, and governments, and how these decisions determine the allocation of scarce resources and the distribution of well-being in a society. Economics offers a powerful and broad framework for understanding the world in which we live and work, providing insights into a wide range of important social and political issues, including unemployment, inflation, economic growth, international trade and finance, poverty, income inequality, environmental protection, health care, and education. Students of economics develop strong analytical and quantitative reasoning skills and an ability to communicate complex ideas effectively, skills that are highly valued in the marketplace and that provide an excellent foundation for a wide range of career paths and graduate degree programs.",https://lsa.umich.edu/econ,,"B.A., B.S.",Economics,https://admissions.umich.edu/academics-majors/majors-degrees,
,"Economics is a social science that deals with the production, distribution, and consumption of goods and services. A primary goal of the discipline is to determine how to use scarce resources to satisfy people's wants and needs in the best way possible. At the undergraduate level, an economics major is designed to provide students with a firm grounding in the principles of economic analysis. The core of the curriculum involves study in the areas of microeconomics (the study of individual decision-making and market outcomes), macroeconomics (the study of the behavior of the entire economy), and econometrics (the application of statistical methods to economic data).",https://lsa.umich.edu/econ,,"AB, BS","Economics, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The BS in Economics and Computation, or 'Econ-Comp,' is an innovative, interdisciplinary major jointly offered by the Departments of Economics and Computer Science. The major aims to equip students with the foundational skills to analyze and design the digital marketplaces and platforms that are increasingly central to modern economic and social life (e.g., social media, online dating apps, ride-sharing, online ad auctions, cryptocurrencies). A key feature of the major is a two-semester capstone sequence, Econ 407/408, in which students design and build a digital platform or marketplace of their own. Other highlights of the curriculum include an innovative new course, Econ/CS 376: Normative and Behavioral Approaches to Market Design, which integrates foundational topics from economics and computer science, including game theory, social choice, and machine learning.",https://lsa.umich.edu/econ/undergraduates/bs-in-economics-and-computation.html,,,"Economics and Computation, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"Elementary Teacher Education, Learning, Equity, and Problem Solving in the Public Interest (LEAPS), Secondary Teacher Education","The Bachelor of Arts (A.B.) in Education degree program offers three distinct majors, two in elementary education and one in secondary education. Elementary Teacher Education focuses on teaching children in grades K-8. Learning, Equity, and Problem Solving in the Public Interest (LEAPS) offers two pathways for those who are interested in creating learning environments both in and beyond schools. Students in the first pathway can become certified elementary teachers, and students in the second pathway will work in education-related, non-school contexts. Secondary Teacher Education is for those who wish to teach a specific subject in grades 6-12. The Marsal School also has one minor program in education for social change.",https://soe.umich.edu/academics-admissions/degrees/bachelor-arts-ab-or-bachelor-science-bs-education,The Marsal Family School of Education at the University of Michigan is accredited by the Council for the Accreditation of Educator Preparation (CAEP). The Marsal School is also a Teacher Preparation Institution approved by the Michigan Department of Education (MDE).,,"Education, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Electrical engineering is a broad field, encompassing a wide variety of devices, systems, and technologies that impact our everyday lives. Electrical engineers design and build devices and systems for a variety of applications, such as computing, communications, sensing, and energy. Students can tailor their program to their interests by selecting a major design experience course and technical electives from areas like: analog/RF circuits, communications, computer vision, control systems, electromagnetics, embedded systems, integrated circuit design, machine learning, MEMS and microsystems, optics and photonics, power and energy, robotics, signal and image processing, and solid-state devices. Note: Admission to the College of Engineering is a two-step process. Students must first be admitted to the college as a first-year or external transfer student. After they have completed the first-year curriculum, students will be able to declare their engineering major. Because there are enrollment limits for each major, the major may not be available at the time of enrollment.",https://ece.engin.umich.edu/academics/undergraduate-programs/undergraduate-electrical-engineering/,"The Electrical Engineering undergraduate program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Electrical Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
"Analog and Mixed Signal Circuits, Communications, Computer Architecture and Design, Control Systems, Electromagnetics and Optics, Embedded Systems, MEMS and Microsystems, Power and Energy, Robotics, Signal and Image Processing and Machine Learning, Solid State and Nanotechnology","Electrical engineers focus on the generation, transmission, and use of information and energy. They develop circuits, systems, and software to provide new products and services in areas such as communications, control, electronics, sensing, and power and energy.",https://ece.engin.umich.edu/academics/undergraduate/,"The Electrical Engineering program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",,"Electrical Engineering, BSE",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The elementary Teacher Education (TE) program at the University of Michigan’s Marsal Family School of Education prepares you to become a certified elementary school teacher. The elementary TE program offers three pathways to earn a bachelor’s degree with elementary teacher certification. The first two pathways are intended for first-year applicants to U-M, and the third pathway is for transfer students (both internal and external). No matter which pathway a student follows, they complete the same rigorous teacher education coursework, including extensive, high-quality field experiences in elementary schools throughout southeastern Michigan. You will be prepared to teach grades K–8 in all subjects in a self-contained classroom. You can also add on a middle school subject area endorsement to your teaching certificate.",https://soe.umich.edu/academics-degrees/bachelors-programs/learning-education-and-practice-lep,The Marsal Family School of Education at the University of Michigan is accredited by the Association for Advancing Quality in Educator Preparation (AAQEP).,B.A.,Elementary Education,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Language Arts', 'Mathematics', 'Integrated Science', 'Social Studies']",The Elementary Teacher Education (ELMAC) program leads to a bachelor's degree with elementary teacher certification (K-8). The program is designed for students who want to become classroom teachers in diverse contexts. You will learn how to teach all elementary subjects and select an academic area to earn an endorsement in that subject on your teaching certificate. Our teacher education programs prepare you to understand and respect the integrity of children from a diversity of backgrounds and to create challenging and supportive learning environments for them. You will work with expert faculty in a diverse cohort of peer learners. You will engage in real-world teaching experiences in K-8 school settings to learn to connect theory with practice. We are committed to developing educators who will make a positive difference in the lives of children and youth and in the communities they serve.,https://marsal.umich.edu/academics/undergraduate-programs/elementary-teacher-education,The Marsal Family School of Education at the University of Michigan is accredited by the Council for the Accreditation of Educator Preparation (CAEP).,AB,"Elementary Education, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Engineering Physics is for students who have a passion for both physics and engineering. The program combines a core of physics and mathematics courses with a concentration of engineering courses. The curriculum provides a strong background in the fundamentals of science and mathematics and a firm understanding of engineering methods. You can choose to concentrate in a specific area of engineering, or develop a unique course of study with the help of a faculty advisor. The program prepares students to solve complex problems at the intersection of different disciplines in industry or in graduate school.",https://engin.umich.edu/academics/undergraduate/programs/engineering-physics/,"Accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Engineering Physics,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Creative Writing', 'Great Books', 'Honors', 'Textual and Digital Studies']","As an English major at the University of Michigan, you will receive an education both broad and deep in the literature and cultures of the English-speaking world. In our courses, you will learn to read and think critically not only about literature but about the world around you. You will also develop skill in both analytical and creative writing. Our department is committed to the values of diversity and inclusion, which are reflected throughout our curriculum. English is among the most versatile of liberal arts majors. Our students are prepared to follow a very wide variety of career paths, and to meet the demand for broadly educated people who can write and think well. English majors have gone on to careers in law, business, medicine, journalism, publishing, advertising, teaching, and technology.",https://lsa.umich.edu/english,,BA,English,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Creative Writing', 'Great Books', 'Honors Program', 'Language and Literature', 'Writing']","The English major at the University of Michigan is for students who love to read and write, and who want to do so in a way that is informed by literary history, critical methodologies, and a deep understanding of the English language. All of our courses are designed to develop students’ abilities to read critically, think analytically, and write with power and precision. The English Major leads to a Bachelor of Arts (A.B.) degree and provides an excellent foundation for any career. Our majors go on to law school and medical school, business and education, publishing and marketing, and the creative and performing arts. Students may focus their studies in a number of areas, or they can pursue a more general interest in literature and culture.",https://lsa.umich.edu/english,,AB,"English, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Minor in Entrepreneurship is a joint initiative between the College of Engineering and the Stephen M. Ross School of Business. It is open to undergraduate students from any school or college. A passion for creating and launching new ventures—commercial, social, or corporate—is the unifying theme that brings students together in the program. Students learn how to turn ideas into value-creating enterprises. The minor integrates experiential learning, providing students with the knowledge and experience to be successful entrepreneurs.",https://cfe.umich.edu/academics/minor/,,,Entrepreneurship,https://admissions.umich.edu/academics-majors/majors-degrees,
"Conservation & Ecology, Earth, Climate & Energy, Environmental Humanities & Arts, Environmental Justice & Policy, Environmental Science & Society, Food & the Environment, Sustainability & Business, Water & the Great Lakes","The Environment major, offered through the Program in the Environment (PitE), allows students to simultaneously pursue a liberal arts education and a pre-professional program in the environmental field. The curriculum provides a broad interdisciplinary education in the liberal arts and sciences, as well as an opportunity to develop expertise in an area of environmental study in one of five specializations. Students in the major may earn a B.A. degree in Environment through the College of Literature, Science, and the Arts (LSA) or a B.S. degree in Environment through the School for Environment and Sustainability (SEAS). In addition to coursework, students have an opportunity to participate in a variety of off-campus and research opportunities as well as a vibrant student community.",https://lsa.umich.edu/pite,,"BA, BS, Minor",Environment,https://admissions.umich.edu/academics-majors/majors-degrees,
"['Water Quality and Process Engineering', 'Sustainable Engineering']","Environmental engineers are on the front lines, protecting our environment from the effects of human activities and designing sustainable engineering solutions for a better tomorrow. Environmental engineers are involved in a variety of important tasks, such as designing systems to provide safe drinking water, collecting and treating wastewater to protect our waterways, managing solid and hazardous wastes, controlling air pollution, cleaning up contaminated sites, and helping industries to minimize their pollution. They are also involved in setting environmental policy and regulations, and ensuring compliance. Students gain a strong foundation in science and engineering fundamentals, as well as an in-depth understanding of the complex interactions between humans and our environment. Core coursework emphasizes chemistry, biology, geology, and engineering principles related to water quality, air quality, and sustainable use of natural resources. The program also provides flexibility to allow students to pursue individual interests. The department offers two concentrations to provide students with more advanced technical skills in certain environmental sub-disciplines. The department offers many domestic and international environmental experiential learning opportunities.",https://admissions.umich.edu/academics-majors/majors-degrees/environmental-engineering,"The Bachelor of Science in Engineering (BSE) programs in Civil Engineering and in Environmental Engineering are accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org.",BSE,Environmental Engineering,https://admissions.umich.edu/academics-majors/majors-degrees,
"Biology, Chemistry, Geology, Physics","The Environmental Science major, offered by the Department of Earth and Environmental Sciences (EARTH) and the Program in the Environment (PitE), provides students with a strong background in natural sciences and a robust understanding of the scientific principles and methodologies required to understand and solve complex environmental problems. The major is interdisciplinary and offers coursework from several departments across campus. The curriculum includes a rigorous sequence of introductory courses in the natural sciences, mathematics, and statistics, followed by two broad core courses in environmental science, and then specialization in a specific area of environmental science in the upper-level concentration. Coursework emphasizes an integrative approach to problem solving, hands-on experience in the field and laboratory, and the application of modern research tools to environmental issues.",https://lsa.umich.edu/earth/undergraduates/majors-and-minors/environmental-science-major.html,,,"Environmental Science, AB, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
Sub-major in Screenwriting,"The Department of Film, Television, and Media (FTVM) provides an integrated program of study in the history, theory, and practice of these three media forms. FTVM offers a range of introductory and advanced courses covering the entire spectrum of film, television, and media, from the silent era to the digital age. The department's production courses provide hands-on training in 16mm filmmaking, digital video, and screenwriting. Internships are available in Ann Arbor, Detroit, New York, Los Angeles, and London. FTVM majors go on to successful careers in the media industries, as well as in such related fields as advertising, public relations, arts administration, and education. Many pursue graduate degrees in law, business, and media studies. The department sponsors a variety of special events, including the 16mm Film Festival and the biennial P. Adams Sitney lecture, and regularly brings distinguished filmmakers, television producers, screenwriters, and media scholars to campus.",https://lsa.umich.edu/ftvm,,BA,"Film, Television, and Media",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Provides a conceptual framework for understanding and analyzing major financial decisions. Students develop analytical and decision-making skills in the context of financial markets and institutions, investments, and corporate finance.",https://michiganross.umich.edu/faculty-research/academic-areas/finance,,,"Finance, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
Honors Major,"The undergraduate curriculum in French and Francophone Studies is designed to give students a thorough grounding in the language and a broad introduction to French and Francophone literatures and cultures. By developing an ability to speak and write French and to read with a critical eye, students will gain a deeper understanding of French and Francophone cultures. They will also acquire the tools to see their own culture from a new perspective. Students often complement their studies in French with coursework in Art History, Comparative Literature, Film, History, Music, Philosophy, or Political Science. Students may choose to major, major with honors, or minor in French and Francophone Studies.",https://lsa.umich.edu/rll/undergraduate/french-and-francophone-studies.html,,"BA, Minor",French,https://admissions.umich.edu/academics-majors/majors-degrees,
Honors Major,"The French major at the University of Michigan focuses on the language, literature, and culture of France and the Francophone world. Students develop a high level of proficiency in French and gain an in-depth understanding of the rich and diverse cultures of French-speaking countries. The French major prepares students for graduate school in French or related fields, for professional school in fields like law, business, or medicine, for careers in education, and for the many positions in government and the private sector where knowledge of a second language and culture is an essential or desirable qualification.",https://lsa.umich.edu/rll/undergraduate/french-and-francophone-studies/major-in-french-and-francophone-studies.html,,AB,"French Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"Ross students are immersed in an action-based curriculum in which they take on real-world business challenges from day one. In every class and every project, they are encouraged to experiment, take risks, and learn from their mistakes. The BBA curriculum features a core program that provides a strong foundation in all areas of business: accounting, finance, strategy, marketing, management, operations, and business law and ethics. After establishing this strong foundation, students have the option to pursue one or more Areas of Emphasis, although an Area of Emphasis is not required for graduation. All BBAs also complete an international business experience and a capstone project that addresses a current issue facing a real-world company or organization.",https://michiganross.umich.edu/,Accredited by AACSB International - The Association to Advance Collegiate Schools of Business,,"General Business, BBA",https://admissions.umich.edu/academics-majors/majors-degrees,
,,,,BGS,General Studies,https://admissions.umich.edu/academics-majors/majors-degrees,
"Honors Major in German, Business German, German for Engineering","German at Michigan does not just mean Germany. Our program is broadly conceived to give students access to the rich cultural traditions of the German-speaking world as a whole, including Austria and Switzerland. While language acquisition is the foundation for all further work, the curriculum offers a broad spectrum of courses in English and German on literature, culture, history, film, and intellectual history. Our small classes provide an excellent environment for learning in a supportive and challenging community of students and faculty. U-M also offers a minor in German Studies and Dutch Studies.",https://lsa.umich.edu/german,,,German,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science (BS) in Global Environment and Health provides students with a strong foundation in environmental health sciences, focusing on the environmental factors that impact human health and the spread of disease. Students will learn about the interconnectedness of environmental and human health through multiple lenses including toxicology, infectious disease, risk assessment, environmental justice and policy. This major addresses the interaction between the environment and humans at a global scale, including topics such as climate change, water quality, and food safety, while preparing students to understand how these global issues impact our local communities. Students have the opportunity to engage in a research or internship experience to gain hands-on skills in environmental health. Graduates from this major are equipped with the skills and knowledge to pursue careers in a variety of industries that focus on improving human health.",https://sph.umich.edu/undergrad/global-environment-health/,,BS,Global Environment and Health,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The study of Greek language and literature involves a dynamic and complex set of disciplines that have as their common focus the life and culture of ancient Greece. This rigorous liberal arts program trains students to evaluate literary and historical evidence, to form independent judgments, and to articulate and defend their ideas. By the end of the program, students will have an advanced knowledge of Greek language and literature and a deep understanding of ancient Greek culture. Majors are encouraged to enrich their programs with courses in related fields, such as philosophy, history, history of art, and political science.",https://admissions.umich.edu/academics-majors/majors-degrees/greek-language-and-literature-ancient-ba,,B.A.,Greek Language and Literature (Ancient),https://admissions.umich.edu/academics-majors/majors-degrees,
,"The Bachelor of Science (BS) in Health and Fitness is a degree designed for students whose primary interest is in the scientific basis of health and fitness. This program prepares students for careers related to exercise and health maintenance for the general population. Students are prepared to assess fitness, design and implement exercise programs, and understand basic business management and marketing principles as they apply to the health and fitness industries.",https://kines.umich.edu/bs-health-fitness,,BS,Health and Fitness,https://admissions.umich.edu/academics-majors/majors-degrees,
"Public Health, Community Health Education and Health Care Administration","The Health and Human Services (HHS) major at UM-Dearborn provides students with an interdisciplinary curriculum that draws upon a unique combination of courses in health sciences, social sciences, and professional studies. The curriculum is delivered within a framework of community engagement and service-learning. Students gain a diverse knowledge of the human services field with a special emphasis on health promotion and health equity in community-based and public health care settings. Concentrations in Public Health, Community Health Education and Health Care Administration offer students career flexibility in settings ranging from hospitals and community clinics to local health departments, non-profits and private health care facilities.",https://umdearborn.edu/cehhs/departments/education/health-and-human-services,,,"Health and Human Services, BS",https://admissions.umich.edu/academics-majors/majors-degrees,
"Spanish, Spanish-American Studies","Hispanic Studies is the study of the languages, literatures, and cultures of the Spanish-speaking peoples of Europe, North, Central and South America, the Caribbean, and North Africa. Hispanic Studies encompasses a vast and diverse region of the world with an extremely rich literary and cultural heritage. The Hispanic Studies major provides students with a solid foundation in the languages, literatures, and cultures of the Spanish-speaking world while affording them the flexibility to tailor their program of study to their individual interests and career plans. Hispanic Studies at Michigan is housed in the Department of Romance Languages and Literatures, which also offers a major and minor in Romance Languages and Literatures and a minor in Translation Studies. Students in the Hispanic Studies major may elect a concentration in Spanish or Spanish-American Studies at the undergraduate level, or they may combine courses in both areas. The Hispanic Studies major has been revised to reflect current scholarship in the field, so that the curriculum now integrates the study of literature and culture. In addition, students have the opportunity to participate in a variety of faculty-led study abroad programs, or to design their own course of study abroad. The department also encourages students to undertake an honors thesis in their senior year.",https://lsa.umich.edu/rll/undergraduate/majors-and-minors/hispanic-studies-major.html,,,"Hispanic Studies, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
History Honors Major,"The study of history is the study of the human past, in all its variety and complexity. We seek to understand how people have lived, acted, and thought in different times and places. We ask how societies have been structured, how they have changed over time, and how they have related to one another. We explore the cultures people have created, the ideas they have held, and the struggles they have engaged in. By studying history, we gain a deeper understanding of ourselves and our world. A major in history will equip you with the skills to think critically, to write persuasively, and to conduct independent research. These skills are essential for success in any field, and they will prepare you for a wide range of careers.",https://lsa.umich.edu/history,,Major,History,https://admissions.umich.edu/academics-majors/majors-degrees,
,"The History major is designed to provide students with a broad introduction to the study of the human past, while also affording them the opportunity to pursue in-depth study of the particular periods and places that most interest them. The requirements for the major encourage a great deal of intellectual exploration but are also meant to ensure that our students graduate with a coherent plan of study that has been developed in consultation with a faculty advisor. The result is an excellent liberal arts education that prepares students for a variety of careers in fields such as law, business, education, journalism, public service, and many others. Those planning to go on to graduate study in history will also find that the major provides the foundation they need to succeed.",https://lsa.umich.edu/history,,AB,"History, AB",https://admissions.umich.edu/academics-majors/majors-degrees,
,"The History of Art underlies a liberal arts education, giving you critical tools for analyzing and contextualizing the world around you. At U-M, we study a broad range of art, architecture, and visual and material culture from around the globe, spanning from the ancient to the contemporary. Classes are small, with most capped at 25 students, and our majors and minors have opportunities for first-hand study of objects in U-M's renowned museums and special collections. Our flexible undergraduate program allows students to combine their study of art history with pre-professional tracks or double majors in a wide range of fields. History of Art majors are successful in an array of careers, including law, medicine, art conservation, museum and gallery work, publishing, marketing, and design.",https://lsa.umich.edu/histart,,"Major, Minor",History of Art,https://admissions.umich.edu/academics-majors/majors-degrees,
