Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"Comparable to its major counterpart, the Minor in Comparative Literature at the University of California, Irvine, is centered on the study of global literatures and cultures. Critical theory and the practice of translation serve as foundational frameworks, enabling students to navigate across various languages, media, geographical territories, and political ideas. The curriculum is designed for undergraduates to explore national and regional literatures from diverse areas including Asia, Africa, Latin America, North America, and Europe. These cultural expressions are examined within the context of dynamic global interactions, both from a historical and a contemporary viewpoint. The program exposes students to a wide array of global cultures and the theoretical lenses necessary to analyze them, covering a range of media from novels and poetry to film, visual culture, and digital media.",https://catalogue.uci.edu/schoolofhumanities/departmentofcomparativeliterature/comparativeliterature_minor/,,Minor,Minor in Comparative Literature,"The official university website for the University of California, Irvine is uci.edu.",
,"The Department of Information and Computer Sciences and the Department of Electrical Engineering offer a joint Bachelor of Science degree in Computer Engineering (BS CE). The BS CE degr... view more The Computer Engineering Program at UCI is aimed for preparing ita graduates to become intellectual leaders in industry, government, and academia. Graduates of this program are grounded in scientific, mathematical, and technical knowledge through coursework that keeps pace with current relevant technologies; they develop the ability to analyze, synthesize, and design both core parts of modern computing systems and integrated application systems centered around computers through learning the scientific foundation for hardware and software engineering and applying it in engineering exercises; and by means of general education courses, they enhance their ability to communicate and interact effectively with others and to appreciate the broader context of their profession.The undergraduate Computer Engineering curriculum includes a core of mathematics, physics, and chemistry. Engineering courses in fundamental areas fill in much of the remaining curriculum.",https://catalogue.uci.edu/thehenrysamuelischoolofengineering/departmentofelectricalengineeringandcomputerscience/computerengineering_bs/,"The Computer Engineering program is accredited by the Engineering Accreditation Commission of ABET, under the commission's General Criteria and Program Criteria for Electrical, Computer, Communication, Telecommunication(s), and Similarly Named Engineering Programs. [5, 11]",Bachelor of Science,Bachelor of Science in Computer Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,"The Bachelor of Science in Computer Game Science provides students with a solid foundation in computer science and mathematics, and teaches them how to design, build, and critique computer games. The curriculum is designed around a core set of courses that introduce the fundamentals of computer science (programming, data structures, graphics, and artificial intelligence), math (statistics, linear algebra, and logic), and games (games and society, game design, game engines, and multiplayer games). Students have the opportunity to specialize through a variety of electives. A key component is a two-quarter senior capstone course where students work in teams to design and build a computer game. The program aims to provide a view of computer game systems as a form of communication, teaching, and entertainment, and to foster an understanding of computer game technology as a cultural force.",http://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofcomputerscience/computergamescience_bs/,,BS,Bachelor of Science in Computer Game Science,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Science in Computer Science,"The official university website for the University of California, Irvine is uci.edu.",Failed to parse JSON response
,"The undergraduate program in Computer Science and Engineering is administered by faculty from two academic units: the Department of Computer Science (CS) in the Donald Bren School of Information and Computer Sciences, and the Department of Electrical Engineering and Computer Science (EECS) in The Henry Samueli School of Engineering. [4] This program is designed to provide students with the fundamentals of computer science, both hardware and software, and the application of engineering concepts, techniques, and methods to both computer systems engineering and software system design. [4, 6] The program gives students access to multidisciplinary problems in engineering with a focus on total systems engineering. [4, 6] Students learn the computer science principles that are critical to development of software, hardware, and networking of computer systems. [4, 6] From that background, engineering concepts and methods are added to give students exposure to circuit design, network design, and digital signal processing. [6] Elements of engineering practice include systems view, manufacturing and economic issues, and multidisciplinary engineering applications. [6]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/computerscienceandengineering_bs/,"The Computer Science and Engineering program is accredited by the Engineering Accreditation Commission of ABET, under the commission's General Criteria and Program Criteria for Electrical, Computer, Communication, Telecommunication(s), and Similarly Named Engineering Programs. The Computer Science and Engineering program is also accredited by the Computing Accreditation Commission of ABET under the commission's General Criteria and Program Criteria for Computer Science and Similarly Named Computing Programs. [5, 9]",BS,Bachelor of Science in Computer Science and Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,"The Department of English offers a minor in Creative Writing open to undergraduates across the UCI campus, giving them the opportunity to receive instruction and practice in the craft of prose fiction and poetry, and to learn the literary tradition of these art forms in English. [2] The minor consists of workshop courses, writing courses, and literature courses, which serve to provide a foundation for students who wish to pursue creative writing professionally, as well as for those who have an amateur interest in the art. [2]",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/creativewriting_minor/,,Minor,Minor in Creative Writing,"The official university website for the University of California, Irvine is uci.edu.",
,"The major in Criminology, Law and Society is designed to provide students with an overview of the American legal system and in-depth focus on the regulation of behavior, the problem of crime, and responses to crime within this system. [1] Students explore these topics through multiple disciplinary perspectives, including anthropological, economic, historical, political, and sociological approaches to the study of law, behavior, and institutions of social control. [1] The distinctive, interdisciplinary undergraduate major in Criminology, Law & Society (CLS) focuses on the problem of crime and on understanding the social, cultural, political, and economic forces that interact with the law. [2] Basic courses present overviews of legal systems with particular emphasis on criminal and juvenile justice, forms of criminal behavior, the role of law in understanding social and psychological phenomena, and the applications of sociological theory in understanding law and legal systems. [2] In addition to learning to apply social science techniques to analyzing social problems, students in this course of study will be especially well-prepared for careers in criminal justice and regulatory agencies, public policy organizations, and direct service provision to people involved with the legal system as well as for pursuing graduate studies in law, sociology, criminology, and criminal justice. [1]","https://catalogue.uci.edu/schoolofsocialecology/departmentofcriminology,lawandsociety/criminology,lawandsociety_ba/",,B.A.,"Bachelor of Arts in Criminology, Law and Society","The official university website for the University of California, Irvine is uci.edu.",
,"The minor in Criminology, Law and Society is designed to provide students with an overview of the American legal system and in-depth focus on the regulation of behavior, the problem of crime, and responses to crime within this system. [9] Students explore these topics through multiple disciplinary perspectives, including anthropological, economic, historical, political, and sociological approaches to the study of law, behavior, and institutions of social control. [9] In addition to learning to apply social science techniques to analyzing social problems, students in this course of study will be especially well-prepared for careers in criminal justice and regulatory agencies, public policy organizations, and direct service provision to people involved with the legal system as well as for pursuing graduate studies in law, sociology, criminology, and criminal justice. [9]",https://catalogue.uci.edu/schoolofsocialecology/departmentofcriminologylawandsociety/criminology_lawandsociety_minor/,,Minor,"Minor in Criminology, Law and Society","The official university website for the University of California, Irvine is uci.edu.",
,"Die Fachrichtung Data Science bereitet Studierende auf eine Karriere in der Datenanalyse vor und kombiniert grundlegende statistische Konzepte mit computergestützten Prinzipien aus der Informatik. In den ersten beiden Jahren des Programms belegen die Studierenden Kernkurse sowohl in der Statistik als auch in der Informatik und schaffen so eine solide Grundlage in den Prinzipien beider Bereiche. Im 3. und 4. Jahr des Programms belegen die Studierenden spezialisiertere Kurse zu Themen wie dem Entwurf von Algorithmen, maschinellem Lernen, Informationsvisualisierung und Bayes'scher Statistik. Ein Hauptbestandteil dieses Abschlusses ist der Capstone-Projektkurs im letzten Jahr, ein 2-Quartals-Kurs, in dem die Studierenden lernen, wie sie statistische und computergestützte Prinzipien anwenden, um große, reale Datenanalyseprobleme zu lösen.",https://catalogue.uci.edu/donaldbrenschoolofinformationandcomputersciences/departmentofstatistics/datascience_bs/,,BS,Bachelor of Science in Data Science,"The official university website for the University of California, Irvine is uci.edu.",
,"The Bachelor of Arts (B.A.) degree is designed for students who want a broad undergraduate background in the arts as preparation for careers or graduate work in related fields. The Department of Dance fosters an educational environment where a student’s creative, intellectual, and communicative powers are challenged and developed. Students in the UCI Dance Department discover that performance opportunities, creative projects and theoretical studies complement and reinforce each other. This is a supportive educational environment for students to create, perform, analyze and study dance from historical, philosophical and scientific perspectives.",https://catalogue.uci.edu/clairetrevorschoolofthearts/departmentofdance/,,BA,Bachelor of Arts in Dance,"The official university website for the University of California, Irvine is uci.edu.",
,"In the studio, students receive hands-on experience with current software tools, creating and sharing digital media art projects, developing an appreciation of digital media aesthetics and conceptual design, and learning the fundamentals of desktop video, audio, and Web authoring software applications. [1]",https://catalogue.uci.edu/clairetrevorschoolofthearts/departmentofart/digitalarts_minor/,,Minor,Minor in Digital Arts,"The official university website for the University of California, Irvine is uci.edu.",
"['Honors in Acting', 'Honors in Design', 'Honors in Directing', 'Honors in Stage Management', 'Honors in Drama']","The Bachelor of Arts in Drama program at the University of California, Irvine, provides a comprehensive study of acting, directing, design, music theatre, playwriting, stage management, theatre production, and dramatic theory, criticism, literature, and history. The program also involves hands-on participation in productions throughout a student's course of study.",https://drama.arts.uci.edu/undergraduate-programs,,Bachelor of Arts,Bachelor of Arts in Drama,"The official university website for the University of California, Irvine is uci.edu.",
," The curtain focuses in the study of East Asian Cultures focuses on the regional dynamics of cultural and social transformations in East Asia. Students benefit from a multidisciplinary approach to the study of intra-regional relationships between East Asian countries in order to situate them in their broader global contexts. By integrating the study of East Asia with theoretical issues that shape the study of world culture in general, students gain the dual perspectives derived from examining East Asian cultures on their own terms and from recognizing the affinities these civilizations share, and the conflicts they encounter in their interactions with the rest of the world. [1, 2]",https://catalogue.uci.edu/schoolofhumanities/departmentofeastasianstudies/eastasiancultures_ba/,,"B.A. [1, 2]",Bachelor of Arts in East Asian Cultures,"The official university website for the University of California, Irvine is uci.edu.",
"['Atmospheric Science', 'Hydrology and Terrestrial Ecosystems', 'Oceanography']","The Earth System Science (B.S.) program provides students with a fundamental understanding of the oceanographic, atmospheric, and terrestrial sciences. [10] This program of study prepares students for careers in science, research, or technical fields. [10] Students learn to apply basic sciences (physics, chemistry, mathematics, and biology) to understand the major processes and systems governing the Earth's climate, biogeochemical cycles, and global change. [10] Central to the B.S. program is an understanding of relevant scientific literature, methods to collect/analyze data, and interpret results in the context of scientific theory. [10] Students will learn to work collaboratively to understand and address complex problems and communicate scientific knowledge. [10] Through the core course work, students will learn to explain the current and projected future state of the Earth system in the context of past climate change and current human activities. [10] Once the core course work is complete, students are encouraged to focus on a particular area within Earth System Science and to choose electives that build a coherent core of knowledge. [10] Focus areas include but are not limited to climatology, biogeochemical cycles, oceanography, hydrology, terrestrial sciences, and atmospheric sciences. [10] Optional specializations are available in Atmospheric Science, Hydrology and Terrestrial Ecosystems, and Oceanography. [10]",https://www.ess.uci.edu/bachelor-science-earth-system-science,,Bachelor of Science,Bachelor of Science in Earth System Science,"The official university website for the University of California, Irvine is uci.edu.",
,,,,Minor,Minor in Earth and Atmospheric Science,"The official university website for the University of California, Irvine is uci.edu.",
,"In the 21st century, biologists in fields ranging from medicine to global change biology increasingly incorporate ecological and evolutionary ideas in their research. The major in Ecology and Evolutionary Biology encourages students to understand and appreciate important linkages between biological disciplines. [4, 8] The major is very broad, including components of evolutionary biology, ecology, and physiology. [4, 8] Faculty interests are also broad and include molecular evolution, population genetics, the evolution of aging, conservation biology, restoration ecology, biogeography, plant and animal population and community ecology, the evolution of infectious disease, experimental evolution, evolutionary ecology, population and community ecology, conservation and restoration ecology, global change, microbial ecology, behavioral ecology, ecophysiology, and evolutionary physiology. [4, 8] Following graduation, students will be especially well prepared to enter graduate programs in either ecology or evolution for advanced study. The major also provides the foundation to pursue careers in governmental and non-governmental environmental organizations, in industry, and in professional schools. [4]",https://catalogue.uci.edu/schoolofbiologicalsciences/departmentofecologyandevolutionarybiology/ecologyandevolutionarybiology_bs/,,BS,Bachelor of Science in Ecology and Evolutionary Biology,"The official university website for the University of California, Irvine is uci.edu.",
,"The Bachelor of Arts in Economics helps students examine how society produces and consumes goods, and it analyzes many real-world issues such as international trade, poverty, taxes, crime, and education. The curriculum provides students with thorough training in both theoretical and empirical approaches to real world problems, and it provides a framework in which to analyze human behavior. In doing so, students graduate with the skills needed for successful careers in a wide range of fields including finance, consulting, accounting, and government.",https://www.economics.uci.edu/undergrad/major.php,,Bachelor of Arts,Bachelor of Arts in Economics,"The official university website for the University of California, Irvine is uci.edu.",
,"The minor introduces students to the fundamentals of economic theory and builds basic economic literacy. Students apply economic theory in two upper-division electives of their choosing. The minor is ideal for anyone seeking careers in business, government, law, or non-profits or who simply has interest in economic issues.",https://catalogue.uci.edu/schoolofsocialsciences/departmentofeconomics/economics_minor/,,Minor,Minor in Economics,"The official university website for the University of California, Irvine is uci.edu.",
"['Early Childhood Learning and Development', ""Children's Learning and Development"", 'After-School Learning and Development', 'Digital Media and Learning', 'English Language Learning', 'Research and Evaluation']",,https://education.uci.edu/bachelors-baes.html,,BA,Bachelor of Arts in Education Sciences,"The official university website for the University of California, Irvine is uci.edu.",
,"The minor in Education is designed to facilitate exploration of a broad range of issues in the field of education. [2, 3, 4] Graduates with the Education minor may be employed in schools, government, private industry, and non-profit organizations. [2, 3, 4] Many graduates will pursue advanced training leading to teaching careers or administrative leadership. [2, 3, 4] The minor requires the completion of a minimum of eight courses, which includes five core courses and three electives, totaling 32 units. [2, 3, 4] No more than two non-Education courses from the student's major area of study may be used to satisfy the minor requirements. [2, 3, 4]",https://education.uci.edu/student-advising/undergraduate/education-minor.html,,Minor,Minor in Education,"The official university website for the University of California, Irvine is uci.edu.",
"['Electro-optics and Solid-State Devices', 'Systems and Signal Processing']","The undergraduate Electrical Engineering curriculum is built around a basic core of humanities, mathematics, and natural and engineering science courses. It is arranged to provide the fundamentals of synthesis and design that will enable graduates to begin careers in industry or to go on to graduate study. UCI Electrical Engineering students take courses in network analysis, electronics, electronic system design, signal processing, electromagnetics, and computer engineering. They learn to design circuits and systems to meet specific needs and to use modern computers in problem analysis and solution.",https://catalogue.uci.edu/thehenrysamuelischoolofengineering/departmentofelectricalengineeringandcomputerscience/electricalengineering_bs/,,B.S.,Bachelor of Science in Electrical Engineering,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in English,"The official university website for the University of California, Irvine is uci.edu.",Failed to parse JSON response
,"All college level degrees require advanced levels of literacy within their specific subject. But only one discipline, English, zeroes in on the skills of advanced literacy itself—the ability to read critically and write analytically. Because an English minor directly trains you in the skills of advanced reading and writing, it will necessarily enhance your success in literally any other college degree. [2]",https://www.humanities.uci.edu/english/undergraduate/minor-english,,Minor,Minor in English,"The official university website for the University of California, Irvine is uci.edu.",
,"Environmental Engineering is an interdisciplinary degree-granting program engaging faculty from departments in both engineering and the physical sciences, and managed by the Department of Civil and Environmental Engineering. Environmental Engineering addresses the development of strategies to control anthropogenic emissions of pollutants to the atmosphere, waterways, and aaaaaaaaaaaaaaaa
The curriculum includes a core of mathematics, physics, chemistry, and biology, as well as engineering mechanics and methods courses. [4] The curriculum aims to provide graduates with a strong basic science background, particularly in chemistry and biology, and a broad exposure to several environmental engineering science disciplines. [13] Courses relating to transport processes, water quality control, air quality control, and process design are included in the core. [13] Students can choose from various environmental engineering courses to focus their training in areas like water supply and resources, wastewater management, or atmospheric systems and air pollution control. [4] Design experiences are integrated into these courses, and a capstone design course is required for seniors. [4]",https://catalogue.uci.edu/thehenrysamuelischoolofengineering/departmentofcivilandenvironmentalengineering/environmentalengineering_bs/,"The Environmental Engineering program is accredited by the Engineering Accreditation Commission of ABET, under the commission's General Criteria and Program Criteria for Environmental and Similarly Named Engineering Programs. [5, 11]",BS,Bachelor of Science in Environmental Engineering,"The official university website for the University of California, Irvine is uci.edu.",
"While the program does not have formal concentrations, students are encouraged to focus on a particular area within Environmental Science and Policy. Focus areas include, but are not limited to, urban planning, public policy, sociology, economics, climatology, water resources, water quality, agriculture, air pollution, resource management, and atmospheric sciences. [1]","The Environmental Science and Policy B.A. degree program prepares students interested in environmental problem solving by linking an understanding of natural science with socioeconomic factors and public policy. The curriculum combines a quantitative understanding of environmental science, chemistry, and biology with law, policy, and economics to provide a foundation for careers in environmental policy, resource management, education, environmental law, urban and environmental design and related fields. [1] The Environmental Science and Policy program provides students with a solid foundation to recognize the impacts of human activities on the environment, and in turn the impacts of environmental change on society. Students will understand the mechanisms by which key institutions, policies, and regulations impact ecosystems and the physical environment. [1]",https://www.ess.uci.edu/undergrad/esp,,Bachelor of Arts [1],Bachelor of Arts in Environmental Science and Policy,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in European Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The UCI Department of Film and Media Studies provides students with a strong liberal arts background by combining theory and practice, giving our majors the tools necessary to navigate the complex film, broadcast, and digital media landscape. [8] Led by award-winning faculty who are leaders in areas like TV and broadcast media, gaming, and new media, students gain skills in theoretical, visual, historical, and cultural analysis and broad knowledge of the history of moving image studies, broadcast policy, popular culture, and social media. [8] Film and Media Studies focuses on nurturing our diverse student body and our students' varied backgrounds and interests. [3] Courses reflect an interdisciplinary and historically grounded approach to the study of moving images, on big and small screens alike. From parsing the history of television policy to writing for video games, our students get a unique interdisciplinary education in the historical and social background of the study of film, television, and new media. [3] In our production and screenwriting courses, students get hands-on experience creating short films, television pilots, webisodes, computer games, and other visual media. [3]",https://catalogue.uci.edu/dase/schoolofhumanities/departmentoffilmandmediastudies/filmandmediastudies_ba/,,B.A. [3],Bachelor of Arts in Film and Media Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Minor in film and media studies focuses on nurturing our diverse student body and our students' varied backgrounds and interests. Courses reflect an interdisciplinary and historically grounded approach to the study of moving images, on big and small screens alike. [9] From parsing the history of television policy to writing for video games, our students get a unique interdisciplinary education in the historical and social background of the study of film, television, and new media. [9, 10] Our outstanding faculty are engaged in innovative research on topics like globalization, gender studies, queer theory, broadcast studies, intellectual history, new media and critical game studies, history of photography, and national cinema approaches to the analysis of Film and Media Studies, and our courses give our students access to this cutting-edge research. [9, 10] In our production and screenwriting courses, students get hands-on experience creating short films, television pilots, webisodes, computer games, and other visual media. [9, 10]",https://catalogue.uci.edu/schoolofhumanities/departmentoffilmandmediastudies/filmandmediastudies_minor/,,Minor,Minor in Film and Media Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"The Undergraduate Program in French offers a broad humanistic course of study designed for students with many interests. The orientation of the program is multidisciplinary, where the study of literature, film, and media is linked to critical, historical, and political concerns. [3] Courses reflect the faculty's interest in the related disciplines of history, philosophy, anthropology, visual studies, film and media studies, gender and sexuality studies, political science, postcolonial studies, and comparative literature. [3] Students should consult with the faculty to plan a coherent program of courses to fulfill the major requirements. [3] Students also should consult with faculty members concerning career plans in areas such as teaching, business, journalism, law, public service, as well as social justice and international non-governmental organization (NGO) work. [3] Lower-division language courses encourage students to participate in the creative process of language, to think in French as they learn to understand, speak, read, and write. [3] These courses are taught entirely in French, and the approach to teaching stresses the interdependence of the four basic language skills and makes them mutually reinforcing. [3] At the intermediate lower-division level, texts of contemporary literary and social interest provide the focus for advanced conversation, reading, and composition. [3] A series of more advanced grammar and composition courses are generally taken in the third year of language study. [3] Upper-division offerings are taught either in the seminar mode or in small group settings. [3] Because classes are limited in size, they promote and encourage participation and discussion and facilitate direct contact with professors. [3]",https://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/french_ba/,,BA,Bachelor of Arts in French,"The official university website for the University of California, Irvine is uci.edu.",
," The  The  The Undergraduate Program in French offers a broad humanistic course of study designed for students with many interests. The orientation of the program is multidisciplinary, where the study of literature, film, and media is linked to critical, historical, and political concerns. Courses reflect the faculty's interest in the related disciplines of history, philosophy, anthropology, visual studies, film and media studies, gender and sexuality studies, political science, postcolonial studies, and comparative literature.",https://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/french_minor/,"UC Irvine is accredited by the Western Association of Schools and Colleges, Senior College and University Commission (WSCUC), a regional accrediting body. [8] However, no discipline-specific accreditation for the Minor in French program is mentioned on the University of California, Irvine's website.",Minor,Minor in French,"The official university website for the University of California, Irvine is uci.edu.",
,"The field sweatshirts and sexuality sweatshirts grew out of Women’s sweatshirts, an interdisciplinary field that developed at a phenomenal rate from a handful of student-initiated courses in the early 1970s to more than 600 programs in colleges and universities across the United States offering degrees at the B.A., M.A., and Ph.D. levels. UCI's Department of Women's sweatshirts was founded as a program in 1975 and has grown significantly since that time. To reflect its expanding scope of inquiry, the department changed its name in 2014 to the Department of Gender and Sexuality sweatshirts. The Department offers a B.A. in Gender and Sexuality sweatshirts, a minor in Gender and Sexuality sweatshirts, a minor in Queer sweatshirts, and a graduate emphasis in Feminist sweatshirts. Gender and Sexuality sweatshirts provides a unique intellectual community for undergraduate and graduate students, where faculty and students share a commitment to interactive teaching and learning. [9] Students work closely with faculty to plan a coherent program of study and to anticipate work toward advanced degrees and a wide variety of career options. [9, 13]",https://catalogue.uci.edu/schoolofhumanities/departmentofgenderandsexualitystudies/genderandsexualitystudies_ba/,,BA,Bachelor of Arts in Gender and Sexuality Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"A komolyzenei előadók számára kiírt Virtuózok tehetségkutató műsor ötletgazdája és producere Peller Mariann, a közmédia klasszikus zenei tehetséggondozásért felelős volt vezérigazgató-helyettese. [2] Peller Mariann magyar televíziós és rádiós műsorvezető, producer, a Virtuózok komolyzenei tehetségkutató megálmodója és létrehozója férjével, Juni Györggyel. [1, 2] A Virtuózok célja a klasszikus zene népszerűsítése és új tehetségek felfedezése. [3] A műsor egyedülálló formátummal rendelkezik, amely a tehetségkutatók izgalmát ötvözi a klasszikus zene szépségével. [4] A zsűri neves hazai és nemzetközi zeneművészekből áll, akik segítik a fiatal tehetségek fejlődését. [5, 6]",https://www.humanities.uci.edu/genderandsexualitystudies/undergraduate/minor-gss,"The University of California, Irvine (UCI) is accredited by the WSCUC (Western Association of Schools and Colleges, Senior College and University Commission). [7] Specific accreditation for the Minor in Gender and Sexuality Studies program is not mentioned on the official website. [7, 8]",Minor,Minor in Gender and Sexuality Studies,"The official university website for the University of California, Irvine is uci.edu.",
,"Genetics pervades every aspect of modern society, from newspaper articles to talk shows, from discussions on health care to discussions on cloning. With the sequencing of the human genome, it is more important than ever for biology students to have a broad background in the study of heredity and evolution. The Genetics major is designed to benefit motivated undergraduates who have a particular interest in learning about developmental genetics, evolutionary genetics, and molecular genetics and to allow them to explore how our knowledge of genetic mechanisms contributes to our understanding of human development and disease. The Genetics major will accommodate students interested in the study of inheritance either as a basic discipline or in terms of its applied aspects in biotechnology, medicine, and agriculture, but will be especially attractive to those students desiring focused study and preparation for graduate training. Genetics majors begin their study in the junior year with three required major courses (BIO SCI D103 , BIO SCI D104 and BIO SCI D113 ). In addition to these required major courses, students will choose six additional upper-division Biology Elective courses. Certain courses are designed to give students an understanding of genetic mechanisms and teach them how to define and answer fundamental questions in biomedical research. Additionally, students choose at least two electives that deal with videos of ufc on espn 58 as the molecular biology of cancer, human genetic diseases, developmental genetics, and the genetics of aging. Finally, Genetics majors are encouraged to explore laboratory research by enrolling in BIO SCI 199 . Laboratory research not only expands a student's technical skills, but is also designed to allow faculty members to mentor Genetics majors. All students majoring in Genetics have a faculty advisor with whom they meet at least quarterly. The faculty advisor helps students plan their curriculum and select appropriate Biological Sciences 199 research projects. [7]",https://catalogue.uci.edu/schoolofbiologicalsciences/departmentofdevelopmentalandcellbiology/genetics_bs/,,B.S.,Bachelor of Science in Genetics,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Bachelor of Arts in German Studies,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
," The undergraduate programs in European Languages and Studies focus on Europe in its linguistic, historical, literary, artistic, and cultural diversity. Students pursuing studies in the Department build knowledge about a region of the world that has had a defining influence on U.S. cultural and political traditions and continues to exert profound effects on global politics, economies, and cultures. Through the comparative lens of studying European languages and cultures, students foster an awareness of their own position in the world and develop critical and analytical skills applicable to many career paths. Students may earn a Bachelor's degree in European Studies, French, or German Studies. When taking a smaller number of courses, they may complete a minor in European Studies, French, German Studies, Italian Studies, or Russian Studies. Language students in the Department become proficient in French, German, Italian, or Russian and develop deep communicative and interpretive skills. Learning a foreign language allows students to view in a new light their own linguistic situation, which can be enhanced further by studying abroad. The Department encourages study abroad as a vital component of the student's experience.",https://catalogue.uci.edu/schoolofhumanities/departmentofeuropeanlanguagesandstudies/germanstudies_minor/,,Minor,Minor in German,"The official university website for the University of California, Irvine is uci.edu.",
"['Primary Emphasis', 'Secondary Emphasis']","Global Cultures is an innovative undergraduate major in the School of Humanities with an exciting mission: to explore the problems and processes of globalization from a humanistic perspective. [2] The major provides students with 21st century analytical skills and knowledge that is critical to understanding the complexities of the diverse world in which we live. In the process, Global Cultures equips students with the knowledge and tools that lead to successful careers in a wide range of professions and fields. [2] Global Cultures faculty offer high-quality lectures and, in advanced courses, interactive small group seminars. The major favors a multidisciplinary approach that draws on multiple departments and programs, housed in both the Humanities (including Art History, English, Film and Media Studies, History, Philosophy, Religious Studies, Spanish and Portuguese, and many more) and the Social Sciences (Anthropology, Chicano/Latino Studies, Political Science, Sociology, among others). The curricular offerings of Global Cultures are extraordinarily broad. With this intellectually stimulating learning environment, the major attracts students from a wide range of backgrounds. Global Cultures faculty provide these students with a critical understanding and a strong foundation for practice in a variety of occupations, both domestic and international. [2] Students majoring in Global Cultures must choose a primary emphasis and a secondary emphasis from the list that can be found by clicking the major tab. Each emphasis essentially consists of a geographic focus. Students may also design their own emphasis in consultation with a program advisor and with the approval of the Global Cultures Committee.",https://www.humanities.uci.edu/globalcultures/,,B.A.,Bachelor of Arts in Global Cultures,https://catalogue.uci.edu/schoolofhumanities/undergraduateprograminglobalcultures/globalcultures_ba/globalcultures_ba.pdf,
"['Environment, Economies and Conflicts', 'Histories, Cultures and Identities', 'Geographies, Migrations and Politics']","The Global Middle East Studies (GMES) major was created to meet the needs of the growing number of students on campus who wish to gain an in-depth, interdisciplinary grounding in the histories and present-day realities of the Middle East in a global context. [2] Our goal is to ensure students have a well-developed and competitive foundation to continue their studies at the best graduate programs in the US and globally, and/or begin a career in fields such as law, business, consulting, foreign affairs, humanitarian affairs, medicine, science, or security studies, in which both theoretical and practical/first-hand knowledge of the regions we study are equally important. [2] The Global Middle East Studies major thus situates the countries of the MENA both vis-a-vis their relationships with neighboring regions, such as Sahelian and sub-Saharan Africa, the Northern Mediterranean, and Central, South and Southeast Asia, and with the broader global Muslim Diaspora in Europe and the Americas. [2] The Global Middle East Studies major is defined by its core “Problems & Methods” course series, including humanities and the arts (GLBL ME 60A), the social sciences (GLBL ME 60B), and social ecology, peace and conflict and physical sciences approaches (GLBL ME 60C). [2] In addition, majors will take a writing (GLBL ME100W) seminar, and have the choice of several dozen upper division courses from departments in half a dozen schools from which to choose eight elective courses, divided 4 each among two of three thematic concentrations: “Environment, Economies and Conflicts,” “Histories, Cultures and Identities,” or “Geographies, Migrations and Politics.” [2] NOTE: This program is currently not admitting students. [8]",http://www.humanities.uci.edu/gmes,,B.A.,Bachelor of Arts in Global Middle East Studies,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Minor in Global Middle East Studies,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Minor in Global Sustainability,"The official university website for the University of California, Irvine is uci.edu.","429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The Department offers Minors in Classical Civilization, Greek, and Latin for students who plan to follow a shorter but formally recognized program of study in Classics. The Minor program in Greek enables an-in-depth knowledge of the ancient Greek language, literature, and culture. Students who minor in Greek have many of the same advantages as our majors, and benefit from being part of our inclusive community as they develop their study of classical civilization with emphasis on the Greek language and culture. Students further benefit from enhancing their critical thinking and their creative and historically informed problem solving, which can successfully complement their majors and studies in other areas, including the Humanities, Social Sciences, STEM or other professional fields.",https://catalogue.uci.edu/schoolofhumanities/departmentofclassics/greek_minor/,,Minor,Minor in Greek,"The official university website for the University of California, Irvine is uci.edu.",
,,,,,Minor in Health Informatics,"The official university website for the University of California, Irvine is uci.edu.",
