Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Economics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
English Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Environmental Humanities Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Environmental Science Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Environmental Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor, students should meet with the minor advisor to discuss the requirements and fill out the Declare/Update Field of Study Form. The Environmental Studies minor requires the completion of 6 course units.",Not Required,True,False,,True,False,False,,,program,
European Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Fine Arts Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,Students can declare a minor in Fine Arts by submitting the 'Declare/Update Field of Study' form on Path at Penn.,Not Required,True,False,,False,False,False,,,program,
French and Francophone Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in French and Francophone Studies, students must meet with the undergraduate chair.",Not Required,True,False,,False,False,False,,,program,
"Gender, Sexuality and Women's Studies Minor",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Six course units are required for the Gender, Sexuality, and Women's Studies minor.

One of the following introductory courses:
GSWS 0020 Introduction to Gender and Sexuality Studies
GSWS 0030 Introduction to Feminist Thought
GSWS 1490 Law and Social Policy on Sexuality and the Family

One of the following theory courses:
GSWS 3000 Feminist Theory
GSWS 5000 Topics in Feminist Theory

Four additional GSWS courses, two of which must be at the 3000-level and above.

A maximum of one course may be taken at another institution, upon approval from the undergraduate chair. Students must have a minimum GPA of 2.0 in courses for the minor.",Not Required,True,False,,False,False,False,,,program,
Geology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
German Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Global Medieval Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Hispanic Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
History Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
History of Art Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,Students who wish to declare a minor in History of Art should do so on Path@Penn. They are also encouraged to meet with the Undergraduate Chair to plan their course of study.,Not Required,True,False,,False,False,False,,,program,
International Development Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
International Relations Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"A minor in International Relations consists of 6 course units, as follows:

INTR 1010 Introduction to International Relations (or PSCI 1100 Introduction to International Relations)
One course in International Economics (ECON 0500 Introduction to International Development or ECON 2510 International Trade)
One course in Diplomatic History (HIST 1741 The History of American Power, HIST 2100 Diplomatic History Of The United States, HIST 2101 U.S. Foreign Policy, 1945 to the Present, HIST 3120 American Empire, HIST 3390 The U.S. And The World, or other approved course)
Three additional INTR courses, one from each of the three IR concentrations.",Not Required,True,False,,False,False,False,,,program,
Italian Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Jewish Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare the minor, students should meet with the undergraduate chair.",Not Required,True,False,,False,False,False,,,program,
Journalistic Writing Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in Journalistic Writing, schedule a meeting with the minor advisor.",Not Required,True,False,,False,False,False,,,program,
Landscape Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Latin American and Latinx Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in Latin American and Latinx Studies, please contact the LALS Undergraduate Chair, Dr. Michael Hanchard.",Not Required,True,False,,False,False,False,,,program,
Law and Society Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Students interested in the minor should first meet with the Program Director, Professor Rogers Smith. After meeting with the Director, students must declare the minor on Path@Penn.",Not Required,True,False,,False,False,False,,,program,
Legal Studies and History Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,True,False,,False,False,False,,,program,
Linguistics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in linguistics, students should meet with the undergraduate chair. Six course units are required for the Minor in Linguistics: LING 0001 Introduction to Linguistics, and five additional LING courses, at least three of which must be at the 2000-level or above.",Not Required,True,False,,False,False,False,,,program,
"Logic, Information and Computation Minor",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Students should declare this minor no later than the fall of their junior year by completing the Declare/Update Field of Study Form on Path@Penn. They should also inform the Minor Chair of their intention to minor in Logic, Information, and Computation.",Not Required,True,False,,True,False,False,,,program,
Mathematics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Medical Sociology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Students should declare a minor by the end of their junior year by completing a ""Declare/Update Field of Study"" form on Path@Penn.",Not Required,True,False,,False,False,False,,,program,
Modern Middle Eastern Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Music Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Six course units are required for the Minor in Music. To declare a minor in Music, students should complete the Declaration of Major/Minor form on the Path@Penn student portal. The six course units are comprised of the following: MUSC 1710 Introduction to Music Theory; Any two 2000-level courses; Any three Music courses (any level).",Not Required,True,False,,False,False,False,,,program,
Native American and Indigenous Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The Native American and Indigenous Studies Minor consists of 6 course units, distributed as follows:

Required Course (1 c.u.)
ANTH 0630 Introduction to Native American and Indigenous Studies

Electives (5 c.u.)
- At least 3 of the 5 electives must be taken at the 2000-level or above.
- Students must choose from the approved NAIS course list.
- At least 3 different departments/programs must be represented among the electives.
- Only 1 c.u. may be an independent study.",Not Required,True,False,,False,False,False,,,program,
Middle Eastern Languages and Cultures Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Six course units are required for the minor in Middle Eastern Languages and Cultures. The requirements are: Four course units in one Middle Eastern language (Arabic, Hebrew, Persian, or Turkish) beyond the elementary level. Two course units of NELC/JWST/ARTH/ANTH/CLST/COML/ECON/HIST/RELS/SARS/URBS courses dealing with the Middle East.",Not Required,True,False,,False,False,False,,,program,
Neuroscience Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Neuroscience & Health Care Management Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Nutrition Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,A minimum of 6 course units are required. Students must earn a minimum grade of C- in courses taken for the minor. Courses taken on a Pass/Fail basis cannot be applied to the minor.,Not Required,True,False,,True,False,False,,,program,
Philosophy Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,The Philosophy Minor requires 6 PHIL courses. At most one of these may be at the 0000-level. At least four must be at the 2000-level or higher.,Not Required,True,False,,False,False,False,,,program,
Physics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"A total of 8 course units are required. The courses cannot be taken pass/fail. A minimum GPA of 2.0 in the minor is required for graduation.

Required Introductory Courses:
PHYS 0150 / PHYS 0170 & PHYS 0151 / PHYS 0171
OR PHYS 0140 & PHYS 0141

Required Mathematics Courses:
MATH 1400 & MATH 1410

Electives:
4 additional course units from PHYS courses numbered 0200 or higher, or ASTR courses numbered 0200 or higher. For a list of pre-approved non-PHYS/ASTR courses that may also be counted as electives, students should consult the department website.",Not Required,True,False,,True,False,False,,,program,
Political Science Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in Political Science, students must contact the Undergraduate Coordinator to set up a meeting. The minor requires the completion of any six PSCI courses, chosen in consultation with the Undergraduate Chair. No more than two of these courses may be from outside the University of Pennsylvania (i.e., transfer or study abroad courses).",Not Required,True,False,,False,False,False,,,program,
Psychoanalytic Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Psychology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"Students wishing to declare a Minor in Psychology should bring an unofficial transcript to the Undergraduate Coordinator. To declare the Minor, a student must have completed PSYC 0001 with a grade of B or higher. The Psychology Minor requires the completion of 6 courses for a total of 6 course units.",Not Required,True,False,,True,False,False,,,program,
Religious Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Russian and East European Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,Students interested in declaring a Minor in Russian and East European Studies should meet with the undergraduate chair.,Not Required,True,False,,False,False,False,,,program,
"Science, Technology and Society Minor",https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
Sociology Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
South Asia Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,,Not Required,True,False,,False,,,,,program,
Statistics Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Survey Research and Data Analytics (PORES) Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Sustainability and Environmental Management Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare the Sustainability and Environmental Management (SEM) minor, students must follow the instructions on the Declare/Update Field of Study Form in Path@Penn.",Not Required,True,False,,True,False,False,,,program,
Theatre Arts Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Urban Education Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"The Urban Education Minor is open to all Penn undergraduates. To officially declare the minor, students must meet with an advisor at the Graduate School of Education.",Not Required,True,False,,False,False,False,,,program,
Urban Real Estate and Development Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Urban Studies Minor,https://catalog.upenn.edu/undergraduate/arts-sciences/majors/,Not Required,Not Required,"To declare a minor in Urban Studies, please download the Declare/Update Field of Study Form from the College of Arts and Sciences and make an appointment with the Associate Director, Dr. Elaine Simon, to have the form signed.",Not Required,True,False,,False,False,False,,,program,
