Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
,,"To declare the Environmental Science major, students must have completed all of the following: Environment 10; Statistics (Life Sciences 40, Stats 10, or Stats 13); Chemistry 14A/20A and 14B/20B; Mathematics 3A/31A and 3B/31B. In addition, students must have a minimum 2.0 (C) grade-point average in all prep courses for the major.",,True,False,True,False,False,,,program,Bachelor of Science in Environmental Science,https://www.ioes.ucla.edu/envisci/how-to-declare-the-major/
Required,Required,"Applicants must first complete the University of California Undergraduate Application between October 1 and November 30. Additionally, all applicants to the Herb Alpert School of Music must submit a supplemental application. For the Ethnomusicology BA, the supplemental application requirements include a 1-2 page personal statement, a 1-2 page resume, two letters of recommendation, unofficial transcripts, and a video audition or portfolio submission. Applicants who pass the initial screening will be invited to an on-campus or virtual interview/audition.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Ethnomusicology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Arts in European Languages and Transcultural Studies, applicants must complete the University of California application. General requirements include the completion of 15 year-long high school courses (A-G requirements) with a minimum GPA, and responses to four Personal Insight Questions. UCLA uses a holistic review process that considers academic achievements as well as personal qualities and contributions to the campus. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in European Languages and Transcultural Studies,"http://us.51liucheng.com/niversity-of-california,-los-angeles-477/"
Not Required,Required,"To apply for admission to UCLA, students must complete the University of California (UC) Application. Freshman applicants must satisfy the A-G subject requirements with a minimum GPA of 3.0 (3.4 for non-residents) and complete the Personal Insight Questions. For transfer applicants, UCLA requires a strong GPA in major-specific preparatory coursework. The Department of European Languages and Transcultural Studies does not require a supplemental application or portfolio for this major.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in European Languages and Transcultural Studies with French and Francophone,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To be eligible for admission to UCLA, applicants must complete the University of California's 'a-g' subject requirements with a grade of C or better. For California residents, a minimum GPA of 3.0 is required, while nonresidents must have a minimum GPA of 3.4. Admission is based on a holistic review of the applicant's academic achievements, personal insight questions, and extracurricular activities. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes. Applicants to the College of Letters and Science are admitted to the college and do not need to provide any additional information beyond the standard UC application.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in European Languages and Transcultural Studies with German,https://admission.ucla.edu/apply/majors
,,"ELTS 1, Italian 1-6 or equivalent.",,True,False,False,False,False,,,program,Bachelor of Arts in European Languages and Transcultural Studies with Italian,https://reslife.ucla.edu/major-blast/humanities
Not Required,Required,"To be eligible for admission as a freshman, applicants must complete 15 year-long college-preparatory courses (A-G requirements) with a grade of C or better: 2 years of History, 4 years of English, 3 years of Mathematics, 2 years of Science, 2 years of Language other than English, 1 year of Visual and Performing Arts, and 1 year of College-preparatory Elective. Applicants must earn a grade point average (GPA) of 3.0 or better (3.4 for non-California residents) in these courses. Admission also requires completion of the University of California application, which includes the Personal Insight Questions.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in European Languages and Transcultural Studies with Scandinavian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Arts in European Studies, applicants must complete the University of California (UC) application. General requirements for admission to UCLA include completion of the 'A-G' secondary school course requirements, a minimum GPA of 3.0 for California residents (3.4 for non-residents), and completion of the Personal Insight Questions. The European Studies major requires students to complete specific lower-division preparation courses, including foreign language proficiency through the intermediate level (six quarters or equivalent).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in European Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Film and Television BA program, applicants must complete the University of California Undergraduate Application and the UCLA School of Theater, Film and Television Supplemental Application. Required supplemental materials include a Personal Statement (no more than 2 pages, double-spaced), Writing Samples (a one-page Creative Writing sample and a Critical Essay of no more than 3 pages), and a list of Life Experience/Special Achievement. Freshman applicants must also complete the Personal Insight Questions on the UC Application.",Required,True,False,False,False,False,,,program,Bachelor of Arts in Film and Television,https://www.tft.ucla.edu/admissions/film-television-and-digital-media/
Not Required,Not Required,"To enter the Gender Studies major, students must have an overall grade-point average of 2.0 or better and have completed Gender Studies 10 with a grade of C or better. Preparation for the major includes Gender Studies 10 and one course from Gender Studies 102 through 187. All applicants must complete the University of California (UC) application, which includes Personal Insight Questions and a review of academic history.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Gender Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Applicants must meet UCLA's undergraduate admission requirements. Freshmen are evaluated based on academic achievement in 'A-G' secondary school courses, grade point average, and Personal Insight Questions. Transfer applicants are evaluated on the completion of 60 semester (90 quarter) units of transferable college credit, GPA, and completion of major preparation courses. Required major preparation for the Geography B.A. includes Geography 1, 2, 5; one course from 3, 4, or 6; one course from Statistics 10, 12, or 13; and three additional lower-division courses as specified by the department.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Geography,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for admission to UCLA, freshman applicants must complete a specific set of 15 college-preparatory courses (A-G courses) with at least a 3.0 GPA (3.4 for non-residents). Applicants must submit the University of California Application, which includes the Personal Insight Questions. For the Geography/Environmental Studies major specifically, students are typically admitted as 'Pre-Geography/Environmental Studies' majors and must complete the necessary preparation courses, including Geography 1, 2, and 5, with a minimum grade of C in each course and a cumulative 2.0 GPA to be eligible for the full major.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Geography/Environmental Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"UCLA is test-free and will not consider SAT or ACT scores for admission or scholarship purposes. Applicants must complete a specific set of 15 year-long high school courses (A-G requirements) and submit four Personal Insight Questions. For the Geology B.S., students are expected to complete preparatory coursework in Mathematics, Chemistry, and Physics.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Geology,https://itep.nau.edu/internships/past-interns/interns-2024-2023/
Not Required,Required,"Admission to the Geology/Engineering Geology major at UCLA is based on the general University of California admission requirements. For freshmen, this includes the completion of 15 year-long 'A-G' subject area courses with at least a C or better, a competitive GPA, and completion of the Personal Insight Questions. For transfer students, admission is based on the completion of major preparation requirements, which include: one year of calculus (Mathematics 31A, 31B, 32A), one year of general chemistry (Chemistry and Biochemistry 14A/14B or 20A/20B), and calculus-based physics (Physics 1A, 1B or Physics 5A, 5B, 5C).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Geology/Engineering Geology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To be eligible for admission to UCLA, applicants must satisfy the University of California’s general admission requirements. Freshman applicants must complete a set of 15 year-long college-preparatory courses (A-G requirements) with a grade of C or better, including 11 courses before their senior year. Applicants must also complete Personal Insight Questions. For the Bachelor of Science in Geophysics, preparation for the major includes: Chemistry 20A; Mathematics 31A, 31B, 32A, 32B, 33A, 33B; Physics 1A, 1B, 1C, 4AL, 4BL; and one course from Earth, Planetary, and Space Sciences 1, 8, 9, 13, 15, or 20.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Geophysics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Required,Required,"To be considered for admission to the Bachelor of Arts in Global Jazz Studies, applicants must submit the University of California Application and the UCLA Herb Alpert School of Music Supplemental Application. The supplemental application requires a pre-screening video, a musical resume, a personal statement, and two letters of recommendation. Selected applicants based on the supplemental application will be invited for a live audition and interview with the faculty.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Global Jazz Studies,https://www.broadwayworld.com/studentcollege/University-of-California-Los-Angeles-School-of-Music
Not Required,Required,"Admission to the Global Studies major is competitive and requires a supplemental application. Students must first be admitted to UCLA and typically enter as 'Pre-Global Studies' majors. To be eligible for the major, students must complete five preparatory courses: Global Studies 1, one course from the 'Culture and Society' list, one from 'Governance and Conflict', one from 'Markets, Economy and Society', and one statistics course. A minimum GPA of 3.25 in these preparatory courses is required. The application for the major includes a personal statement. Transfer students must complete specific preparatory course requirements prior to admission. UCLA is a test-free institution and does not consider SAT or ACT scores for undergraduate admission.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Global Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Admission to the Bachelor of Arts in Greek program at UCLA is based on general University of California undergraduate admission requirements. Freshman applicants must complete the 'A-G' subject requirements with a minimum GPA and submit the UC Application, which includes the Personal Insight Questions. Transfer applicants are expected to complete 60 semester (90 quarter) units of transferable college credit with a minimum GPA and are encouraged to complete major preparation courses such as Greek 1, 2, and 3 prior to transfer. UCLA is currently test-free and does not consider SAT or ACT scores for admission purposes.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Greek,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for freshman admission, applicants must be on track to receive a high school diploma (or equivalent) and meet the University of California’s minimum requirements: complete 15 'a-g' college-preparatory courses with a grade of C or better (11 of which must be finished prior to the beginning of the last year of high school); earn a GPA of 3.0 or better (3.4 for non-residents) in these courses. Applicants must also respond to four out of eight Personal Insight Questions as part of the application.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Greek and Latin,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"For freshman applicants, requirements include the completion of 15 year-long 'A-G' courses with a minimum 3.0 GPA (3.4 for non-residents). For transfer applicants, the History major requires the completion of four courses from: Western Civilization, World History, and United States History. Each course must be at least 3 semester or 4 quarter units, and transfer students must have a minimum of a 3.2 GPA in their major preparation courses. Additionally, students must complete History 94 or 96W with a grade of C or better to satisfy major requirements.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in History,https://history.ucla.edu/academics/
Not Required,Required,"To be eligible for admission to UCLA, applicants must complete the 'A-G' college-preparatory courses with a minimum 3.0 GPA (3.4 for non-residents). Students are initially admitted to the 'Pre-Human Biology and Society' major. To transition to the Human Biology and Society B.A. major, students must complete specific pre-major courses—Life Sciences 7A, 7B, and 7C; Chemistry 14A, 14B, and 14BL (or 20A, 20B, and 20L); Statistics 13; and Society and Genetics 5—with a grade of C or better and a minimum cumulative and pre-major GPA of 2.0. A formal application to the major, which includes a 1-2 page personal statement, is also required.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Human Biology and Society,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"Admission to the Human Biology and Society B.S. program is competitive. Freshman applicants apply to the 'Human Biology and Society (Pre-major)' via the University of California (UC) application. General admission requirements include completion of the 15 'A-G' college-preparatory courses with a minimum GPA of 3.0 (3.4 for non-residents) and completion of the UC Personal Insight Questions. Transfer applicants must complete specific major preparation courses prior to admission, which include a year of general chemistry, organic chemistry, life sciences (evolution, genetics, and molecular biology), and calculus. UCLA is a test-free institution and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Human Biology and Society,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Individual Field of Concentration major, students must have a cumulative grade-point average of 3.3 (B+) or better and have completed at least 45 units, but no more than 120 units. The application process requires a written proposal that includes a statement of the objectives and nature of the proposed major, a rationale for why these objectives cannot be met by any existing UCLA major, and a list of specific courses to be taken. The proposal must be supported and signed by two faculty members, at least one of whom must be from the UCLA College of Letters and Science.",,True,False,False,False,False,,,program,Bachelor of Arts in Individual Field of Concentration,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,Required,"Individual fields of concentration are open only to students in the College of Letters and Science who have a cumulative grade-point average of 3.30 or better and have completed at least 45 units at UCLA (but no more than 150 units). To create an individual major, students must have the support of two faculty advisors (one of whom must be from the department of the primary emphasis). The proposal must include a proposed major title, a summary of the theme and objectives of the major (about 50 words), a Statement of Purpose (limit 1500 words), and a detailed program of study consisting of 12 to 15 upper-division courses (at least 48 but no more than 60 units).",,True,False,True,False,False,,,program,Bachelor of Science in Individual Field of Concentration,https://registrar.ucla.edu/file/94cfd75a-a0a8-46f4-8ddb-0a937e56d776
Not Required,Not Required,"Preparation for the Major: Iranian 1A, 1B, 1C (Elementary Persian) or 20A, 20B, 20C (Accelerated Elementary Persian). All courses must be taken for a letter grade. General UCLA undergraduate admission requires completion of 15 year-long high school 'A-G' courses with a grade of C or better, and a minimum GPA of 3.0 for California residents or 3.4 for non-residents.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Iranian Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"For freshman applicants, admission requirements include the completion of 15 year-long high school courses (A-G courses) with at least an 11 completed prior to the senior year, and a minimum GPA of 3.0 (3.4 for non-residents). For the Bachelor of Arts in Japanese major specifically, preparation includes completion of Japanese 1, 2, 3, 4, 5, and 6 (or equivalent) and one course from Japanese 50, 70, 75, or 80. Transfer students must complete the required preparatory courses with a minimum grade of C in each and a minimum 2.0 grade-point average.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Japanese,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To be eligible for admission to UCLA, applicants must satisfy the University of California's 'A-G' subject requirements with a grade of C or better and have a minimum 3.0 GPA (3.4 for non-residents) in these courses. Applicants must complete the University of California application, which includes Personal Insight Questions. For the Jewish Studies major, preparation for the major includes three courses: Jewish Studies 10 or 11; one course from Jewish Studies 175, Ancient Near East 10W, 12W, 15W, or Middle Eastern Studies 50CW; and one Hebrew course (or equivalent proficiency).",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Jewish Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Arts in Korean, applicants must complete the University of California (UC) application. Requirements for freshman admission include completion of the A–G subject requirements with a grade of C or better, a competitive GPA, and completion of the Personal Insight Questions. For transfer students, completion of major preparation is required, including one year of elementary Korean and one year of intermediate Korean (Korean 1-6). UCLA is test-free and does not consider SAT or ACT scores for admission decisions.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Korean,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Not Required,"To enter the major, students must have an overall grade-point average of 2.0 or better and have completed Labor Studies 10 or 101 with a grade of C or better. All courses must be taken for a letter grade. The major consists of one lower-division preparation course (Labor Studies 10 or 101) and ten upper-division courses including three core courses (Labor Studies 114, 121, and either 191, 194, 195, or 199) and seven elective courses.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Labor Studies,https://economics.ucla.edu/wp-content/uploads/2020/10/Handbook.pdf
Not Required,Required,"To be eligible for admission to the Bachelor of Arts in Latin program, applicants must meet UCLA's general undergraduate admission requirements. Freshman applicants must complete 15 year-long high school courses (A-G) with a grade of C or better, 11 of which must be finished before the senior year. A minimum GPA of 3.0 (3.4 for non-California residents) is required. All applicants must respond to the Personal Insight Questions as part of the UC application. For transfer students, preparation for the major includes the completion of Latin 1, 2, and 3, or the equivalent. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Latin,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Arts in Latin American Studies, freshman applicants must meet general University of California admission requirements. This includes completing 15 year-long high school courses (A-G courses) with a grade of C or better, with at least 11 finished before the senior year. A minimum GPA of 3.0 (3.4 for non-residents) is required in these courses. Applicants must also complete the Personal Insight Questions as part of the UC application. For current UCLA students wishing to declare the major, a minimum cumulative grade-point average of 2.0 is required. UCLA is a test-free institution and does not consider SAT or ACT scores for admission decisions.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Latin American Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for freshman admission to UCLA, applicants must complete 15 A-G courses (year-long high school courses) with a 3.0 GPA or higher (3.4 for non-residents). Applicants must also submit the University of California application, which includes the Personal Insight Questions. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for admission to the Bachelor of Arts in Linguistics and Anthropology, freshman applicants must complete 15 year-long college-preparatory courses (A-G courses) with a grade of C or better and maintain a minimum GPA of 3.0 (3.4 for non-residents). Preparation for the major includes lower-division coursework: Anthropology 4 (Archaeology), Linguistics 20 (Introduction to Linguistics), and completion of the equivalent of the sixth quarter (fourth semester) of one foreign language.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and Anthropology,https://www.quora.com/How-do-you-feel-about-people-that-think-theyre-super-smart-just-because-they-have-multiple-college-degrees-that-also-believe-for-a-person-to-have-any-intelligence-at-all-they-had-to-have-some-type-of-education
Not Required,Not Required,"To be eligible for admission to UCLA as a freshman, you must complete 15 college-preparatory (A-G) courses with a grade of C or better, with at least 11 finished prior to your last year of high school. Applicants must earn a minimum GPA of 3.0 (3.4 for non-residents) in these courses. Admission to the College of Letters and Science is based on these general requirements and the Personal Insight Questions provided in the UC application. Transfer applicants must complete specific major preparation courses, including Linguistics 20 and the fourth semester (or equivalent) of an Asian language.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and Asian Languages and Cultures,http://www.qianmu.org/%E5%8A%A0%E5%B7%9E%E5%A4%A7%E5%AD%A6%E6%B4%9B%E6%9D%89%E7%9F%B6%E5%88%86%E6%A0%A1
Not Required,Not Required,"Applicants are admitted to the College of Letters and Science as a whole and are not required to provide a supplemental application or portfolio. For freshman applicants, UCLA is test-free and will not consider SAT or ACT scores for admission or scholarship purposes. For transfer applicants, admission is based on completion of major preparation requirements, which include courses in Calculus (equivalent to UCLA's MATH 31A, 31B, 32A, 32B, and 33A), Computer Science (equivalent to UCLA's COM SCI 31, 32, 33, and 35L), and Linguistics (equivalent to UCLA's LING 20).",Not Required,True,False,True,False,False,,,program,Bachelor of Arts in Linguistics and Computer Science,https://admission.ucla.edu/apply/majors
Not Required,Required,"To be eligible for admission to UCLA, applicants must complete the University of California’s 'A-G' subject requirements with a grade of C or better and have a minimum GPA of 3.0 (3.4 for nonresidents). Applicants must submit the University of California application, which includes the Personal Insight Questions. For the Linguistics and English major, preparation for the major includes Linguistics 20, English 4W (or 4HW or 80), English 10A, 10B, and 10C, as well as completion of the 4th quarter or equivalent of a foreign language. UCLA is test-free and does not consider SAT or ACT scores for admission decisions.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and English,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be admitted to the Linguistics and Philosophy major, students must have a grade-point average of 2.0 or better in linguistics and philosophy courses. Preparation for the Major: Linguistics 20; Philosophy 7 or 21, 31, and one other course in philosophy. Each course must be passed with a grade of C or better. Students must also complete the foreign language requirement for the BA in Linguistics (five quarters of one foreign language or equivalent). For freshman admission, UCLA considers the standard University of California application, which includes Personal Insight Questions and academic history.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and Philosophy,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Applicants must meet general University of California admission requirements. For freshman applicants, this includes the completion of 15 year-long academic courses (A-G courses) with a minimum GPA of 3.0 (3.4 for non-residents) and the submission of Personal Insight Questions. For the Linguistics and Psychology major, specific preparation for the major includes: Linguistics 20, Psychology 10, Psychology 100A, Psychology 100B, and one course selected from Philosophy 7, 21, or 31. Transfer applicants should have completed 60 semester (90 quarter) units of transferable college credit with a focus on major preparation courses.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and Psychology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be considered for admission to the Bachelor of Arts in Linguistics and Spanish, applicants must meet the general University of California undergraduate admission requirements. This includes completing a minimum of 15 year-long 'A-G' high school courses with at least a 3.0 GPA (3.4 for non-California residents). Applicants must submit the University of California application, which includes the Personal Insight Questions. The College of Letters and Science does not require or consider supplemental materials such as resumes or portfolios for this major. UCLA is a test-free institution and does not consider SAT or ACT scores for admission decisions.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Linguistics and Spanish,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To apply for the Bachelor of Science in Marine Biology, freshman applicants must meet the University of California’s admission requirements, which include completing 15 year-long 'a-g' courses with a grade of C or better and a minimum GPA of 3.0 (3.4 for non-residents). Specifically for the Marine Biology major within the Department of Ecology and Evolutionary Biology, students must complete preparatory coursework in Life Sciences (7A, 7B, 7C, and 23L), Chemistry (14A, 14B, 14BL, 14C or 20A, 20B, 20L, 30A), Mathematics (LS 30A, 30B and Stats 13 or Math 3A, 3B, 3C), and Physics (5A, 5B, 5C). Transfer applicants must complete major-specific preparatory courses by the end of the spring term prior to transfer.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Marine Biology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"UCLA Samueli selection is based on a competitive review of the applicant’s entire UC application. At a minimum, all applicants must have completed the UC 'a-g' course requirements by the end of their senior year of high school. In addition, all applicants to the UCLA Samueli School of Engineering are expected to have a strong background in mathematics and sciences. Freshmen are expected to have completed at least four years of mathematics (through calculus) and at least three years of science (including one year of physics and one year of chemistry).",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Materials Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
,,"Admission to the major is limited. Students must apply for the major after completing the following preparation for the major courses—Mathematics 31A, 31B, 32A, 32B, 33A, 33B, Program in Computing 10A, and Economics 1, 2, 11—with a minimum grade-point average of 2.5 and a grade of C or better in each course. Transfer students must complete one year of calculus, one course in multivariable calculus, one course in linear algebra, one course in differential equations, and one year of microeconomics and macroeconomics with a minimum grade of C in each course (2.5 grade-point average) before transferring to UCLA.",,True,False,True,False,False,,,program,Bachelor of Science in Mathematics,https://catalog.registrar.ucla.edu/major/2025/FinancialActuarialMathematicsBS
Not Required,Required,"To be considered for admission to UCLA, applicants must meet the general University of California admission requirements. For freshman, this includes the completion of 15 year-long 'A-G' courses with a grade of C or better, with at least 11 finished prior to the start of the 12th grade. For transfer students to the Applied Mathematics major, completion of the following major preparation courses is required: Calculus I and II, Multivariable Calculus, Differential Equations, Linear Algebra, and one computer programming course (C++ preferred). Applicants must also complete the Personal Insight Questions as part of the University of California application.",Not Required,True,False,True,False,False,,,program,"Bachelor of Science in Mathematics, Applied","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Preparation for the Major: Mathematics 31A, 31B, 32A, 32B, 33A, 33B; Program in Computing 10A; and one of the following sequences: Chemistry and Biochemistry 20A, 20B; Economics 1, 2, 11; Physics 1A, 1B (or 1AH), 1C (or 1CH). All preparatory courses must be completed with a minimum overall 2.0 grade-point average. To enter the Mathematics/Applied Science major, students must have completed the first four courses with a 2.5 grade-point average or better at UCLA and a minimum grade of C in each course. Transfer students must complete Math 31A, 31B, 32A, 32B, 33A, and 33B by the end of the spring term prior to transfer.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mathematics/Applied Science,https://ww3.math.ucla.edu/wp-content/uploads/2024/07/2024-2025-Undergraduate-Handbook-Department-of-Mathematics-for-Print.pdf
Not Required,Required,"To be eligible for admission to the Bachelor of Science in Mathematics/Economics program at UCLA, freshman applicants must complete the University of California (UC) application, including the Personal Insight Questions. Applicants must have completed a minimum of 15 year-long 'a-g' high school courses with at least 11 finished prior to their senior year, and they must have a minimum GPA of 3.0 (3.4 for non-California residents). UCLA uses a holistic review process that considers academic achievements, personal qualities, and life experiences. Transfer applicants must complete specific major preparation courses, including calculus, linear algebra, and micro/macroeconomics, prior to admission.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mathematics/Economics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"Preparation for the major: Mathematics 31A, 31B, 32A, 32B, 33A, 33B; Program in Computing 10A; Physics 1A (or 1AH) or 5A or 6A. Each course must be completed with a C- or better and an overall combined 2.0 GPA. All courses must be taken for a letter grade. Students must also complete the major requirements which include Math 115A, 131A, 105A, 105B, 105C, 117, 123, 161, and Statistics 100A.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mathematics for Teaching,https://ww3.math.ucla.edu/wp-content/uploads/2023/07/2023-2024-Undergraduate-Handbook-Department-of-Mathematics.pdf
Not Required,Required,"To apply for the Bachelor of Science in Mathematics of Computation at UCLA, applicants must submit the University of California application and answer four Personal Insight Questions. Freshman applicants must complete 15 'a-g' high school courses with a minimum GPA of 3.0 (3.4 for non-residents). Specific preparation for the major includes completing a series of courses: Mathematics 31A, 31B, 32A, 32B, 33A, 33B; Physics 1A, 1B, 1C and 4AL/4BL (or Physics 5A, 5B, 5C); and Program in Computing 10A, 10B, and 10C. Admission to the major is contingent upon grades in these preparatory courses. UCLA is test-free and does not consider SAT or ACT scores for admission or scholarship purposes.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mathematics of Computation,https://degrees.unm.edu/units/7430/
Not Required,Not Required,"To be considered for admission to the Bachelor of Science in Mechanical Engineering program at UCLA, freshman applicants must complete the University of California (UC) Application and meet the following criteria: completion of the 'A-G' subject requirements (History, English, Mathematics, Science, Language other than English, Visual and performing arts, and College-preparatory elective) with a minimum GPA; and submission of the Personal Insight Questions. For the Samueli School of Engineering, admission is highly selective and based on academic preparation, particularly in mathematics and science. Transfer applicants must complete specific lower-division preparation courses including calculus, physics, and chemistry before transferring.",Not Required,True,False,True,False,False,,,program,Bachelor of Science in Mechanical Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
Not Required,Required,"To be eligible for admission to UCLA as a freshman, you must meet the following requirements: 1. Complete 15 year-long high school courses with a grade of C or better — at least 11 of them prior to your last year of high school (A-G requirements). 2. Earn a grade point average (GPA) of 3.0 or better (3.4 if you're a nonresident of California) in these courses with no grade lower than a C. Students are admitted to the Microbiology, Immunology, and Molecular Genetics major as 'Pre-Microbiology, Immunology, and Molecular Genetics' majors. Admission to the major is subject to completion of specific preparatory courses including Chemistry, Life Sciences, Mathematics, and Physics.",Not Required,True,False,True,False,False,,,program,"Bachelor of Science in Microbiology, Immunology, and Molecular Genetics","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu)."
