Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,"Bachelor of Science in Actuarial Science,",,,,,Undergraduate,Fall 2026,,,,Not Required,,,Required,"The Actuarial Science program is a joint program between the Department of Mathematics and the Department of Statistics. To be eligible for the degree of Bachelor of Science in Actuarial Science, the student must complete at least 120 credit hours of which at least 32 must be in courses at or above the 30000 level and satisfy the requirements of the program. Admission to the program is based on Purdue University's general undergraduate admission criteria, which include high school coursework, GPA, and SAT/ACT scores.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Science,"$9,992/Year (Resident), $28,794/Year (Non-Resident)",,,,,,,,"Actuarial science is the study of the financial risk of uncertain future events. Actuaries use their knowledge of mathematics, statistics, and finance to help businesses and individuals make informed decisions about their financial futures. Purdue’s Actuarial Science program is a joint program between the Department of Mathematics and the Department of Statistics. It is recognized by the Society of Actuaries as a Center of Actuarial Excellence.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,Recognized by the Society of Actuaries as a Center of Actuarial Excellence,,"Resident: $347.85, Non-Resident: $948.30",FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,Advanced Global Technology Minor,,,,,Undergraduate,Fall 2026,,,,,,,,"The Advanced Global Technology minor is designed to recognize students who have successfully completed the Purdue Polytechnic Institute Global Technology minor and choose to take additional coursework and/or participate in a second study abroad/global professional experience. To be eligible to complete the Advanced Global Technology minor, students must first complete all requirements of the Global Technology minor (GLBT).",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Purdue Polytechnic Institute,"$5,287.50/Semester",,,,,,,,This minor is designed to provide students with the opportunity to gain a deeper understanding of the global technological environment and its impact on society. Students will be able to: Demonstrate an understanding of the impact of technology on society and the environment in a global context. Demonstrate an understanding of the global technological environment and its impact on society.,,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,$329.05,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Aeronautical and Astronautical Engineering, BSAAE",,,,,Associate,Fall 2026,,,,,,,Required,"The BSAAE degree requires a total of 130 credits. The School of Aeronautics and Astronautics admits students into the professional program after they have completed the requirements of the First-Year Engineering (FYE) program. A student must have a minimum of 30 semester hours of credit before being admitted to the School of Aeronautics and Astronautics. Admission is competitive and based on the student’s academic record. To be eligible for graduation, students must earn a C- or better in all AAE and required MA, PHYS and CHM courses.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Aeronautics and Astronautics,"$9,992/Year (Resident)",,,,,,,,"Aeronautical and astronautical engineering is a field that deals with the design, development, testing, and production of aircraft, spacecraft, and related systems and equipment. The curriculum provides a thorough preparation in the basic sciences, engineering sciences, and the social and humanistic areas. The professional courses provide students with a strong background in the fundamental areas of aerospace engineering: aerodynamics, propulsion, structures, dynamics and control, and systems design.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,"The Aeronautical and Astronautical Engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",,$329.05,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Aeronautical Engineering Technology,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"To be eligible for admission to Purdue University, first-year applicants must meet minimum high school course requirements: 8 semesters of Mathematics, 6 semesters of English, 6 semesters of Lab Science (for Engineering Technology: Biology, Chemistry, and Physics are recommended), 6 semesters of Social Studies, and 4 semesters of World Language. Evaluation is based on high school coursework, grades, SAT or ACT scores, a personal essay, and Purdue-specific questions.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Purdue Polytechnic Institute,"$10,564/Year",,,,,,,,"Aeronautical engineering technology (AET) graduates apply engineering principles and technical skills in support of engineers and other professionals engaged in the development, manufacture, and maintenance of aircraft and their systems. Graduates of this program are typically employed in the fields of aircraft manufacturing, maintenance, and systems testing.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,"The Aeronautical Engineering Technology program is accredited by the Engineering Technology Accreditation Commission of ABET, https://www.abet.org.",,$329.05,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Aerospace Financial Analysis,",,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,"Students must earn a C- or better in all AT, MGMT, and ECON courses and any course that is a prerequisite to an AT, MGMT, or ECON course. A minimum of 120 credit hours are required for graduation.",,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,Purdue Polytechnic Institute,,,,,,,,,"The Aerospace Financial Analysis major is designed to prepare students for careers in the financial and business sectors of the aerospace and aviation industries. This program combines a strong foundation in aviation and aerospace with business and financial analysis skills. Students will gain an understanding of the aerospace industry, including its history, regulations, and technological advancements, while also developing proficiency in financial modeling, investment analysis, and risk management. Graduates will be equipped to work in a variety of roles, such as financial analysts, consultants, and managers within aerospace companies, airlines, and government agencies.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,Accredited by the Aviation Accreditation Board International (AABI),,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,115.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Aerospace Studies Minor,,,,,Undergraduate,Fall 2026,,,,,,,,The Aerospace Studies minor is available to all undergraduate students at Purdue University. It consists of the courses listed below.,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of Aerospace Studies,,,,,,,,,"The Aerospace Studies minor is available to all students who meet the course requirements. It provides a unique opportunity for students to gain a broader understanding of the Department of the Air Force and its role in national security. Students will explore leadership and management principles, global security issues, and the evolution of air and space power.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,African American Studies Minor,,,,,Undergraduate,Fall 2026,,,,,,,,15 credits. Required Courses: AAS 27100 - Introduction To African American Studies (3.00 credits). African American Studies Electives: Select 12 additional credits of African American Studies courses. At least 3 credits must be at the 30000-level or above (3.00 credits). 9 additional credits (9.00 credits). Note: Students must earn a GPA of 2.0 or higher in the minor courses.,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Liberal Arts,,,,,,,,,"African American Studies is an interdisciplinary program that focuses on the African-American experience in the United States, as well as the experiences of people of African descent throughout the African Diaspora (e.g., in the Caribbean, South America, and Europe). It offers students a variety of perspectives through which to examine these experiences, including history, literature, sociology, political science, and the arts.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Arts in African American Studies,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,Required,"To earn a degree in the College of Liberal Arts, students must complete at least 120 credits, complete the College of Liberal Arts core requirements, and complete the requirements for a major. The Liberal Arts core involves the following: I. Foundations (Mathematics/Statistics, Science, Foreign Language) and II. Exploration (Aesthetics and Culture, Social Science, Individual and Society, Individual and Global Perspective, Global Perspective).",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Liberal Arts,"Indiana Resident: $4,996.00/Semester; Non-Resident: $14,397.00/Semester",,,,,,,,"African American Studies is an interdisciplinary program that offers a comprehensive approach to the study of the history, culture, and social organization of people of African descent. Drawing from the humanities and social sciences, the program helps students understand the African American experience from historical and contemporary perspectives. Students develop skills in research, critical thinking and communication, which prepare them for careers in law, public policy, education, social services and the arts.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,Indiana Resident: $329.05; Non-Resident: $948.30,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agribusiness,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"For admission to the Agribusiness, BS program, applicants must complete the Common Application, which includes a personal essay and Purdue-specific questions. Purdue is a test-required institution; therefore, SAT or ACT scores are mandatory for application. High school preparation should include 8 semesters of English, 8 semesters of Mathematics (including pre-calculus or equivalent), 6 semesters of Lab Science, 6 semesters of Social Studies, and 4 semesters of a World Language. To graduate with a BS in Agribusiness, students must complete a minimum of 120 credit hours, including specific major requirements in agricultural economics, business, and quantitative methods.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,"$28,802/Year",,,,,,,"Agribusiness Management, Agricultural Marketing, Commodity Marketing, Finance, Real Estate, Sales and Marketing, Value Added and Food Systems","Students in the Agribusiness major receive a strong foundation in management, marketing, finance, and data analysis. The Agribusiness degree provides students with the management and analytical tools required for a successful career in a wide variety of agribusinesses, including firms in the food, fiber, and biofuels supply chains. Students take courses in the College of Agriculture and the School of Business.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,$929.05,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agricultural Communication,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,Required,"Admission to the Agricultural Communication major is competitive. Applicants must meet Purdue University's general freshman admission criteria, which includes the completion of at least 15 academic units: 8 semesters of English, 8 semesters of Mathematics (including Algebra I, II, and Geometry), 6 semesters of Laboratory Science, 6 semesters of Social Studies, and 4 semesters of a Foreign Language. Applicants are evaluated based on their high school curriculum, grades, standardized test scores (SAT or ACT), and a personal essay including Purdue-specific responses.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,"$9,992/Year (Resident), $28,794/Year (Non-resident)",,,,,,,,"The agricultural communication major is offered by the Department of Agricultural Sciences Education and Communication. It is intended for students who wish to pursue a career in agricultural journalism, broadcasting, public relations, advertising, or marketing communication. Students may tailor the curriculum to meet their career goals through a wide variety of communication electives and a specific area of interest in agriculture or the environment.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,"$329.05 (Resident), $948.30 (Non-resident)",FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,112.0,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agricultural Economics,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"Admission to the Agricultural Economics, BS program follows Purdue University's undergraduate admission criteria. Applicants must submit a completed Common Application, which includes a personal essay and Purdue-specific questions. Required high school coursework includes 8 semesters of English, 8 semesters of Mathematics, 6 semesters of Laboratory Science, and 6 semesters of Social Studies. Purdue University requires SAT or ACT scores for admission. The selection process is holistic, evaluating academic performance, strength of curriculum, test scores, and personal background.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,,,,,,,,"Applied Agricultural Economics, Data Science, Policy and Pre-Law, Quantitative Analysis","The Agricultural Economics major provides students with a broad background in the business and economics of the food and fiber industry. Students in Agricultural Economics will develop a strong foundation in economic theory, quantitative methods, and the application of these tools to the agricultural and food sectors. This major prepares students for careers in management, marketing, finance, and policy analysis.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and need-based,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agricultural Education,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"To earn the Bachelor of Science in Agricultural Education (BSAE), students must satisfy University requirements for a bachelor's degree; fulfill Program Major Requirements; General Education Requirements; College of Agriculture Core Requirements; and Concentration Requirements (Agricultural Science and Business or Communication and Leadership). Students must also fulfill a teacher certification requirement. In addition to the GPA required for a BSAE, students must also have a 2.5 average in Agricultural Education (ASEE and ASEC) and content courses. No grade lower than a C- will be accepted for these courses. Students must also pass the CORE Content Area assessments. To be eligible for student teaching, students must have a 2.8 cumulative GPA. Total credits required: 120.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,"$9,992/Year (In-state), $28,794/Year (Out-of-state)",,,,,,,,"Students in the Agricultural Education program prepare for careers as teachers of agriculture in junior and senior high schools. The program also prepares graduates for careers in agricultural industry, non-formal education, and the Cooperative Extension Service. Students complete coursework in all areas of agriculture and in education. Graduates are eligible to receive a license to teach agriculture in the State of Indiana. Graduates may also be licensed to teach in other states.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,Accredited by the Council for the Accreditation of Educator Preparation (CAEP).,,"$348.10/credit hour (In-state), $948.30/credit hour (Out-of-state)",FALSE,False,,4.0,2.5,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based and Need-based,FALSE,,,FALSE,FALSE,,,False
,"Agricultural Engineering, BSAGE",,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,"The programs are joint between the College of Agriculture and the College of Engineering and are administered by the Department of Agricultural and Biological Engineering. The faculty are members of both colleges. The Agricultural Engineering and Biological Engineering programs are accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org. Students are admitted to Agricultural Engineering or Biological Engineering after completing the First-Year Engineering requirements.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Agriculture and College of Engineering,"$9,992/Year (Resident), $28,794/Year (Non-Resident)",,,,,,,Machine Systems Engineering and Environmental and Natural Resources Engineering,"Agricultural Engineering (AE) is an engineering discipline that applies engineering principles to the production, processing, and distribution of agricultural products and the management of natural resources. Agricultural engineers are trained in the basic mathematical and physical sciences. Their specialty includes a sequence of engineering science and design courses. Agricultural engineers are unique in that they apply engineering principles to biologically based systems. In the sophomore year, students begin to focus on one of two concentrations in the major. Both concentrations culminate in a capstone senior design sequence. Machine Systems Engineering concentration focuses on the design and development of machines used in the agricultural, construction, forestry and landscape industries. Machine systems engineers design, test and evaluate machines such as tractors and implements, combines, lawn and garden equipment, and construction and off-road equipment. Students are trained in power and energy systems, electronic sensors and control systems, fluid power, and machine design. Environmental and Natural Resources Engineering (ENRE) concentration focuses on the application of engineering principles and techniques to solve problems involving the environment and our natural resources. ENRE engineers work to improve water quality and protect our soil, air and water resources. Students are trained in hydrology, soil and water conservation, irrigation and drainage, and ecological engineering. ENRE engineers often work in government agencies, consulting firms, and non-profit organizations.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,"The Agricultural Engineering program is accredited by the Engineering Accreditation Commission of ABET, http://www.abet.org.",,"$347.85/credit hour (Resident), $948.30/credit hour (Non-Resident)",FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,115.0,,,,6.5,,,58.0,,88.0,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,Agricultural Systems Management Minor,,,,,Undergraduate,Fall 2026,,,,,,,,"The minor in Agricultural Systems Management requires the completion of 15 credits of ASM coursework. Of those 15 credits, 9 must be 30000 level or higher. ASM 10500 is not applicable to the minor. At least 50% of the credits used to satisfy the minor must be earned at Purdue University. All courses must be taken for a letter grade and a C- or better is required. A minimum GPA of 2.0 is required for those courses used to satisfy the minor.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,,,,,,,,,"The Agricultural Systems Management minor is for students who want to develop their knowledge and skills in managing technological systems for food, fiber, and natural resources.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agricultural Systems Management,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"Admission to the Agricultural Systems Management (BS) program is based on Purdue University's freshman admission criteria. Required components include a completed application via the Common App, a personal essay, and high school transcripts showing completion of core requirements: 8 semesters of English, 8 semesters of Mathematics (including Algebra I, II, and Geometry), 6 semesters of Laboratory Science, 6 semesters of Social Studies, and 4 semesters of a Foreign Language. Standardized test scores (SAT or ACT) are required for all freshman applicants.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,,,,,,,,,"Agricultural Systems Management (ASM) is for students who want to be solvers of technical problems for the global food and agricultural industry. The ASM program is a bridge between engineering and the end users of technologies. ASM graduates are professionals who manage technical systems such as machinery, agricultural production, and food processing systems. Students study a variety of topics including machine systems, soil and water systems, electricity and electronics, structural systems, and precision agriculture. Students also take several business courses to develop management and leadership skills. A professional internship is a requirement for the program. Students can select electives to focus on a particular area of interest such as data analytics, unmanned aerial systems, natural resources, or machine systems.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Agronomy,",,,,,Undergraduate,Fall 2026,,,,,,,Required,"To earn a Bachelor of Science degree in Agronomy, a student must complete a minimum of 120 credit hours. The program offers four options: Agronomic Business and Marketing, Crop Science, International Agronomy, and Soil and Water Sciences. General Purdue undergraduate admission requirements include the completion of a high school curriculum (including English, Math, Laboratory Science, Social Studies, and Foreign Language), the Common App essay, and the submission of SAT or ACT scores.",,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Agriculture,,,,,,,,"Agronomic Business and Marketing, Applied Meteorology and Climatology, Crop and Soil Management, International Agronomy, Plant Genetics and Breeding, Soil and Environmental Science","Agronomy is the science of managing the soil and the plant in such a way as to maximize the benefit of both. Students study the basic sciences and apply them to the production of food, feed, and fiber, and the management of land resources for environmental protection. Graduates of the program are well-prepared for careers in the agribusiness sector, government agencies, and research organizations.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Air Traffic Control,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,,"Admission to the Air Traffic Control, BS program requires high school course completion (English, Math, Lab Science, Social Studies, and Foreign Language), SAT or ACT scores, and a personal essay. A program-specific requirement is that students must be able to obtain a second-class FAA medical certificate. For graduation, students must complete 120 credit hours with a minimum cumulative GPA of 2.0.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,School of Aviation and Transportation Technology,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",,,,,,,,"Air traffic controllers are responsible for the safe, orderly and efficient movement of aircraft in the National Airspace System. Purdue’s air traffic control (ATC) program is one of a select few in the nation that is part of the FAA’s Air Traffic Collegiate Training Initiative (AT-CTI). You will learn about the technology, regulations and procedures used to manage air traffic in our National Airspace System. You’ll use state-of-the-art simulators to gain hands-on experience in various ATC environments, including tower, terminal and en route operations.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,The School of Aviation and Transportation Technology is accredited by the Aviation Accreditation Board International (AABI).,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Airframe and Powerplant Maintenance Minor,,,,,Undergraduate,Fall 2026,,,,,,,,The Airframe and Powerplant Maintenance Minor is available to students who have been admitted to the Professional Flight Technology major or the Aviation Management major. Enrollment in this minor is limited. Applications are due the semester prior to the student starting the minor.,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Purdue Polytechnic Institute (School of Aviation and Transportation Technology),,,,,,,,,The Airframe and Powerplant Maintenance minor is intended for students in the Aeronautical Engineering Technology and Aviation Management majors who desire to obtain the Federal Aviation Administration (FAA) Airframe and Powerplant (A&P) mechanic certificate. The A&P certificate is a requirement for many entry-level positions in the aviation industry.,,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Science in Airline Management and Operations,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,Required,"Admission to the Airline Management and Operations program is based on a holistic review of academic factors including high school coursework (8 semesters of English, 8 semesters of math, 6 semesters of lab science, 6 semesters of social studies, and 4 semesters of world language), grades in core academic courses, strength of curriculum, and SAT or ACT scores. Personal background and experiences are also considered through the personal essay and Purdue-specific questions.",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Aviation and Transportation Technology,,,,,,,,,"Modern aviation needs managers with a holistic view of the entire aviation ecosystem. The Airline Management and Operations (AMO) major focuses on the business, operational, and management aspects of the airline industry. Students study the core principles of airline operations, revenue management, fleet planning, and crew scheduling. They gain insights into the regulatory framework, safety management systems, and the economic factors that drive airline decision-making. Through case studies and projects, students learn to optimize airline performance while ensuring safety and efficiency. This major prepares graduates for diverse leadership roles within airlines, from network planning and operations control to customer service management and regulatory compliance.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,American Studies Minor,,,,,Undergraduate,Fall 2026,,,,,,,,"The American Studies minor requires 15 credit hours of AMST coursework. Required Course: AMST 20100 - Interpreting America (3 credits). Elective Courses: 12 additional credits of AMST courses, 6 of which must be at the 30000 level or above.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Liberal Arts,,,,,,,,,"The American Studies Minor provides an interdisciplinary approach to the study of American culture, past and present. It is designed to complement a student’s major by providing a broader perspective on the American experience.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,"Bachelor of Arts in American Studies,",,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,Required,"To apply for the American Studies, BA program at Purdue University, freshman applicants must meet high school course requirements, including 8 semesters of English, 6 semesters of Mathematics (Algebra I, II, and Geometry), 6 semesters of Laboratory Science (Biology, Chemistry, or Physics), 6 semesters of Social Studies, and 4 semesters of Foreign Language. Purdue is a test-required institution for students applying for the Fall 2024 term and beyond, meaning a score from the SAT or ACT is required. Applicants must also submit a personal essay and answer Purdue-specific questions as part of their application.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Liberal Arts,"$9,992/Year (Resident), $28,794/Year (Non-resident)",,,,,,,,"American Studies is the study of the people, places and ideas that comprise the United States. It involves a critical look at the American experience from various perspectives and involves several different academic departments. Students can explore such diverse topics as popular culture, film, literature, history and social justice. Because American Studies is interdisciplinary, students have the flexibility to tailor their education to their specific interests.",,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,"$329.05 (Resident), $948.30 (Non-resident)",FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,True,True,,,110.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Animal Science Minor,,,,,Undergraduate,Fall 2026,,,,,,,,"Minimum of 18 credits must be earned. Required courses may have prerequisites. ANSC 49100, ANSC 49300 and ANSC 49400 can only be used as 'Other Animal Science courses' and cannot exceed 3 credits towards the minor.",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Agriculture,,,,,,,,,The Animal Science minor is designed for students who want to develop a basic understanding of the animal sciences to supplement their major program of study. The minor is available to any student at Purdue University with the exception of those majoring in Animal Sciences.,,https://catalog.purdue.edu/content.php?catoid=14&navoid=16929,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
