Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Doctor of Philosophy in Information Technology with Data Science specialty,,,,,Doctoral,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,Data Science Emphasis,"The Doctorate of Philosophy in Information Technology at University of the Cumberlands focuses on the advanced practice role of the use of predictive analytics to identify cyber threats, employ big data analytics to improving healthcare, and empower smart cities in making data-driven policy changes critical for societal well-being. This program is designed to meet the aggressive demand for qualified data scientists in virtually every sector of the economy, with classes in computer science, data intelligence, analytics, security, strategic planning, governance and global economy. Students can earn the PhD, Information Technology in either a fully online format or an executive format combining online and on-site study. The program is comprised of 60 required credit hours, which include professional research courses, content specialty courses, and a dissertation.",,https://www.ucumberlands.edu/academics/graduate,,,$500 per credit hour for doctoral programs,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Federal Work-Study, TEACH Grant",FALSE,,,FALSE,FALSE,,,,
,Doctor of Philosophy in Information Technology with Digital Forensics specialty,,,,,Doctoral,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of Computer and Information Sciences,Online Doctoral programs have a technology fee of $50 per term.,$700 per credit hour for online doctoral programs.,,,,,,Digital Forensics,"The Information Technology (INFT) PhD is a signature degree of the College of Engineering and Computing. The program focuses on the science, engineering, and technology of information processing, an area of study ripe for innovation in a world driven more and more by data. It accommodates rigorous and cross-disciplinary PhD study that does not fit with PhD program recommendations or the PhD program of a single CEC department. The PhD in INFT includes several concentrations to provide program focus. The Digital Forensics concentration emphasizes preparatory coursework from the school’s digital forensics curriculum and closely related areas. After coursework completion, students work with a dissertation advisor and committee to initiate and execute research in one or more aspects of the digital forensics domain. This research will advance the state of the art, practice, and science in the digital forensics domain, and research results will be published in leading journals and conferences dedicated to this field. Upon completion of their research, students defend their doctoral research to their committees and the public.",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [2]",,700,FALSE,False,"Students who earn two grades below a ""B"" or one grade of ""F"" are automatically placed on probation, and additional probationary semesters may lead to dismissal.",4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Doctor of Philosophy in Information Technology with Information Systems Security specialty,,,,,Doctoral,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,The program is offered as an Executive Program and appears to be managed through the department responsible for Information Technology.,44940,"$44,940/Year",,,,,,Information Securities Emphasis,"The Doctorate of Philosophy in Information Technology at University of the Cumberlands focuses on the advanced practice role of the use of predictive analytics to identify cyber threats, employ big data analytics to improving healthcare, and empower smart cities in making data-driven policy changes critical for societal well-being. [6] This program is designed to meet the aggressive demand for qualified data scientists in virtually every sector of the economy, with classes in computer science, data intelligence, analytics, security, strategic planning, governance and global economy. [6] The program is comprised of 60 required credit hours, including eighteen (18) hours of core required credit hours, at least twenty-four (24) hours of professional research courses, and eighteen (18) hours in a content specialty. [6] Students can earn the PhD, Information Technology in either a fully online format or an executive format combining online and on-site study. [6] The fully online curriculum focuses on predictive analytics, enhancing your credentials and giving you the tools you need to be your company's IT expert in cybercrime security, big data, and smart technology. [10] You'll explore information governance, technology for a global economy, enterprise risk management, data science, big data, and more. [10]",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [8]",,749 per credit hour. [16],FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Doctor of Philosophy in Information Technology with Information Technology specialty,,,,,Doctoral,Fall 2026,,,,,,,,"Doctoral degree admission requires a cumulative grade point average of at least 3.0 on a 4.0 scale from the conferred master's degree as well as in any subsequent graduate study. Admission to a Doctoral degree program requires a master's degree or higher from a United States Department of Education accredited institution in a field related to the doctoral degree of application. For example, application to a Ph.D. in Information Technology would require a master's in Information Technology, Computer Science, Computer Information Systems, or closely related area. [8] Additional requirements shared among all programs are a completed Graduate Application with payment of the required Application Fee and official transcripts of undergraduate and graduate work. [8]",,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,Information Technology,"The PhD in information technology online degree program from University of the Cumberlands is designed to help you take your IT career to new heights. [1] The program is comprised of 60 required credit hours, which include professional research courses, content specialty courses, and a dissertation. [1] Our fully online curriculum focuses on predictive analytics, enhancing your credentials and giving you the tools you need to be your company's IT expert in cybercrime security, big data, and smart technology. [1] You'll explore information governance, technology for a global economy, enterprise risk management, data science, big data, and more. [1] A Ph.D. in Information Technology is a doctoral-level degree that focuses on advanced research and scholarly exploration within the field of IT. [1] It emphasizes developing expertise in IT theory, research methodologies, and contributing to the knowledge base through original research. [1]",,https://www.ucumberlands.edu/academics/graduate,The University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges. [4],,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Educational Specialist (Ed.S.) Certification,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,"['School Counseling', 'School Administration', 'School Supervision']","The Education Specialist (Ed.S.) Certification program at University of the Cumberlands provides the advanced knowledge and leadership skills you need to take your career further. [2] Offered in a convenient online Ed.S. format, this accredited program prepares educators to pursue positions in school administration, district leadership, or community college teaching. [2] Whether you want to advance beyond the master's or Rank I level, expand your expertise in curriculum development and educational leadership, or qualify for higher-level opportunities in Kentucky and beyond, Cumberlands' Ed.S. certification program equips you with the respected credentials employers value. [2] An Education Specialist (Ed.S.) certification is a post-master's degree designed for educators who wish to gain advanced knowledge and skills in areas such as school administration, supervision, or counseling. [1] It enables educators to specialize further and often leads to leadership or administrative roles in education. [1]",,https://www.ucumberlands.edu/academics/graduate,"Programs accredited by the EPSB are recognized for their rigorous curriculum and commitment to preparing educators for leadership roles. [1] EPSB accreditation refers to the Education Professional Standards Board accreditation, which ensures that educational programs meet high standards of quality and effectiveness. [1]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,100.0,,,,6.0,,,,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Christian Studies,,,,,Graduate,Fall 2026,,,,,,,,University of the Cumberlands has established qualitative and quantitative requirements for the admission of students whose education preparation evidences the potential for high-level performance. All admissions materials must be received in the Graduate Admissions Office or the Department of International Graduate Services Office (DIGS) Office (for Executive Format program students). Additional requirements for each program are contained within the School/Department sections. [6],,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Christian Education', 'Pastoral Ministries', 'Biblical Studies', 'Youth Ministry']","The online Master of Arts in Christian Studies degree program at University of the Cumberlands provides an overview of important Christian topics to prepare you for informed leadership, service, and discussion in any ministry position. Courses are offered in an asynchronous format, meaning there is no set login time; you can work on schoolwork as your life allows. Full-time students can complete this master's of Christian studies program in as little as one year. This master's in Christian studies program curriculum is based on the Bible and is Christ-centered, Gospel-driven, and action-oriented. By graduation, you will have the skills needed to boldly share the Gospel, lead groups, disciple younger believers, and help ministry programs fulfill their goals.",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees.",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Education,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Education with Literacy concentration,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Education with Counseling concentration,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Education with Leadership concentration,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,449,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Arts in Teaching,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Elementary Education (P-5)', 'Middle School Education (5-9)', 'Secondary Education (8-12)', 'All Grades (P-12)', 'Business and Marketing (5-12)', 'Special Education — Learning and Behavior Disorders (P-12)', 'Interdisciplinary Early Childhood Education']","The online Master of Arts in Teaching (MAT) degree at the University of the Cumberlands is for professionals with undergraduate degrees who want to pursue a teaching career. [2] The program is designed to get aspiring educators ready to make a significant impact in classrooms and communities globally. [2] Through a supportive online learning environment, students gain the knowledge, skills, and confidence to transition into the teaching profession. [2] The MAT online program at Cumberlands merges practical coursework with research-based teaching strategies to foster development as an effective educator. [2] Students will explore classroom management, curriculum design, instructional planning, and methods for engaging diverse learners, preparing them for today's dynamic educational settings. [2] The flexible online scheduling allows students to balance their studies with other commitments, making it possible to earn a Master of Arts in Teaching online while working full-time. [2] Whether pursuing initial teacher certification or advancing a career in education, this program aims to help students achieve their professional goals. [2]",,https://www.ucumberlands.edu/academics/graduate,"The University of the Cumberlands' School of Education is accredited by the Kentucky's Educational Professional Standards Board (EPSB) and holds national accreditation from the Council for the Accreditation of Educator Preparation (CAEP) at both the initial-licensure and advanced levels. [2, 10]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Addiction Studies,,,,,Graduate,Fall 2026,,,,,,Not Required,NOT REQUIRED,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,"The Master of Arts in Addiction Studies is designed to trains students with the knowledge and skills needed to work in settings that treat substance use disorders. The degree aligns with ICRC standards and prepares students to become Licensed Clinical Alcohol and Drug Counselor (LDAC) in the state of Kentucky. [2] The mission of the master's in addiction studies is to teach screening, assessment, and engagement, treatment planning, collaboration, and referral, counseling, and professional and ethical responsibilities. In a master's in addiction studies degree program, you'll develop the skills necessary to apply intervention and prevention theories, models, and approaches in individual or group settings. [2]",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Artificial Intelligence,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"Students in the Master of Science in Artificial Intelligence (MSAI) program will develop the skills needed to design, implement, and manage AI systems and solutions in a variety of professional settings. The program combines theoretical learning with practical, hands-on, project-based learning, allowing students to apply their knowledge to real-world scenarios. [6] The curriculum is designed to help students cultivate skills in deep learning algorithms, NLP libraries, Python programming, problem-solving, reinforcement learning, and ensuring user privacy. [5] Program goals include developing proficiency in advanced artificial intelligence concepts, acquiring relevant AI skills, and learning appropriate techniques for AI deployment across various industries. [6] Learning outcomes focus on acquiring the comprehensive knowledge and skills to implement complex AI applications, conducting advanced analyses with relevant tools, applying research-oriented strategies to stay current in the field, and applying ethical reasoning to the deployment of AI applications. [6]",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Business Administration,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,Hutton School of Business,"$4,282/Year",,,,,,,"['Accounting', 'Blockchain', 'Entrepreneurship', 'Healthcare Administration', 'Information Technology', 'Marketing', 'Project Management', 'Public Administration', 'Strategic Management', 'Supply Chain Management']","A Master of Business Administration (MBA) is a graduate degree that focuses on developing skills in management, finance, marketing, and other aspects of business administration. It prepares individuals for leadership roles in various industries.",,https://www.ucumberlands.edu/academics/graduate,,,$315,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,2000.0,,Merit-Based,FALSE,,,FALSE,FALSE,,,,
,Master's in Business Analytics,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gain the skills to turn data into strategy with the Master of Science in Business Analytics program at University of the Cumberlands. [5] This fully online master's in business analytics equips you to apply advanced statistical methods, data visualization, and predictive modeling to solve real-world business challenges. [5] With a curriculum designed for today's rapidly evolving marketplace, you'll build the expertise to become a critical asset in industries across Kentucky, the United States, and global business markets. [5] Through hands-on experience with state-of-the-art analytics tools, you'll learn how to collect, interpret, and apply data across multiple business disciplines. [5] The program emphasizes not only technical proficiency but also research, ethical reasoning, and strategic decision-making—ensuring you graduate ready to drive innovation and add value in roles such as data analyst, business intelligence specialist, or analytics consultant. [5]",,https://www.ucumberlands.edu/academics/graduate,The Hutton School of Business at University of the Cumberlands has received specialized accreditations for its business programs through the International Accreditation Council for Business Education (IACBE). [11],,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Computer Science,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Cyber Engineering,,,,,Graduate,Fall 2026,,,,,,Optional,REQUIRED,,,,True,True,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Data Science,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,False,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,"The demand for data-driven insights is only accelerating and you can be a part of leveraging data science tools to mine critical findings from data with a Master of Science in Data Science from University of the Cumberlands. You'll learn what it takes to extract information from large data sets and then apply that knowledge to provide insight in a wide array of disciplines. This program provides the in-depth, hands-on look at computer science, data intelligence, analytics, and data processing you need to explore data science employment opportunities in virtually every sector of the economy. [13] By offering the statistical, computer science, and data integration insights you need, you'll be well prepared for exciting employment opportunities in virtually every sector of the economy. [14] Curriculum for the online master's in data science will engage you in theories, strategies, and tactics for critical fields like statistics, mathematics, business, data integration, graphic design, and communication. [16] In short, by completing this master's in data science degree program, you will set yourself apart in the job market as a highly qualified professional. [14]",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [12]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,58.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Engineering Management,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,,False,False,False,,,,,,,,,,,,,,,,,,"The Master of Science in Engineering Management offers the foundation you could use to lead teams, manage complex projects, and align engineering work with strategic business goals. With the master's degree in engineering management, you'll gain the expertise to lead complex projects and guide engineering teams with confidence. The program blends technical knowledge with strategic business practices, preparing you to make informed decisions, manage resources effectively, and align engineering solutions with organizational goals. Coursework applies directly to real-world challenges, giving you the skills to thrive in today's fast-paced, technology-driven industry. This Master of Science in Engineering Management online program requires 31 credit hours, including a one-credit capstone. Courses cover project management, business analytics, systems engineering, AI applications, and financial decision-making to prepare you for leadership in engineering and industry. [8]",,https://www.ucumberlands.edu/academics/graduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [10]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master's in Finance,,,,,Graduate,Fall 2026,,,,,,,,,,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The mission of the Plaster Graduate School of Business is to foster academic excellence and student achievement at the graduate level. Our PhD in Business Management prepare you academically to become a productive, competent, and ethical professional.",,https://www.ucumberlands.edu/academics/graduate,"The Hutton School of Business at University of the Cumberlands has received specialized accreditations for its business programs through the International Accreditation Council for Business Education (IACBE) located at 11960 Quivira Road in Overland Park, Kansas, USA. [19]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Science in Physician Assistant Studies,,,,,Graduate,Fall 2026,,,,,,,,,,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The Master of Science in Physician Assistant Studies (MSPAS) program at the University of the Cumberlands is designed to prepare students for successful careers as skilled and compassionate physician assistants. The curriculum combines rigorous classroom instruction, pre-clinical sciences, and clinical rotations to provide students with the knowledge and hands-on experience necessary to thrive in the healthcare field. The program covers a range of topics including patient assessments, medical procedures, clinical medicine, pharmacology, and evidence-based care. Students will complete 113 credit hours, with 68 hours of didactic coursework and 45 hours earned through 10 supervised clinical rotations in areas such as family, internal, and emergency medicine; surgery; psychiatry; pediatrics; and women's health.",,https://www.ucumberlands.edu/academics/graduate,"{'Williamsburg Program': 'The Accreditation Review Commission on Education for the Physician Assistant, Inc. (ARC-PA) has granted Accreditation-Continued status to the University of the Cumberlands Physician Assistant Program sponsored by the University of the Cumberlands. Accreditation-Continued is an accreditation status granted when a currently accredited program is in compliance with the ARC-PA Standards. Accreditation remains in effect until the program closes or withdraws from the accreditation process or until accreditation is withdrawn for failure to comply with the Standards. [15]', 'Northern Kentucky Program': 'At its June 2024 meeting, the Accreditation Review Commission on Education for the Physician Assistant, Inc. (ARC-PA) placed the University of the Cumberlands, Northern Kentucky Physician Assistant Program sponsored by University of the Cumberlands on Accreditation-Probation status until its next review in June 2026. Probation accreditation is a temporary accreditation status initially of not less than two years. [15]'}",,,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Science in Digital Forensics,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Science in Information Systems Security,,,,,Graduate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.0,,,50.0,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Science in Information Technology,,,,,Graduate,Fall 2026,,,,,,,,Master's degree admission requires a grade point average of at least 2.5 on a 4.0 scale from a bachelors' degree or higher from a United States Department of Education accredited institution. [7],,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"This online master's information technology program from University of the Cumberlands builds on what you learned in your related bachelor's degree and offers the computer science, data intelligence, analytics, and security insights you need to prepare for advanced employment opportunities in virtually every sector of the economy. Curriculum for the master's degree in information technology program will engage you in theories, strategies, and tactics for critical fields, including business intelligence, IT management and leadership, data mining, and information security.",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Master of Science in Blockchain,,,,,Graduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Certificate in Data Science,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Certificate in Data Science at University of the Cumberlands is a 12-credit hour graduate-level online certificate designed to prepare students to master an essential approach to data science in business. [7, 17] The program equips students with the skills to analyze complex data, apply predictive models, and deliver insights that give organizations a competitive edge. [7] It is designed for working professionals and provides flexible, career-focused training in areas such as data visualization, machine learning, predictive analytics, and statistical modeling. [7] Students will learn fundamentals like machine learning, data analytics, and visualization. [7, 17] The mission of the program is to prepare students to apply data science tools and techniques ethically and effectively in business. [7] All 12 credits from this certificate program can be transferred seamlessly into the university's 31-credit hour Master of Science in Data Science. [7]",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Certificate in Artificial Intelligence,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,," The Artificial Intelligence Certificate Program at University of the Cumberlands is a 12-credit hour graduate-level online certificate is designed to prepare students to master essential artificial intelligence methodologies and applications. If you want to learn AI fundamentals such as machine learning, natural language processing, deep learning, and data science, to take advantage of the flexibility of earning your Artificial Intelligence Certificate online, this is the program for you.",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Artificial Intelligence Certificate Program,,,,,Graduate-Certificate,Fall 2026,,,,,,Not Required,REQUIRED,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"The Artificial Intelligence Certificate Program at University of the Cumberlands is a 12-credit hour graduate-level online certificate is designed to prepare students to master essential artificial intelligence methodologies and applications. If you want to learn AI fundamentals such as machine learning, natural language processing, deep learning, and data science, to take advantage of the flexibility of earning your Artificial Intelligence Certificate online, this is the program for you. [2]",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Blockchain Certificate,,,,,Graduate-Certificate,Fall 2026,,,,Not Required,Not Required,Not Required,NOT REQUIRED,A minimum undergraduate cumulative GPA of 2.0 is required to be admitted to the certificate in business analytics program. [7],Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"The Blockchain certificate at University of the Cumberlands is a 12-credit hour graduate-level online certificate program designed to equip students to approach the challenges of blockchain technology as it applies to a cryptocurrency platform. [4] If you want to learn the fundamentals of blockchain technology and how it can be applied in business careers, this is the program for you. [4]",,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Business Analytics Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Coaching and Fitness Leadership Certificate,,,,,Graduate-Certificate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,Health Sciences,,,,,,,,,,,https://www.ucumberlands.edu/academics/graduate,,,$355/credit hour,FALSE,False,"The University of the Cumberlands' official website does not specify a maximum number of failing grades. However, it does have a Satisfactory Academic Progress (SAP) policy for graduate students. To maintain good academic standing and eligibility for financial aid, students must generally maintain a cumulative GPA of 3.0 and a course completion rate of at least 67%. [2, 4, 7] Failure to meet these standards can lead to academic warning or suspension. [2, 4]",4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
