Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
"['Geographic Information Science', 'Earth Systems Science', 'Environmental Modeling & Analysis', 'Urban & Regional Analysis', 'Transportation & Business Geographics']","The program typically requires one to two of of study, although students can pursue the degree on a part-time basis. [15] The department highly encourages students to consider internships to expand their learning experience. [15] Throughout their studies, students work closely with two faculty members who provide guidance and supervision. [15] Students may either choose a concentration or in consultation with his/her adviser, design a program of study that corresponds with the student's interests and satisfies the general requirements of the M.A. program. [15] Students can pick one of the following concentrations or pursue a general M.A. degree (30 credits) as long as the required courses are taken: GEO 500, GEO 501, and GEO 505 OR GEO 504, a GEO methods course (TBD), and GEO 505. [15] The M.A. program requires 30 credit hours and completion of either a research project or competency portfolio. [15] Students will select their option in consultation with their advisor. [15]",https://www.buffalo.edu/grad/explore/about/programs/geography-ma.html,,MA,Geography MA,https://www.buffalo.edu/grad/explore/about/programs.html,
"['Earth Systems Science', 'Economic Geography and Business Geographics', 'Health Geography', 'Geographic Information Science']","The Department of Geography provides an intellectually challenging environment that encourages the investigation of the ""where"" and ""why"" of various social, economic and environmental phenomena. Our faculty members are committed to teaching and mentoring in a collaborative environment. We provide personalized tutelage and encourage students to work closely with faculty. [12] The MS program requires 36 credit hours and completion of a project, or portfolio. [11] The program typically requires two years of full-time study, although students can pursue the degree on a part-time basis. [11] A minimum B grade is required in each course applied toward the program requirements. [11]",https://www.buffalo.edu/grad/explore/about/programs/geography-ms.html,This program is officially registered with the New York State Education Department (SED). [12],MS,Geography MS,https://www.buffalo.edu/grad/explore/about/programs.html,
"The Geography Ph.D. program offers concentrations in the following areas: cultural-regional geography of Africa, East Asia, Latin America, Russia/Eurasia, and the United States; geographic information science (including cartography and remote sensing); and physical/environmental geography. [1]","The Doctor of Philosophy (Ph.D.) in Geography provides students with an advanced understanding of theory and techniques required to execute significant research in geography. Students take courses in location analysis, research design, sustainable development, renewable energy, and more. The typical Ph.D. completion time is three to five years. Our graduates pursue opportunities in academia, government, and private industry research. The capabilities and interests of the department fall into four areas of study: geographic information science, physical, human, and regional geography. [1]",https://www.buffalo.edu/cas/geography/graduate/geography-phd.html,,PhD,Geography PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Master of Science (MS) in Geological Sciences at the University at Buffalo is designed for aspiring geologists seeking professional careers or those planning to continue to PhD-level studies. With hands-on research, rigorous coursework, and personalized mentorship from expert faculty, this program equips you with the skills to thrive in academia or industry. The program is typically completed in two years. [2]",https://www.buffalo.edu/grad/explore/about/programs/geological-sciences-ms.html,,Masters,Geological Sciences MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The PhD in Geological Sciences at the University at Buffalo is tailored for individuals pursuing careers in academia or professions requiring advanced research skills. [2] This program provides in-depth training in research methodology, combining coursework and original research to prepare you for leadership roles in earth sciences and related fields. [2] The Doctor of Philosophy program in geological sciences is designed to develop creative scholarship in the terrestrial and planetary geosciences. [1] Students are encouraged to cross subject boundaries and pursue new understandings of Earth and the solar system. [1]",https://www.buffalo.edu/grad/programs/geological-sciences-phd.html,,PhD,Geological Sciences PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The Department of Political Science invites driven students to pursue an accelerated BA/MA in Global Affairs program, enabling you to earn both a Bachelor of Arts and a Master of Arts within five years. [2] With a focus on international politics, this program equips students with the knowledge and skills needed for impactful careers and advanced study in a rapidly evolving global landscape. [2] Our program equips students with both the theoretical foundation and analytical expertise needed to navigate the complexities of global political and economic systems. [2] Through coursework in International Politics, Human Rights, Foreign Policy, International Organizations, International Political Economy and Civil Conflict, you'll engage with pressing global issues and develop a nuanced understanding of the forces shaping the world. [2]",https://arts-sciences.buffalo.edu/political-science/graduate/ba-ma-global-affairs.html,"This program is officially registered with the New York State Education Department (SED). [1, 3]",BA/MA,Global Affairs BA/MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The MA in global affairs offers students advanced understanding of the processes, institutions and challenges arising in the modern global system. [2, 8] Students will examine how international, regional, and domestic factors affect relations between and within countries, and between non-governmental and international actors. [2, 8] Students can focus on political, economic and legal features of international relations within this degree. [2, 8] The MA strives to provide students with the analytical and methodological tools necessary to succeed in globally-focused careers. [2]",https://www.buffalo.edu/grad/programs/global-affairs-ma.html,,MA,Global Affairs MA,https://www.buffalo.edu/grad/explore/about/programs.html,
"['cultures and identities', 'women and global citizenship', 'gender and public policy']","A master's degree in Global Gender and Sexuality Studies prepares students with the theoretical and practical foundations for advanced graduate work and careers in diverse fields, including teaching, government, and community and non-governmental organizations. [2, 3, 5] The strength of our master's program lies in our commitment to an interdisciplinary curriculum that bridges multiple fields: literature, media and visual studies, science studies, disability theory, history, sociology, political science and anthropology. [2, 3, 5] Our program's global dimension attracts students from across the United States as well as internationally. [2, 3]",https://www.buffalo.edu/grad/explore/about/programs.html/details/global-gender-studies-ma,"This program is officially registered with the New York State Education Department (SED). [2, 3]",MA,Global Gender Studies MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"UB's Department of Global Gender and Sexuality Studies is one of only 12 doctoral degree-granting Women/Gender Studies departments in the U.S., and offered the first doctoral program in women's studies in the SUNY system. We build collaborations among faculty and students by exploring the intersections of gender, race, class, and disability to produce innovative scholarship. PhD students experience a competitive doctoral program with particular strengths in the areas of literary analysis, gender and global citizenship, gender and public policy, art and cultural production, sexuality studies, and feminist and queer theories. Our department has successfully placed PhDs in Global Gender Studies in academic careers as well as jobs in public policy, the non-profit sector, government, and more.",https://arts-sciences.buffalo.edu/global-gender-sexuality/graduate/phd-program.html,This program is officially registered with the New York State Education Department (SED). [3],PhD,Global Gender Studies PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Indigenous Studies MA,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,,,,,Indigenous Studies PhD,https://www.buffalo.edu/grad/explore/about/programs.html,Failed to parse JSON response
,"The Department of Industrial Engineering and the School of Management offer a five-year program leading to a joint bachelor's degree in industrial engineering and master's degree in business administration. [1, 2] This program reduces the usual pattern of a four-year undergraduate degree and a two-year MBA degree, by one year. [1, 2]",https://www.buffalo.edu/grad/explore/about/programs.html,,BS/MBA,Industrial Engineering BS/Business Administration MBA,https://www.buffalo.edu/grad/explore/about/programs.html,
,"Industrial engineers play a crucial role in addressing the challenges posed by rapid globalization and technological advancements. The Industrial Engineering MS program at UB offers students a unique opportunity to master strategies that enhance the integration of people, equipment, and information, leading to significant advancements in complex systems. [4]",https://www.buffalo.edu/grad/programs/industrial-engineering-ms.html,This program is officially registered with the New York State Education Department (SED). [4],MS,Industrial Engineering MS,https://www.buffalo.edu/grad/explore/about/programs.html,
"['Operations Research', 'Human Factors/Ergonomics', 'Production Systems']"," The ISE PhD degree program prepares students to be scholars and leaders in academic, research or industry settings. Our students work with internationally recognized faculty in areas of operations research, human factors/ergonomics, production systems and manufacturing, and machine learning and artificial intelligence. The program combines rigorous coursework with supervised research experiences culminating in a significant, independent research project (the PhD dissertation). By the end of the degree program, students have become independent scholars, presenting and publishing their work in peer-reviewed conferences and journals.",https://engineering.buffalo.edu/industrial-systems/graduate/phd.html,This program is officially registered with the New York State Education Department (SED). [6],PhD,Industrial Engineering PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
"['Information management', 'Information organization', 'Information services', 'Information storage and retrieval', 'Law librarianship, with a concurrent MS in information and library science and JD degrees', ""Music librarianship, which combines MS in information and library science and master's in music"", 'Public or academic libraries', 'Special libraries including those serving business, museums and law firms']","The fully-accredited Master's program in Information and Library Science, focuses on enabling you to seek professional employment in a wide range of information careers in the United States, and around the world. Our program, accredited by the American Library Association, is offered fully online.",https://www.buffalo.edu/grad/explore/about/programs/information-and-library-science-online-ms.html,"GSE's master's program in information and library science is fully accredited by the American Library Association, a designation recognized by employers—and one that makes your degree more valuable. [3]",Masters,Information and Library Science (Online) MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The information science PhD program equips you with advanced quantitative and qualitative research skills, preparing you to address complex information challenges faced by modern society and organizations. The field of information science is evolving rapidly. This program offers extensive opportunities for future scholars to explore critical research questions and enhance their professional goals. As human interaction and cultural expression continue to be facilitated digitally, the workings of digital technologies, their impact and their uses need to be understood. Our doctoral degree in information science will provide the opportunity to study these issues in depth. [3, 4]",https://www.buffalo.edu/grad/explore/about/programs/information-science-phd.html,"This program is officially registered with the New York State Education Department (SED). [4, 5]",PhD,Information Science PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The School of Dental Medicine offers the international dentist program (IDP) for the internationally trained dentist who seeks to practice dentistry in the United States. The IDP is two years in duration, beginning in May with an intensive preparatory summer course. Graduates receive a DDS degree and are eligible to participate in the various licensure examinations given across the country. [2]",https://www.buffalo.edu/grad/programs/international-dentist-dds.html,This program is officially registered with the New York State Education Department (SED). [2],DDS,International Dentist Program DDS,https://www.buffalo.edu/grad/explore/about/programs.html,
,"The 36-credit program, jointly offered by UB's School of Public Health and Health Professions and the School of Architecture and Planning, combines courses in epidemiology, global health, program planning and evaluation, international development, urban planning and environmental design. [1] Its close association with UB's Community of Excellence in Global Health Equity provides opportunities for hands-on field placements around the world where you can work on water and sanitation, food and nutrition, health in resource-poor settings and other important topics that affect populations across the globe. [1] Inequities in global health are complex and pervasive, with people marginalized by virtue of multiple factors--a socioeconomic circumstance, identity, geography and more--experiencing them disproportionately. [2] These inequities result from complex systems operating at global, national and local levels, from health and economic policy to urban planning and environmental conditions, governance to cultural norms and social hierarchies. [2] UB's master of science degree in international development and global health is the only full master's program in the U.S. that combines the areas of global health and international development. [2] You'll gain the interdisciplinary perspective required to address significant barriers to sustainable development and social justice around the world. [2]",https://publichealth.buffalo.edu/epidemiology-and-environmental-health/academics/international-development-and-global-health-ms.html,It is currently not accredited by the Council on Education for Public Health. [2],MS,International Development and Global Health MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,This certificate is designed to provide students with advanced preparation in data collection and analysis as related to key educational issues nationally and cross-nationally. This certificate is also designed to respond to the growing demand for national and international training in mixed methods research.,https://www.buffalo.edu/grad/explore/about/programs/international-educational-data-analysis-advanced-certificate.html,This program is officially registered with the New York State Education Department (SED). [4],Advanced Certificate,International Educational Data Analysis Advanced Certificate,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,International Trade MA,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Accounting) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Finance) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Management Science and Systems) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Marketing) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Operations Management and Strategy) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management (Organization and Human Resources) PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Management Information Systems MS,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The curriculum includes 18 credits of required courses covering financial analysis, marketing, business operations, strategy, communications and career action teams. An additional 12 credits of flexible electives allow you to focus more intensively on areas of interest or gain broader exposure to several domains of business. The program culminates with Strategic Management and a capstone course, Management Academy.",https://www.buffalo.edu/grad/explore/about/programs.html,This program is officially registered with the New York State Education Department (SED).,MS,Management MS,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Management Science STEM MBA,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Materials Design and Innovation MS,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,"The Materials Design and Innovation PhD program blends traditional materials science with modern statistical analysis, database interpretation, and data mining techniques. In addition to the fundamental materials science subjects, the program offers unique courses in materials informatics, advanced computing methods, machine learning, robotics for materials engineering, and an integrated experimental development laboratory that spans from atomic-level research to device creation. [2, 4] PhD students in this program will also have the opportunity to engage with UB's Computational Data-enabled Science and Engineering graduate program. [2, 4] This collaboration provides comprehensive training in computational data science, benefiting both experimental and computational materials scientists. [2, 4]",https://www.buffalo.edu/grad/programs/materials-design-innovation-phd.html,"This program is officially registered with the New York State Education Department (SED). [4, 6]",PhD,Materials Design and Innovation PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"If you have substantial math content background, wish to be a leader in math education, aim to teach math nationally or internationally, and are not seeking New York State teaching certification, our math education studies program will provide you the tools necessary to achieve your professional goals. [1] This part time program is available on-campus and online. It is a 33-credit program, and can be completed in two years. [5] Our program emphasizes the use of technology in mathematics teaching and learning, and the assessment of students' understanding and performance. [5]",https://www.buffalo.edu/grad/explore/about/programs/math-education-studies-edm.html,This program is officially registered with the New York State Education Department (SED). [1],EdM,Math Education Studies EdM,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Mathematics MA,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Mathematics PhD,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"['Biochemistry', 'Biomedical Informatics', 'Biophysics', 'Computational Cell Biology, Anatomy and Pathology', 'Genetics, Genomics, & Bioinformatics', 'Microbiology & Immunology', 'Neuroscience', 'Oral Biology', 'Pathology', 'Pharmacology & Toxicology', 'Physiology', 'Structural Biology', 'Epidemiology', 'Exercise Science', 'Biomedical Engineering', 'Chemical and Biological Engineering']","The Medical Scientist MD/PhD training program at UB combines medical and scientific training, providing students with interdisciplinary skills and a comprehensive perspective in translational research. [10] Students collaborate with renowned physicians and scientists, benefiting from the university's established translational research programs. [10] The program requires 225 credits and typically takes over 5 years to complete. [10]",https://www.buffalo.edu/grad/programs/md-phd-program.html,This program is officially registered with the New York State Education Department (SED). [2],MD/PhD,MD-PhD Program MD/PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,,,,,Mechanical Engineering BS/Business Administration MBA,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Mechanical Engineering MS,https://www.buffalo.edu/grad/explore/about/programs.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"['aerospace engineering', 'controls and dynamic systems', 'fluid dynamics and thermal systems', 'materials engineering', 'mechanics and structural systems']"," The PhD in Mechanical Engineering program offers a balanced curriculum that emphasizes the principles behind these designs and approaches. To apply these principles in the field, we make computational and research experience an integral component of your studies. [4] The Mechanical Engineering PhD emphasizes original research and provides students with a strong background for employment in academic institutions, government laboratories and industrial research laboratories with a focus on mechanical engineering. [3, 9] The program provides a sound foundation in technical fundamentals with a broad-based curriculum in design and optimization; dynamics, control and mechatronics; fluid and thermal sciences; and bioengineering, computational and applied mechanics and materials. [3, 9] Modern, well-equipped laboratories are available to support timely research investigations. [3, 9]",https://www.buffalo.edu/grad/programs/mechanical-engineering-phd.html,"This program is officially registered with the New York State Education Department (SED). [3, 9]",PhD,Mechanical Engineering PhD,https://www.buffalo.edu/grad/explore/about/programs.html,
,"This program is ideal for students who wish to explore the intersection of the quantitative procedures of STEM fields (Science, Technology, Engineering and Math) and the qualitative practices of art and design. [2, 5] It combines design thinking with engineering procedures to address challenges that span multiple problem domains. [2] The program includes a combination of 36 credits in media theory, media culture, media production, and computer science, with electives in bioinformatics/biostatistics, biology, computer science, geography, mathematics, and electrical engineering. [5] Students select electives commensurate with their interests, background, and experience. [5] Graduates will be well suited for positions in design, usability, and user-facing engineering as well as the increasingly prevalent number of computational- and media-focused PhD programs emphasizing a combination of theoretical and practical application. [2] Students ultimately embark on writing an MS Thesis or a producing a research project (or some combination thereof) under faculty guidance in areas such as Gaming; Mobile, Social and Computational Media; Virtual Reality; Bio Art; and Interaction Design. [5]",https://www.buffalo.edu/grad/programs/media-arts-and-sciences-ms.html,This program is officially registered with the New York State Education Department (SED). [2],MS,Media Arts and Sciences MS,https://www.buffalo.edu/grad/explore/about/programs.html,
