Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,error
Required,Required,"To be accepted to this program, you must have a bachelor's degree. Applications require: $70 application fee; Three references; Unofficial transcripts; Resume or CV; Personal Statement. Discuss what leading for the greater good means to you. Describe your passion, and how an O'Neill degree will help you to make your passion actionable.",Not Required,True,False,,False,False,False,,,program,Healthcare Management (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,Completed online application that includes: Personal statement. Resume (required from international students only) Two letters of recommendation. Minimum 79 TOEFL score or minimum 6.5 IELTS score or minimum 115 Duolingo score (international students only) Writing sample. [1],Required,True,False,False,False,False,False,,,program,Higher Education and Student Affairs (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,program,History (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,none,"History of Education (Ph.D. in History, Philosophy, and Policy in Education)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,institute,"History, Philosophy, and Policy in Education – Specialization in Education Policy Studies (Ph.D.)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,"Holocaust, Genocide, and Human Rights Studies (Certificate)",https://jewishstudies.indiana.edu/undergraduate/jewish-studies-certificate.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Human Development (M.S.Ed. in Learning and Developmental Sciences),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Industrial Organization Psychology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Information Technology (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Instructional Systems Technology (M.S.Ed., Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,International Banking and Monetary Systems (Certificate),https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGrfDNIxqjN7mvqJm2bta53cI5XnkPC0GUfrbdKYdJ8JE9YP0ltzu0nCuJ3jqH-iYI_4d-ORJqSml3UjZNCLCwoj9xH1mwO6WcPPit1ijN_WUKTXStEkmXcpHmcHMgogwpM06tLpvGNpzLecvCVh2fibghHmqMQ0rvssznDBpOajwxteg==,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Journalism (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Kinesiology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Kinesiology and Physical Therapy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Law (Master of Jurisprudence),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Optional,Required,Bachelor's degree from an accredited institution (minimum accumulative GPA 2.75 out of 4.00). [1],Not Required,True,False,,False,False,False,,,program,Learning and Developmental Sciences – Educational Psychology Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,Completed online application that includes: Personal statement. Resume (required from international students only) Three letters of recommendation. Minimum 79 TOEFL score or minimum 6.5 IELTS score or minimum 115 Duolingo score (international students only). [1],Not Required,True,False,,False,False,False,,,program,Learning and Developmental Sciences – Human Development Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,Bachelor's degree from an accredited institution (minimum accumulative GPA 2.75 out of 4.00); Completed online application that includes: Personal statement; Resume (required from international students only); Three letters of recommendation; GRE scores; Minimum 79 TOEFL score or minimum 6.5 IELTS score or minimum 115 Duolingo score (international students only). [2],Not Required,False,False,,False,False,False,,,program,Learning and Developmental Sciences – Learning Sciences Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,
Optional,Required,Bachelor's degree from an accredited institution (minimum accumulative GPA 2.75 out of 4.00); Completed online application that includes: Personal statement; Resume (required from international students only); Three letters of recommendation; GRE scores; Minimum 79 TOEFL score or minimum 6.5 IELTS score or minimum 115 Duolingo score (international students only). [1],Not Required,False,False,True,False,False,False,,,program,Learning Sciences (M.S.Ed. in Learning and Developmental Sciences),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Legal Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Not Required,Not Required,"To be accepted to this program, you must have a bachelor's degree and a 3.0 GPA or above on a 4.0 scale. To apply, you must complete an online application that includes official transcripts, two letters of recommendation, and an interview. [4]",Not Required,True,False,,False,False,False,,,program,Liberal Arts and Humanities (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
Not Required,Not Required,"The Certificate in Literary Translation is for students already enrolled in a graduate program (M.A. or Ph.D.) at Indiana University. [10] Students must inform the chair of the Translation Studies committee of their intent to complete the certificate. The requirements include 21-24 credit hours of coursework, including C580 (History and Theory of Translation), two translation workshops, and three other relevant graduate-level courses. [9] Applicants must have expert knowledge of English and another language. A final, substantial translation project of a literary or scholarly work into English, typically 40-60 pages long and accompanied by an explanatory essay, is also required. [9]",Required,True,False,,False,False,False,,,program,Literary Translation (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,program,Local Government Management (Certificate),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,Required,"Applicants for the Doctor of Philosophy in Media Arts and Sciences are expected to hold a four-year bachelor's degree and a two-year master's degree or a comparable credential from an accredited institution, with a minimum GPA of 3.5 in their master's program or its equivalent. [1] Three letters of recommendation are also necessary for the application. [1, 2]",Required,True,False,,False,False,False,,,program,Mass Communication (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,none,Mathematical Sciences (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Mathematics (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Mathematics Education (Ed.D. in Curriculum and Instruction, Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,"A completed online application is required which includes a Personal statement, Resume, and two letters of recommendation. A Bachelor's degree from an accredited institution with a minimum accumulative GPA of 2.75 out of 4.00 is necessary. GRE scores are required. For international students, a minimum TOEFL score of 79, a minimum IELTS score of 6.5, or a minimum Duolingo score of 115 is required. [7]",Not Required,False,False,,False,False,False,,,program,Mathematics Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html,
,Required,"While there are no absolute prerequisites for admission, the most important credential is a record of successful work in advanced mathematics courses. Most successful applicants have an undergraduate degree in mathematics or a closely related field. A successful applicant will normally have completed courses in advanced calculus, linear algebra, and modern algebra.",Not Required,True,True,,True,False,False,,,program,"Mathematics, Applied Statistics (M.Sc.)",https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Medical and Molecular Genetics (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Medical Science (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,False,False,False,,,institute,Medicine (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Mental Health Counseling and Counselor Education – Addictions Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Mental Health Counseling and Counselor Education – Mental Health Track (M.S.Ed.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Microbiology and Immunology (M.Sc.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,"Admission to the MELC Ph.D. requires a BA or MA in an appropriate field with at least a 3.0 GPA. Any student whose first language is not English (including dual U.S. citizens who were educated in a language other than English) must submit a Test of English as a Foreign Language (TOEFL) score of at least 79, or an International English Language Testing Service (IELTS) score of at least 6.5. The Graduate Record Exam is not required for any applicant. [2]",,True,False,,False,False,False,,,program,Middle Eastern Languages and Cultures (Doctorate),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,False,False,False,False,,,none,Museum Studies (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"The application process for doctoral programs at the Jacobs School of Music requires applicants to complete both the Indiana University Graduate School application and the Jacobs School of Music Supplemental Application. [8] General requirements include the submission of academic materials such as transcripts from previous institutions and three letters of recommendation. [8] An audition and/or interview is also required, with specific requirements varying by department. [8] Applicants whose native language is not English must submit a TOEFL or IELTS score, with a minimum TOEFL score of 100 (internet-based) or an IELTS score of 7.5 for doctoral applicants. [8]",,False,True,,False,False,False,,,program,Music (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Required,,"All new applicants to a graduate program must apply online to both the Indiana University Graduate School and to the Jacobs School of Music. [5] Applicants to all graduate degree and diploma programs are evaluated based on an audition and/or interview. [5] The application process includes providing email addresses for three recommenders who will receive a secure link to upload their letters. [1] Academic materials such as transcripts are also required. [1] For admission to a master's degree program, a minimum TOEFL score of 84 (Internet-based) or an IELTS score of 6.5 is required for applicants whose native language is not English. [5]",,True,False,True,False,False,False,,,program,Music Performance (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Nursing (MSN),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,False,False,,False,False,False,,,institute,Nursing Administration (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,True,False,,False,False,False,,,institute,Online MBA (M.B.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,"Applicants for a doctorate degree at the Jacobs School of Music must apply online to both the Indiana University Graduate School and the Jacobs School of Music. A bachelor's degree and the equivalent of a master's degree in music are required for admission. The admissions committee evaluates applicants based on their past academic record, letters of recommendation, and a required audition and/or interview. Applicants whose native language is not English must submit TOEFL or IELTS scores.",,False,False,,False,False,False,,,program,Performing Arts (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,,,,,,,,error,Philanthropic Studies (M.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Philosophy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Physics (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Policy Analysis (M.P.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Political Science (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Psychology (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Public Administration (MPA),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Public Administration and Public Policy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Public Health (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Public Management (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Religious Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,"Science Education (Ed.D. in Curriculum and Instruction, Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Science Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Social Work (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Sports Management and Leisure Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Substance Abuse and Addiction Counseling (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Systems Engineering (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,,,,,,,,error,Urban Education Leadership (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
Required,Required,"Admission to the urban education studies doctoral program is competitive and requires faculty approval. Admission is based on an applicant's qualifications, submitted application materials (including official transcripts*, resume/curriculum vitae, writing sample, personal statements, letters of recommendation), a personal interview, and references. A master's degree is required for admission to the program. [2]",Required,True,False,,False,False,False,,,program,Urban Education Studies (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,False,False,,False,False,False,,,institute,Vision Science (Ph.D.),https://graduate.indiana.edu/degrees-programs/degrees.html,
