Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore
,PhD in History and Theory of Music,,,,,Doctoral,Fall,,,,Not Required,,GRE,REQUIRED,"The following materials make up the Core Graduate Application, and are required for all applicants. 1) UCI ONLINE APPLICATION FOR GRADUATE ADMISSIONS. 2) Transcripts. 3) Three (3) letters of reference are required. [6]",Required,,True,False,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,Claire Trevor School of the Arts,"$13,140.00/Year",,,,,,,,"the PhD program in the History and Theory of Music (htm). The graduate program in The History and Theory of Music at UC Irvine is unique within the state of California, and rare within the United States as a whole, in combining both historical musicology and music theory and analysis to offer a Ph.D. program with a particular emphasis on music theory and analysis, critical theory, and the aesthetics and philosophy of music. The program rests on two central pillars: a sustained engagement with musical works that is underpinned by a thorough grounding in musical skills and literacy, and a strong focus on criticalredirectTo unavailable, and it is not possible to extract the information at this time.",,https://grad.uci.edu/admissions/degree-programs/,,,$365.00/unit,,False,8,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,Fellowship,,,,,,,
,"PhD in Music: Integrated Composition, Improvisation, and Technology",,,,,Doctoral,Fall. [4],,September. [7],"December 1, 2025. [7]",Not Required,Required,Optional,REQUIRED,"Applicants should possess an undergraduate degree in music or an equivalent level of training and should demonstrate potential for creative and innovative work integrating a wide range of contemporary music and ideas. In addition to meeting all general requirements for admission to graduate study, applicants should normally hold a B.A. in Music or a B.Mus. Supporting materials must include the following: Composition portfolio, Academic writing sample, three letters of recommendation, and Performance audition (video). Applicants are expected to have good general knowledge of music history and music theory and competence in basic musicianship skills.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,Claire Trevor School of the Arts. [4],The department covers the cost of tuition and fees for all ICIT students. [4],,,,,,,"Integrated Composition, Improvisation, and Technology (ICIT)","The Ph.D. program in Integrated Composition, Improvisation, and Technology (ICIT) is taught by a core faculty whose work embraces diverse forms of music making, challenging conventional distinctions between classical composition, computer music, improvisation, and jazz. [2] Students will receive close personal attention from faculty, and are encouraged to work on interdisciplinary projects. [2] The Department of Music seeks students with a strong foundation who wish to develop new creative work integrating a wide range of contemporary music and ideas. [3] In addition to the core ICIT faculty, the Music Department includes many other performers, musicologists, theorists, and historians, making for a rich environment in which to develop critical skills that are essential for the 21st-century musician. [3]",,https://grad.uci.edu/admissions/degree-programs/,,,,,False,8,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,Teaching Assistantship. [4],,,,,,,
,PhD in Philosophy,,,,,Doctoral,,,,,Not Required,Required,Optional,REQUIRED,"To be admitted to the Philosophy program, students must have done well in their previous academic work and be formally accepted as candidates for the degree by the Department of Philosophy. An applicant must have received a Bachelor's degree or its equivalent from a college or university of acceptable standing. Although there are no formal course requirements for admission, applicants must satisfy the committee on admissions that their preparation in philosophy and allied disciplines is sufficient for undertaking study of philosophy at the graduate level. Applications from those already holding M.A. degrees are welcomed. The application checklist also includes: Unofficial transcripts, a Personal History Statement, two letters of recommendation, a writing sample, and for international applicants, official TOEFL or IELTS scores.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://grad.uci.edu/admissions/degree-programs/,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,Master of Arts in Political Science,,,,,Graduate,Fall,,,,,,GRE,REQUIRED,,,,,,False,False,True,False,,True,False,False,False,False,True,False,False,False,,,,School of Social Sciences,,,,,,,,,"The University of California, Irvine, does not offer a stand-alone Master of Arts (M.A.) in Political Science. Students may earn an M.A. degree while on the path to earning a Ph.D., but the university does not admit students who intend to complete their studies with only an M.A. [2, 7] The M.A. is not a terminal degree. [7]",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Political Science,,,,,Doctoral,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,"['Public Choice', 'Democracy Studies', 'International Relations', 'Race and Minority Politics']","The Department of Political Science offers a Ph.D. program in Political Science. The department has attained a reputation for producing the very best innovative and interdisciplinary scholarship. Faculty are engaged in the study of such key questions as the politics of advanced and democratizing societies, international cooperation and peace, the politics splicy of racial and ethnic minority groups, and the origins of altruism and morality and their impact on world politics. Graduate students can pursue concentration in public choice and specializations in democracy studies, international relations, and race and minority politics. The Ph.D. program offers big payoffs to graduate students, in fact, because of the extended range of inquiry an interdisciplinary program affords.",,https://grad.uci.edu/admissions/degree-programs/,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Master of Arts in Sociology,,,,,Graduate,Fall,,,,Not Required,Not Required,GRE,REQUIRED,The graduate program in the Department of Sociology is designed for Ph.D. students. The university does not accept students for the single purpose of acquiring a master's degree in sociology. [16] Doctoral students may obtain a Master of Arts (M.A.) degree in Sociology during their doctoral studies. [16],Not Required,,True,False,False,False,True,False,,True,False,False,False,False,True,True,False,False,,,,School of Social Sciences,,,,,,,,," The program offers both MA and PhD degrees, although the latter is emphasized. [16] The graduate program offers broad training in sociology, with several areas of concentrated expertise: education; family, life course, and sexualities; global inequality and change; immigration; population; organizations, occupations, and labor; social inequality: race/ethnicity, gender, and class/stratification; social movements and political sociology; social networks; organizations, occupations, and labor; and the study of democracy. [16] We are committed to theoretically informed and empirically grounded scholarship. We welcome multidisciplinary pursuits, forging links with other units on the campus and beyond. We also embrace a broad range of methods – including ethnography, experiments, formal modeling, historical-comparative analysis, and surveys – to pursue answers to questions of substantive and theoretical importance. [16]",,https://grad.uci.edu/admissions/degree-programs/,"UC Irvine is accredited through fall 2032 by the Western Association of Schools and Colleges, Senior College and University Commission (WSCUC). [2]",,,,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Sociology,,,,,Doctoral,,,,,,Required,,,"Admission is based on application materials and evidence of scholarly potential, including grade point average, statement of purpose, and letters of recommendation. [4] A writing sample is also required. [16] Program course requirements include: three quarters of statistics, two quarters of Proseminar in Sociology, one quarter of Sociology Research Design, two quarters of Sociological Theory (Classical and Contemporary), one advanced sociological methodology course, and nine additional Sociology seminars. [2]",Required,,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,"['Social Networks', 'Gender', 'Race/Ethnicity', 'Labor', 'Social Movements', 'Family', 'Migration', 'Population', 'Political Economy', 'States and Global Transformation']"," The program provides structured training in sociological theory, statistics, and qualitative and quantitative research methods. The Department of Sociology offers a Ph.D. program in Sociology. While the core of the program is sociological, it may also include an interdisciplinary component, incorporating links to anthropology, education, law, political science, history, criminology, and urban planning. [7] Particular emphases include social networks, gender, race/ethnicity, labor, social movements, family, migration, population, political economy, and states and global transformation. [7] Program faculty take diverse theoretical and methodological approaches to a variety of substantive issues, are committed to empirical research addressing central sociological issues, and are open to intellectual cross-pollination from cognate disciplines. [7] Small entering cohorts ensure personalized attention for each student and guarantee access to professors, allowing for close mentorship relationships. [7] Graduate students have the opportunity to participate in a variety of interdisciplinary research units, including the Center for the Study of Democracy; the Center for Global Peace and Conflict Studies; the Center for Research on Immigration, Population and Public Policy; and the Center for Demographic and Social Analysis. [7]",,https://grad.uci.edu/admissions/degree-programs/,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Master of Arts in Spanish,,,,,Graduate,Fall,,,,,,Not Required,REQUIRED,,,,,,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Humanities,,,,,,,,,"The Master of Arts degree in Spanish is a two-year program of study designed to expose the beginning graduate student to all periods of peninsular, Latin American, and Chicanx/Latinx literature and culture. [4, 5] The degree is awarded upon the successful completion of course work and written and oral comprehensive examinations. [4, 5] A minimum of eight graduate seminars must be completed in the Department of Spanish and Portuguese with a letter grade. [4, 5] Students are required to take one course in Theory (SPANISH 239A or equivalent). [4, 5]",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Spanish,,,,,Doctoral,Fall,,September/October,,Optional,Required,Not Required,REQUIRED,"The general application requirements include submitting an online application for a chosen degree program and paying a non-refundable application fee ($135 for U.S. Citizens and lawful U.S. Permanent Residents, and $155 for all other applicants). [12] Applicants must hold a bachelor's degree from a recognized academic institution with a minimum cumulative undergraduate GPA of 3.0. [12] Unofficial transcripts for all post-secondary academic work must be uploaded to the application. [2] Individual graduate programs may require other materials such as a resume/CV, writing samples, or portfolios. [2, 12]",Optional,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Humanities,"Resident: $15,195.05/Year (Tuition: $13,140.00, Student Services Fee: $1,290.00, Associated Graduate Student Fee: $27.00, UCI Student Center Fee: $267.00, UCI Student Center Fee - Continuation: $190.05, Bren Events Center Fee: $69.00), Non-resident: additional Nonresident Supplemental Tuition applies. [4]","$15,195.05 per year for California residents; non-residents pay additional fees. [4]",,,,,,,,,https://grad.uci.edu/admissions/degree-programs/,,,,False,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,"The program is described as fully funded. Specific fellowships are available, such as the Dean's Fellowship with a stipend of $16,000 and the Eugene Cota-Robles Fellowship with a stipend of $18,000.",,"Fellowships, Teaching Assistantships",,,,,,,
,PhD in Visual Studies,,,,,Doctoral,Fall,,Early October 2025,December 15,,Required,Not Required,REQUIRED,"We look for students who are highly motivated, independent, and who articulate in their statements of purpose a coherent and focused course of study that fits with the expertise of our faculty. We expect applicants to have demonstrated skills in research and writing, as well as a required minimum GPA of 3.0.",Required,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,School of Humanities,,,,,,,,,"The PhD Program in Visual Studies engages in the histories, theories, and analysis of the visual, from practices and experiences of looking to the nature of representation, images, and their media. Interdisciplinary and theoretically rigorous, Visual Studies is committed to the investigation of cultural productions of seeing, picturing, and knowing, from the past to the present day. The faculty work across diverse cultures, geographies, and periods, with strong interests in photography, performance, illustration and design histories, archaeology, architecture and the built environment, site-based installation, museum studies and exhibition histories, manuscripts, sculpture, and painting. The program welcomes students who wish to explore new and innovative lines of inquiry into the visual and visuality. Students are admitted directly into the PhD program in small cohorts and with multi-year funding packages.",,https://grad.uci.edu/admissions/degree-programs/,,,,False,False,,,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,A combination of fellowship and teaching assistantships. [22],,,,,,,
,Master of Science in Biomedical Engineering,,,,,Graduate,,,,,,Required,Not Required,REQUIRED,"General application tips include starting the application early, the summer before planning to apply, and being aware of program-specific deadlines. The senior year timeline includes requesting three faculty letters of recommendation and finalizing the statement of purpose and personal history statement. [33] Applicants can check the submission status of GRE scores (if required) and electronic letters of recommendation online. [33]",,,False,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,"['Biophotonics', 'Biomedical Micro/Nanoscale Systems', 'Bioimaging & Computation', 'Molecular & Cellular Engineering']","Giving students an opportunity to focus on a wide range of contemporary topics critical to biomedical engineering. Core courses covering broad aspects of biomedical engineering will be followed by a choice of elective courses in such areas as biomedical imaging, tissue engineering and repair, biomedical devices, rehabilitation engineering, and capped by experiential learning in research laboratories or project courses. The program accommodates students with a BS/BA or a more advanced degree in biomedical engineering, chemical engineering, mechanical engineering, electrical engineering, computer science, computer engineering, physics, chemistry, or biology.",,https://grad.uci.edu/admissions/degree-programs/,,,,True,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,6.5,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Biomedical Engineering,,,,,Doctoral,,,,,,,Optional,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,,,,,,,,,,"The PhD in Biomedical Engineering program at the University of California, Irvine, is designed for students who want to become leaders in the field. The program prepares students for careers in academia, industry, and government by providing a deep understanding of engineering principles and life sciences. Research is a central component of the program, with students working in state-of-the-art laboratories alongside world-renowned faculty. Key research areas include biomedical imaging, micro/nano-scale systems, biomechanics, and systems biology.",,https://grad.uci.edu/admissions/degree-programs/,,,,,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,65.0,,80,,,,,,,,,,,,,,,,,,,,
,Master of Science in Chemical and Biomolecular Engineering,,,,,Graduate,,,,,Required,Required,Not Required,REQUIRED,"Applicants must hold a bachelor's degree (or equivalent) from a recognized academic institution with degree standards equivalent to those of the University of California. A minimum cumulative undergraduate GPA of 3.0 is required. It is strongly recommended that students have a background and training in core Chemical Engineering topics (transport phenomena, thermodynamics, and reaction kinetics) as well as a strong background in mathematics, chemistry, and physics. [10]",Not Required,,True,False,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,The Henry Samueli School of Engineering,,,,,,,,,"Chemical engineering uses the knowledge of chemistry, mathematics, physics, biology, and humanities to solve societal problems in areas such as energy, health, environment, food, clothing, materials, and sustainability, and serves a variety of processing industries whose vast array of products include chemicals, petroleum products, plastics, pharmaceuticals, foods, textiles, fuels, consumer products, and electronic and cryogenic materials. Chemical Engineering also advances societal goals by developing environmentally conscious and sustainable technologies to meet global challenges. This animportant assetsincemolecular sciences such as chemistry, molecular biology, biomedicine, and solid-state physics are providing the seeds for future technologies. Chemical engineering has a bright future as the discipline which will bridge science with engineering in multidisciplinary environments. Biomolecular Engineering is concerned with the processing of biological materials and processes that use biological agents such as living cells, enzymes, or antibodies. With integrated knowledge of the principles of biology and chemical engineering, it plays a major engineering role in the rapidly developing area of biotechnology. Career opportunities in Biomolecular Engineering are available in a variety of industries such as biotechnology, chemical, environmental, food, petrochemical, and pharmaceutical industries. The principal objectives of the graduate curriculum in Chemical and Biomolecular Engineering are to develop and expand students' abilities to solve new and more challenging engineering problems and to promote their skills in independent thinking and learning in preparation for careers in manufacturing, research, or teaching. These objectives are reached through a program of course work and research designed by each student with the assistance, advice, and approval of a primary faculty advisor and a faculty advisory committee.",,https://grad.uci.edu/admissions/degree-programs/,,,,,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Chemical and Biomolecular Engineering,,,,,Doctoral,Fall,,"September 1, 2025","December 1, 2025",,,Optional,REQUIRED,"To apply for graduate programs at UC Irvine, applicants must complete and submit the online application. A non-refundable application fee of $135 for U.S. Citizens and lawful U.S. Permanent Residents, and $155 for all other applicants, is required for the application to be reviewed. [3, 7] For the initial review, applicants need to scan and upload copies of transcripts from all institutions attended after high school. [7] While these are the general steps, some programs may have different criteria, deadlines, or requirements, so it is important to contact the specific program of interest for its detailed admissions requirements. [7]",,,True,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,The Henry Samueli School of Engineering,,"All admitted Ph.D. students are offered a funding package that includes a stipend, as well as payment of all tuition and fees.",,,,,,,"Chemical engineering uses the knowledge of chemistry, mathematics, physics, biology, and social sciences to solve societal problems such as energy, health, environment, food, clothing, shelter, and transportation. It serves a variety of processing industries whose vast array of products include chemicals, petroleum products, plastics, pharmaceuticals, foods, semiconductors, textiles, fuels, consumer products, and electronic and cryogenic materials. It also serves society to improve the environment by developing and implementing technologies for pollution abatement and remediation. The principal objectives of the graduate curriculum in Chemical and Biomolecular Engineering are to develop and expand students’ abilities to solve new and more challenging engineering problems and to promote their skills in independent thinking and learning in preparation for careers in manufacturing, research, or teaching.",,https://grad.uci.edu/admissions/degree-programs/,,,,,False,,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,"Fellowships, Research Assistantships, Teaching Assistantships",,,,,,,
,Master of Science in Civil and Environmental Engineering,,,,,Graduate,Fall,,"September 1, 2025",,,,,,"The Department of Civil and Environmental Engineering focuses its graduate study and research program on four areas: Structures, Geotechnics, and Materials; Transportation Systems; Hydrology and Water Resources Systems; and Environmental and Energy Systems. M.S. applicants must submit at least one letter of recommendation.",,,True,False,,,,,,,,,,,,,,,,,,The Henry Samueli School of Engineering,"Resident: $21,669.75 per year, Non-resident: $36,771.75 per year",,,,,,,,,,https://grad.uci.edu/admissions/degree-programs/,,,,True,True,8,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Fellowships and Assistantships,,,,,,,
,PhD in Civil and Environmental Engineering,,,,,Doctoral,"Fall, Spring",,,,Not Required,Required,Not Required,REQUIRED,"The Ph.D. indicates attainment of an original and significant research contribution to the state-of-the-art in the candidate's field, and an ability to communicate advanced engineering concepts. PhD applicants must submit three letters of recommendation. [9] A cumulative undergraduate GPA of at least 3.0 is required; for PhD applicants who already have a graduate degree, a GPA of at least 3.6 is typical. [8] International applicants must demonstrate English proficiency via TOEFL or IELTS exams. [8]",Not Required,,True,True,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,The Henry Samueli School of Engineering,,,,,,,,"['Environmental Health', 'Environmental Engineering and Water Resources', 'Geotechnical and Geoenvironmental Engineering', 'Infrastructure Engineering', 'Structural Engineering and Mechanics']","The PhD is the highest level of study and requires a serious commitment. Graduates of the doctoral program are well positioned for careers in academia, industry, government, and consulting. Students who have excellent academic backgrounds and demonstrated capability for independent study/research are encouraged to apply to the doctoral program. Students entering the doctoral program in civil and environmental engineering are expected to meet the general admission requirements of the graduate school; gain acceptance into the Department of Civil and Environmental Engineering; and hold a bachelor's or master's degree in engineering or a related field. The PhD is a research oriented degree that requires in-depth knowledge of a specific topic of study. Programs of study are highly individualized, but consist of two main components: course work and independent research. Unlike bachelor's degree and some master's degrees, progress toward the doctoral degree is measured by achievement, not time or number of courses completed.",,https://grad.uci.edu/admissions/degree-programs/,,,,,True,8,4.0,3,,,,,,,,,,,,,,,,,,False,False,,,,,,,7.0,,,,,80,,,,,,,,,,,,,"Fellowships, Research Assistantships, Teaching Assistantships",,,,,,,
,Master of Science in Electrical and Computer Engineering,,,,,Graduate,,,,,,,Not Required,REQUIRED,,,,False,False,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,"['AI/ML Systems', 'Intelligent Physical Systems', 'Computational Engineering Methods/Systems', 'Computer Security', 'Network/Distributed Systems', 'Wireless/Embedded Systems', 'Integrated Systems', 'Devices and Nanofab']","MS in ECE students can choose one of the following concentrations for focused study in a specific area of electrical and computer engineering. MS students are not required to complete a concentration in order to graduate. Generally, MS students can select from the full range of ECE graduate course offerings to meet their course requirements and advance toward their individual career objectives. [1]",,https://grad.uci.edu/admissions/degree-programs/,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Electrical and Computer Engineering,,,,,Doctoral,Fall,,,,,,Not Required,REQUIRED,,,,,,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,The Henry Samueli School of Engineering,,,,,,,,"['Electrical Engineering (EE)', 'Computer Engineering']",The doctoral program in Electrical and Computer Engineering is tailored to the individual background and interest of the student. There are several milestones to pass: admission to the Ph.D. program by the Graduate Committee; Ph.D. preliminary examination on the background and potential for success in the doctoral program; departmental teaching requirement which can be satisfied through service as a teaching assistant or equivalent; original research work; development of a research report and dissertation proposal; advancement to Ph.D. candidacy; completion of the Ph.D. dissertation; and a public dissertation defense. [1] The Ph.D. dissertation is written documentation of original research that has impact on the field of study for the Ph.D. [1] A public Ph.D. dissertation defense is also required. [1],,https://grad.uci.edu/admissions/degree-programs/,,,,,,,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,"Fellowships, Teaching Assistantships, Research Assistantships",,,,,,,
,Master of Engineering,,,,,Graduate,,,,,,,Not Required,REQUIRED,,,,,,False,False,False,False,,True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,"The University of California, Irvine (UCI) does not offer a program with the specific title 'Master of Engineering'. However, the university offers Master of Science (M.S.) degrees in various engineering disciplines that serve a similar purpose for students seeking advanced technical knowledge for professional practice. The following information pertains to the Master of Science in Mechanical Engineering program. Specific details regarding concentrations were not found on the official program page. The Master of Science program in Mechanical Engineering aims to provide students with an advanced educational experience that will prepare them for careers in industry, government, or academia.",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,Master of Science in Materials Science and Engineering,,,,,Graduate,,,,,,,Optional,REQUIRED,,,,,,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,"Every MSE graduate student is assumed to have taken a basic “Introduction to Materials Science and Engineering” undergraduate course prior to enrolling in graduate studies in MSE here at UCI. The program requires all new students in the M.S. degree program to take required core courses. Both the Ph.D. preliminary exam and the M.S. comprehensive exam are based, in large part, on materials covered in these required core classes. Students must enroll in and complete these core courses in the first year of their studies. Elective courses are intended to broaden knowledge in areas relevant to MSE studies and research activities. [22]",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,PhD in Materials Science and Engineering,,,,,Doctoral,,,,,,,Not Required,REQUIRED,,,,,,False,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,"The UCI General Catalogue lists 'Specific Fields of Emphasis' for the program, which include: biomaterials, energy materials, advanced ceramics, polymers and nanocomposite materials, structural and nanostructured metallic materials, micro/nano-device materials, device/system packaging materials, computational materials science, advanced and additive manufacturing, and multifunctional materials.","The Ph.D. in Materials Science and Engineering requires a commitment on the part of the student to dedicated study and collaboration with the faculty. Ph.D. students are selected on the basis of outstanding demonstrated potential and scholarship. Applicants must hold the appropriate prerequisite degrees from recognized institutions of high standing. After substantial preparation, Ph.D. candidates work under the supervision of faculty advisors. The process involves extended immersion in a research atmosphere and culminates in the production of original research results presented in a dissertation. The graduate program is hosted by the Department of Materials Science and Engineering (MSE) and is interdisciplinary. Current research programs include nanomaterials, nanostructures, nanoelectronics, nanodevices, nanocharacterization, device/system packaging materials, materials for fuel cells and related alternative energy systems, biocompatible materials, soft materials such as biological materials and polymeric materials, electronic and photonic materials, hybrid materials, interfacial engineering of materials, computational materials science, and multifunctional materials.",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,80,,,,,,,,,,,,,,,,,,,,
,Master of Science in Mechanical and Aerospace Engineering,,,,,Graduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['dynamics and controls', 'fluid dynamics and propulsion', 'mechanics of materials and structures', 'systems and design', 'thermal and transport sciences']","A graduate program is offered leading to the Master of Science (M.S.) in Mechanical and Aerospace Engineering. A student may select one of two plans of study for the M.S. degree: the thesis option or the comprehensive examination option.

The thesis option requires completion of eight graduate, technical and science courses; the completion of an original research project with a Faculty Advisor and a thesis describing it; and approval of the thesis by a thesis committee. This plan is available for those who wish to gain research experience or as preparation for study toward the doctoral degree. Students must complete 12 units of ENGRMAE 296, 3 units of ENGRMAE 298, and four graduate courses from a restricted list in the selected MAE major area. Additionally, four of the eight required graduate courses must be from the MAE Department.

The comprehensive examination option requires completion of eleven graduate, technical and science courses, plus a comprehensive exam. Students must complete 3 units of ENGRMAE 298 and four graduate courses from a restricted list. Additionally, six of the eleven required graduate courses must be from the MAE Department.

The Mechanical and Aerospace Engineering faculty have special interest and expertise in five thrust areas: dynamics and controls; fluid dynamics and propulsion; mechanics of materials and structures; systems and design; and thermal and transport sciences.",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PhD in Mechanical and Aerospace Engineering,,,,,Doctoral,Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Henry Samueli School of Engineering,,,,,,,,,"The doctoral program in Mechanical and Aerospace Engineering is tailored to the individual needs and background of the student. The detailed program of study for each Ph.D. student is formulated in consultation with a Faculty Advisor who takes into consideration the objectives and preparation of the candidate. Within this flexible framework the Department maintains specific guidelines that outline the milestones of a typical doctoral program. All doctoral students should consult the Departmental Ph.D. guidelines for program details, but there are several milestones to be passed: admission to the Ph.D. program, the Qualifying Examination, advancement to candidacy, and the dissertation defense. The Mechanical and Aerospace Engineering faculty have special interest and expertise in five thrust areas: dynamics and controls; fluid dynamics and propulsion; mechanics of materials and structures; systems and design; and thermal and transport sciences. [2]",,https://grad.uci.edu/admissions/degree-programs/,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fellowships, Teaching Assistantships, Research Assistantships",,,,,,,
,Master of Science in Software Engineering,,,,,Graduate,Fall,,2025-10-01,2026-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Bren School of Information and Computer Sciences,$100 (departmental fee per course) + per-unit fees,$100 (departmental fee per course) + per-unit fees. [23],,,,,,,"Software engineering is the application of a systematic, disciplined, quantifiable an pproacheto to the development, operation, and maintenance of software; that is, the application of engineering to software. It is an interdisciplinary field of study that bridges the boundaries of computer science, engineering, mathematics, and behavioral science. The M.S. Software Engineering (MSSE) program at UC Irvine is a heavily research-oriented program aimed at students with a computer science (or related) bachelor's degree, who may or may not have been out in the workforce already, and who seek to build a strong background in software engineering.",,https://grad.uci.edu/admissions/degree-programs/,,,,,,8,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fellowships. [15],,,,,,,
