Program name,Program Page url,Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsRecommendationSystemOpted,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,error
Minor in Chemistry,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Chinese,https://languages.charlotte.edu/programs/undergraduate-majors-and-minors/,Not Required,Not Required,Students who want to declare a minor in Chinese should fill out the online form.,Not Required,True,False,,False,False,False,,,program,
Minor in Civic Life and Leadership,https://teal.charlotte.edu/wp-content/uploads/sites/949/2023/11/Urban-Youth-and-Communities-Minor-Plan-of-Study-Fall-2023.pdf,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Classical Humanities,https://languages.charlotte.edu/programs/undergraduate-programs/classics/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Climate Change,https://academics.charlotte.edu/program/earth-and-environmental-sciences-minor-on-campus/,,,"To declare a minor in Climate Change, students must have a GPA of at least 2.0. A minor in Climate Change requires 18 credit hours. All courses must be passed with a grade of C or better. At least half the credit hours must be taken at UNC Charlotte. Courses taken on a Pass/No Credit basis may not be used toward the minor. Students must take courses from three categories as listed below: Required Core Courses, Climate System, and Human Dimensions.",,True,False,,True,False,False,,,program,
Minor in Coaching Education,https://www.lasell.edu/academics/schools-and-programs/school-of-health-sciences/programs/health-sciences-minors/coaching-minor.html,Not Required,Not Required,"The minor in coaching education is an 18-credit hour minor offered by the Department of Kinesiology. The minor requires six (6) credit hours of required coursework, and 12 credit hours of elective coursework from an approved list of courses. A minimum GPA of 2.0 is required in the minor coursework. To declare the minor, students must have a 2.0 GPA, meet with the Minor Advisor, and complete the “Change/Add Major/Minor” form in Banner Self-Service.",Not Required,True,False,,False,False,False,,,program,
Minor in Cognitive Science,https://academics.charlotte.edu/program/cognitive-science-minor-on-campus/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Communication Studies,https://catalog.towson.edu/undergraduate/fine-arts-communication/communication-studies/communication-studies-minor/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Comparative Literature,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
Minor in Computational and Applied Mathematics,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"The minor in Computational and Applied Mathematics consists of 18 credit hours. Students must have a grade of C or above in all courses used for the minor. Students must also satisfy all prerequisites for the courses in the minor.

Note: All of the required and elective courses in this minor require either MATH 2241 or MATH 2242 as a prerequisite.

Required Courses (9 credit hours)
- MATH 2164 - Matrices and Linear Algebra (3)
- MATH 2171 - Differential Equations (3)
- STAT 2122 - Introduction to Probability and Statistics (3) or STAT 3122 - Introduction to Mathematical Statistics (3)

Electives (9 credit hours)
Choose nine hours from:
- MATH 3163 - Introduction to Mathematical Modeling (3)
- MATH 4121 - Introduction to Numerical Analysis (3)
- MATH 4122 - Numerical Solutions of Differential Equations (3)
- MATH 4141 - Introduction to Operations Research (3)
- MATH 4165 - Applied Matrix Theory (3)
- STAT 4123 - Applied Regression Analysis (3)
- STAT 4128 - Applied Time Series Analysis (3)",Not Required,True,False,,True,False,False,,,program,
Minor in Computer Science,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"To declare a Minor in Computer Science, students must have a cumulative GPA of at least 2.5 and must have completed the prerequisite courses with a grade of C or above: MATH 1120 or MATH 1241 and one of the following: ITCS 1212 and ITCS 1212L, or ITCS 1214 and ITCS 1214L. A grade of C or above must be earned in each course in the minor.",Not Required,True,False,,True,False,False,,,program,
Minor in Drama,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,Students must be in good academic standing with a minimum GPA of 2.0.,Not Required,True,False,,False,False,False,,,program,
Minor in Economics,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"To declare a Minor in Economics, a student must have a cumulative GPA of at least 2.0. Students must meet with an advisor in the Belk College of Business Niblock Student Center to declare the minor.",Not Required,True,False,,False,False,False,,,program,
Minor in Education,https://academics.charlotte.edu/program/secondary-education-minor-on-campus/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in English,https://english.berkeley.edu/undergraduate/english-minor,Not Required,Not Required,Students wishing to declare a Minor in English must have a minimum overall GPA of 2.0.,Not Required,True,False,,False,False,False,,,program,
Minor in Entrepreneurship,https://provost.charlotte.edu/policies-procedures/academic-policies-and-procedures/university-catalogs/,Not Required,Not Required,No special academic requirements above those for the University. Students can declare this minor through Banner Self-Service.,Not Required,True,False,,False,False,False,,,program,
Minor in Environmental Health Science,https://academics.charlotte.edu/program/earth-and-environmental-sciences-minor-on-campus/,Not Required,Not Required,"To declare a minor in Environmental Health Science, students must have a 2.0 GPA and should meet with an academic advisor in the Public Health Sciences department.",Not Required,True,False,,True,False,False,,,program,
Minor in Environmental Sciences,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"Students who wish to declare a minor in Environmental Sciences should consult with one of the Program Directors listed below to develop an approved plan of study. To declare a minor, a student must have a GPA of at least 2.0. A grade of C or above is required in all minor courses.",Not Required,False,False,,True,False,False,,,program,
Minor in European and Russian Studies,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,The Minor in European and Russian Studies requires 18 credit hours. No more than six credit hours of transfer credit may be applied to the Minor.,Not Required,True,False,,False,False,False,,,program,
Minor in Food Studies,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in French,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,The Minor in French requires 18 credit hours of French coursework at the 2000-level and above. All coursework must be completed with a grade of C or above. Students must take FREN 3201 and FREN 3202 (or FREN 3203). The remaining 12 credits may be chosen from any FREN courses at the 2000-level or higher. At least nine (9) of the 18 credit hours must be taken at UNC Charlotte. No course taken on a Pass/No Credit basis may be applied to the minor. Students may not major and minor in French.,Not Required,True,False,,False,False,False,,,program,
Minor in Geographic Information Sciences,https://www.gisdegree.org/programs/bachelors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Geography,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"To declare a Minor in Geography, a student must have a GPA of at least 2.0 and have earned a C or above in at least one GEOG course at UNC Charlotte.

The Minor in Geography requires 18 credit hours of coursework in Geography. At least nine of the 18 credit hours must be taken at UNC Charlotte. A grade of C or above must be earned in each course of the minor.",Not Required,True,False,,False,False,False,,,program,
Minor in Geological Sciences,https://geoearth.charlotte.edu/,,,"Students must have a GPA of at least 2.0 to declare a minor. A grade of C or above is required in all courses used to fulfill the minor. The minor in Geological Sciences consists of 18 credit hours.

Required Courses (7 hours):
- ESCI 1101 Earth Sciences - Geosphere (3)
- ESCI 1101L Earth Sciences - Geosphere Laboratory (1)
- ESCI 2102 Earth Sciences - Historical Geology (3)

Electives (11 hours):
- Select 11 hours of ESCI or GEOL courses at the 2000 level or higher.",,False,False,,True,False,False,,,program,
Minor in German Language,https://catalog.ufl.edu/UGRD/colleges-schools/UGLAS/GMN_UMN/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in German Studies,https://academics.charlotte.edu/program/german-minor-on-campus/,Not Required,Not Required,"If you are a currently enrolled UNC Charlotte student and would like to declare a minor, you must complete the online form available through Banner Self-Service in my.charlotte.edu. If you are not a currently enrolled UNC Charlotte student, you must first apply for admission to the University. Students minoring in German Studies must complete 18 credit hours beyond the 1202 level. A C or better is required in all courses for the Minor.",Not Required,True,False,,False,False,False,,,program,
Minor in Global Cinema,https://academics.charlotte.edu/program/film-studies-minor-on-campus/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Global Studies,https://catalog.csumb.edu/preview_program.php?catoid=9&poid=1829&returnto=461,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Greek,https://catalog.unc.edu/undergraduate/programs-study/,,,Students who wish to declare a minor in Greek should schedule a meeting with a department advisor. A grade of C or above is required in all courses counting toward the minor.,,True,False,,False,False,False,,,program,
Minor in Haitian Creole,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,Students must be in good academic standing at the University to declare a minor.,Not Required,True,False,,False,False,False,,,program,
Minor in Hindi-Urdu,https://www.jmu.edu/academics/undergraduate/minors/modern-foreign-languages.shtml,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in History,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"Students can declare the minor in History online using the form found on the Office of the Registrar's website. If you have questions about whether the minor is a good fit for you, please reach out to the History Department’s Director of Undergraduate Studies.",Not Required,True,False,,False,False,False,,,program,
Minor in Information Science,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,Students must be a degree-seeking undergraduate at UNC Charlotte and in good academic standing. A minimum GPA of 2.0 is required in the minor coursework. At least 9 credit hours must be taken at UNC Charlotte. A maximum of two courses (6 credit hours) may be used to satisfy the requirements for both a major and this minor. No course with a grade of D can be used to fulfill the requirements of the minor.,Not Required,True,False,,False,False,False,,,program,
Minor in Latin American Studies,https://latinamericanstudies.charlotte.edu/undergraduate-program/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
"Minor in Linguistics, Interpretation, and Translation",https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"The Minor in Linguistics, Interpretation, and Translation consists of 18 credit hours. A grade of C or above is required in all minor courses. Students must take at least half of the minor coursework at UNC Charlotte. No course taken on the Pass/No Credit basis may be applied toward the minor. Students majoring in a language or language and culture studies may not apply more than two courses (6 credits) from their major to the minor. Students who wish to declare a minor in Linguistics, Interpretation, and Translation must have a minimum overall GPA of 2.0.",Not Required,True,False,,False,False,False,,,program,
Minor in Literature and Culture,https://english.charlotte.edu/programs/undergraduate-program-information/minors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Mathematics,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Media and Journalism,https://communication.charlotte.edu/undergraduate-programs/minors/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Medicine,https://academics.charlotte.edu/program/health-medical-humanities-minor-on-campus/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Music,https://academics.charlotte.edu/program/music-performance-minor-on-campus/,Not Required,Not Required,Students wishing to pursue a Minor in Music Performance should complete a Minor Declaration form and meet with the Undergraduate Coordinator in the Department of Music. Students pursuing the Minor in Music Performance must successfully audition for applied study.,Not Required,True,False,,False,False,False,,,program,
Minor in Music History and Literature,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"To declare a minor, a student must complete a Change of Major/Minor form. Students must have a cumulative GPA of at least 2.000 to declare a minor. A grade of C or above is required in all courses used to fulfill the requirements of a minor.",Not Required,True,False,,False,False,False,,,program,
Minor in Neuroscience and Neurobiology,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in North American Studies,https://academics.charlotte.edu/program-type/minor/,,,"To declare the minor, students should contact the program coordinator.",,True,False,,False,False,False,,,program,
"Minor in Peace, War, and Defense",https://academics.charlotte.edu/program-type/minor/,Not Required,Not Required,,Not Required,True,False,,False,False,False,,,program,
Minor in Philosophy,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Physical Education Teaching and Coaching,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Physics,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"Students can declare a minor in Physics by using the online academic plan/minor declaration system. In order to declare a minor in Physics, a student must have completed at least 12 credit hours at UNC Charlotte and have a cumulative GPA of at least 2.0.",Not Required,True,False,,True,False,False,,,program,
Minor in Political Science,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"To declare a minor in Political Science, a student must have a cumulative GPA of at least 2.0. Minors are declared at the department office by completing a 'Declaration of Minor' form. A grade of C or above is required in each course counted toward the minor.",Not Required,True,False,,False,False,False,,,program,
Minor in Public Policy Analysis,https://catalog.unc.edu/undergraduate/programs-study/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Religious Studies,https://catalog.unc.edu/undergraduate/programs-study/,,,"To be eligible to declare the Minor in Religious Studies, students must have a cumulative GPA of 2.0 or higher. Declaration is done by submitting an online form.",,True,False,,False,False,False,,,program,
Minor in Social and Economic Justice,https://catalog.unc.edu/undergraduate/programs-study/social-economic-justice-minor/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Sociology,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"Students wishing to declare a Minor in Sociology should complete the Add/Drop Major/Minor Form. Students must have a cumulative GPA of at least 2.0 to declare the minor. The Minor in Sociology requires 18 credit hours in Sociology. A grade of C or above is required in each course counted toward the Minor. The curriculum is comprised of the following courses: SOCY 1101 - Introduction to Sociology (3), SOCY 3151 - Introduction to Sociological Theory (3), and 12 credit hours of Sociology electives at the 2000 level or above, with at least nine (9) of those credit hours at the 3000 or 4000 level.",Not Required,True,False,,False,False,False,,,program,
Minor in Spanish,https://coursetransfer.northcarolina.edu/guide/2024-2025/827,Not Required,Not Required,"To declare a Minor in Spanish, students must have a GPA of 2.0 and should see an advisor in the Department of Languages and Culture Studies.",Not Required,True,False,,False,False,False,,,program,
Minor in Statistics,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,"Students who wish to declare the Minor in Statistics must have a minimum overall GPA of 2.0 and have completed MATH 1241 with a grade of C or above. To declare the minor, students must complete the Declare Minor form via Banner Self-Service.",Not Required,True,False,,True,False,False,,,program,
Minor in Studio Arts,https://www.holyfamily.edu/academics/programs/art-studio-minor,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Visual Arts,https://www.art.utah.edu/minors-certificates/art-history-minor/,,,,,,,,,,,,,error,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Minor in Women's Studies,https://catalog.unc.edu/undergraduate/programs-study/,Not Required,Not Required,Students interested in declaring a minor in Women’s and Gender Studies can do so online using the Add/Drop Minor form available in Banner Self Service. Students must have a 2.0 GPA to declare the minor.,Not Required,True,False,,False,False,False,,,program,
